EntryID,LemmaID,Code,Batch,List,Item,YouTube Video,VimeoVideoHTML,VimeoVideo,SubtLexUSLog10WF,SignFrequency(M),SignFrequency(SD),SignFrequency(Z),SignFrequency(N),SignFrequency(M-Native),SignFrequency(SD-Native),SignFreq(Z-native),SignFrequency(N-Native),SignFrequency(M-Nonnative),SignFrequency(SD-Nonnative),SignFrequency(N-Nonnative),SignFreq(Z-Nonnative),DominantTranslation,NondominantTranslation,PercentUnknown,PercentGlossAgreement,PercentUnknown(Native),PercentGlossAgreement(Native),PercentUnknown(Nonnative),PercentGlossAgreement(Nonnative),Iconicity(M),Iconicity(SD),Iconicity(Z),Iconicity(N),Iconicity_ID,IconicityType,D.Iconicity(M) all,D.Iconicity(SD) all,D.Iconicity(N) all,D.Iconicity(Z) all,D.Iconicity(M) native,D.Iconicity(SD) native,D.Iconicity(Z) native,D.Iconicity(N) native,H statistic,GuessAccuracy,Transparency(M),Transparency SD,Transparency Z,LexicalClass,SignOnset(ms),SignOffset(ms),SignDuration(ms),ClipDuration(ms),InCDI,CDI Semantic Category,Initialized.2.0,FingerspelledLoanSign.2.0,Compound.2.0,NumberOfMorphemes.2.0,Handshape.2.0,SelectedFingers.2.0,Flexion.2.0,FlexionChange.2.0,Spread.2.0,SpreadChange.2.0,ThumbPosition.2.0,ThumbContact.2.0,SignType.2.0,Movement.2.0,RepeatedMovement.2.0,MajorLocation.2.0,MinorLocation.2.0,SecondMinorLocation.2.0,Contact.2.0,NonDominantHandshape.2.0,UlnarRotation.2.0,HandshapeM2.2.0,SelectedFingersM2.2.0,FlexionM2.2.0,FlexionChangeM2.2.0,SpreadM2.2.0,SpreadChangeM2.2.0,ThumbPositionM2.2.0,ThumbContactM2.2.0,SignTypeM2.2.0,MovementM2.2.0,RepeatedMovementM2.2.0,MajorLocationM2.2.0,MinorLocationM2.2.0,SecondMinorLocationM2.2.0,ContactM2.2.0,NonDominantHandshapeM2.2.0,UlnarRotationM2.2.0,HandshapeM3.2.0,SelectedFingersM3.2.0,FlexionM3.2.0,FlexionChangeM3.2.0,SpreadM3.2.0,SpreadChangeM3.2.0,ThumbPositionM3.2.0,ThumbContactM3.2.0,SignTypeM3.2.0,MovementM3.2.0,RepeatedMovementM3.2.0,MajorLocationM3.2.0,MinorLocationM3.2.0,SecondMinorLocationM3.2.0,ContactM3.2.0,NonDominantHandshapeM3.2.0,UlnarRotationM3.2.0,HandshapeM4.2.0,SelectedFingersM4.2.0,FlexionM4.2.0,FlexionChangeM4.2.0,SpreadM4.2.0,SpreadChangeM4.2.0,ThumbPositionM4.2.0,ThumbContactM4.2.0,SignTypeM4.2.0,MovementM4.2.0,RepeatedMovementM4.2.0,MajorLocationM4.2.0,MinorLocationM4.2.0,SecondMinorLocationM4.2.0,ContactM4.2.0,NonDominantHandshapeM4.2.0,UlnarRotationM4.2.0,HandshapeM5.2.0,SelectedFingersM5.2.0,FlexionM5.2.0,FlexionChangeM5.2.0,SpreadM5.2.0,SpreadChangeM5.2.0,ThumbPositionM5.2.0,ThumbContactM5.2.0,SignTypeM5.2.0,MovementM5.2.0,RepeatedMovementM5.2.0,MajorLocationM5.2.0,MinorLocationM5.2.0,SecondMinorLocationM5.2.0,ContactM5.2.0,NonDominantHandshapeM5.2.0,UlnarRotationM5.2.0,HandshapeM6.2.0,SelectedFingersM6.2.0,FlexionM6.2.0,FlexionChangeM6.2.0,SpreadM6.2.0,SpreadChangeM6.2.0,ThumbPositionM6.2.0,ThumbContactM6.2.0,SignTypeM6.2.0,MovementM6.2.0,RepeatedMovementM6.2.0,MajorLocationM6.2.0,MinorLocationM6.2.0,SecondMinorLocationM6.2.0,ContactM6.2.0,NonDominantHandshapeM6.2.0,UlnarRotationM6.2.0,SignType.2.0Frequency,MajorLocation.2.0Frequency,MinorLocation.2.0Frequency,SecondMinorLocation.2.0Frequency,Movement.2.0Frequency,SelectedFingers.2.0Frequency,Flexion.2.0Frequency,FlexionChange.2.0Frequency,RepeatedMovement.2.0Frequency,Contact.2.0Frequency,Spread.2.0Frequency,SpreadChange.2.0Frequency,ThumbContact.2.0Frequency,ThumbPosition.2.0Frequency,UlnarRotation.2.0Frequency,Phonological Complexity,PhonotacticProbability,Parameter.Neighborhood.Density.2.0,Neighborhood Density 2.0,SignBankAnnotationID,SignBankEnglishTranslations,SignBankLemmaID,SignBankReferenceID,bglm_aoa,empirical_aoa,HandshapeImage - 100x100,HandshapeImage: URL,Parameter.Neighborhood.Density.2.0,SignBankSemanticField
sad,sad,B_02_053,B,2,53,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/DkKOhCSTOy8?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345555398?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/345555398,3.51,5.24,1.268,0.381,25,5.286,1.383,0.387,14,5.182,1.168,11,0.373,,,0,,0,,0,,5.8,1.518,1.486,30,,Both,3.74,1.88,31,0.45,3.86,2.03,0.55,22,0.71,1,5.35,1.35,1.18,Adjective,467,901,434,1635,Yes,Mental State Terms,0,0,0,1,5,imrp,FullyOpen,0,1,0,Open,0,SymmetricalOrAlternating,Straight,0,Head,HeadAway,HeadAway,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.266,0.066,0.178,0.457,0.449,0.409,0.791,0.554,0.378,0.398,0.878,0.684,0.657,0.836,1,0.427,378,2,SAD,"sad, sadness, sorrow, tragedy, tragic, unfortunate, unfortunately, unhappy",SAD,245,27,28,,,378,Emotion
safe,safe,G_01_085,G,1,85,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/oZPElyYQyQw?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346613235?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346613235,3.864,5.037,1.556,0.439,27,4.917,1.881,0.419,12,5.133,1.302,15,0.455,,,0,,0,,0,,2,1.742,-0.72,30,,Arbitrary,,,,,,,,,,,,,,Adjective,467,1034,567,1702,No,,1,0,0,1,s,imrp,FullyClosed,0,NA,0,Closed,1,SymmetricalOrAlternating,Curved,0,Neutral,Neutral,Neutral,1,s,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.233,0.449,0.067,0.791,0.554,0.622,0,0.878,0.316,0.343,0.164,2,0.07,321,10,SAFE,"rescue, safe, safety, salvage, save",SAFE,562,,,,,321,None
sail,sail,D_01_074,D,1,74,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/d2UupADV49g?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345806156?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/345806156,2.846,1.652,1.152,-1.449,23,1.643,1.216,-1.399,14,1.667,1.118,11,-1.526,,,0.148,,0.125,,0.182,,2.303,1.489,-0.335,33,,Arbitrary,4.17,1.49,26,0.54,4.25,1.44,0.63,18,,,,,,Verb,701,1668,968,2603,No,,0,0,0,1,o,imrp,Curved,0,0,0,Open,1,OneHanded,Straight,0,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0.426,0.457,0.449,0.225,0.791,0.554,0.378,0.602,0.878,0.316,0.657,0.836,1,0.596,482,5,SAILfa,"boat, mast, sail, sailboat, sailing, ship, SAILfa",SAIL,3086,,,,,482,None
sail_2,sail_2,K_01_048,K,,,,"<iframe src=https://player.vimeo.com/video/341909866?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/341909866,2.846,2.84,1.573,-0.608,27,2.636,1.206,-0.52,11,3,1.84,16,-0.678,,,0.074,,0,,0.125,,2.68,1.406,-0.384,25,SAIL,,,,,,,,,,,,,,,Verb,634,1535,901,2236,No,,0,0,0,1,flat_b,imrp,Flat,0,0,0,Open,0,AsymmetricalDifferentHandshape,Straight,0,Neutral,Neutral,Neutral,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.363,0.363,0.426,0.457,0.449,0.162,0.791,0.554,0.378,0.602,0.878,0.684,0.657,0.836,2,0.552,486,0,SAILfa,"boat, mast, sail, sailboat, sailing, ship, SAILfa",SAIL,3086,,,,,486,None
sailboat,sailboat,F_02_094,F,2,94,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/Z2a3A0vk5h8?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346512207?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346512207,1.919,2.615,1.551,-0.871,27,2.615,1.446,-0.849,14,2.615,1.71,13,-0.894,,,0.037,,0.071,,0,,2.903,1.795,-0.257,31,,Arbitrary,,,,,,,,,,,,,,Noun,534,1435,901,2069,No,,0,0,0,1,flat_b,imrp,Flat,0,0,0,Open,0,AsymmetricalDifferentHandshape,Straight,0,Hand,FingerTip,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.023,0,0.457,0.449,0.162,0.791,0.554,0.622,0.602,0.878,0.684,0.657,0.836,2,0.302,391,0,SAILix,"boat, mast, sail, sailing, SAILix, ship",SAIL,987,,,,,391,None
salad,salad,A_02_061,A,2,61,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/Rw_5DRX6dSA?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/344223566?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/344223566,2.939,4.704,1.66,0.449,27,4.846,1.519,0.566,13,4.571,1.828,14,0.34,,,0,,0,,0,,3.667,1.688,0.233,30,,Arbitrary,3.68,1.7,31,0.18,3.68,1.83,0.23,19,,,,,,Noun,267,1368,1101,1401,Yes,Food and Drink,0,0,0,1,curved_5,imrp,Curved,0,1,0,Open,0,SymmetricalOrAlternating,Curved,1,Neutral,Neutral,Neutral,0,curved_5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.233,0.449,0.225,0.791,0.446,0.378,0.398,0.878,0.684,0.657,0.836,2,0.405,311,13,SALAD,"food, salad",SALAD,988,45,35,,,311,Food
salt,salt,B_01_069,B,1,69,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/3fR-0pAEh20?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/344400275?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/344400275,2.998,4.92,1.288,0.174,25,4.714,1.383,0.034,14,5.182,1.168,11,0.352,,,0,,0,,0,,1.037,0.192,-0.89,27,,Arbitrary,1.65,1.02,31,-0.65,1.41,0.85,-0.75,22,2.53,0,3.53,1.84,-0.15,Noun,667,968,300,1768,Yes,Food and Drink,0,0,0,1,flat_v,im,Flat,1,1,0,Closed,0,DominanceViolation,None,1,Hand,FingerBack,NA,1,DominanceViolation,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023,0.25,0.019,0,0.153,0.14,0.162,0.209,0.446,0.622,0.398,0.878,0.684,0.343,0.836,2,-0.512,54,1,SALT,"food, salt, salty",SALT,2012,39,31,,,54,Food
salt_shaker,salt_shaker,E_02_100,E,2,100,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/8qa4nZ0jC70?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346061620?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346061620,,4.688,1.447,0.23,32,4.733,1.223,0.263,15,4.647,1.656,17,0.201,,,0,,0,,0,,6.5,0.938,1.284,30,,NA,,,,,,,,,,,,,,Noun,367,1368,1001,1869,No,,0,0,0,1,curved_5,imrp,Curved,0,1,0,Open,0,OneHanded,Straight,1,Neutral,Neutral,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0,0.457,0.449,0.225,0.791,0.446,0.378,0.398,0.878,0.684,0.657,0.836,1,0.369,512,7,,,,,,,,,512,
same_1,same_1,B_02_009,B,2,9,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/y4pUgys0ev8?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345536537?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/345536537,4.328,5.84,1.106,0.713,25,5.929,1.072,0.725,14,5.727,1.191,11,0.699,,,0,,0,,0,,3.621,1.761,0.423,29,,Arbitrary,2.07,1.21,31,-0.43,2.09,1.19,-0.39,22,2.77,0.053,2.74,1.45,-0.81,Minor,1168,1635,467,2402,Yes,Descriptive Signs,0,0,0,1,y,p,FullyOpen,0,NA,NA,Open,0,OneHanded,Straight,1,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0.426,0.457,0.033,0.409,0.791,0.446,0.378,0,0,0.684,0.657,0.836,2,0.199,466,9,SAME-AS,"alike, also, me too, same, same as, similar, too",SAME-AS,535,35,28,,,466,None
same_2,same_2,B_02_013,B,2,13,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/-qMZDPJHz6w?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345536759?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/345536759,4.328,3.4,1.633,-0.73,25,3.357,1.598,-0.757,14,3.455,1.753,11,-0.695,,,0,,0,,0,,1.767,1.194,-0.481,30,,Arbitrary,2,1.21,31,-0.47,1.96,1.21,-0.46,22,1.85,0,3.6,2.04,0.09,Minor,400,901,501,1702,No,,0,0,0,1,1,i,FullyOpen,0,NA,NA,Closed,0,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,Neutral,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.457,0.261,0.409,0.791,0.446,0.622,0,0,0.684,0.343,0.836,1,0.266,563,10,SAME,"alike, also, as well, same, same as, too",SAME,534,,,,,563,None
same_same,same_same,J_02_081,J,2,81,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/uqmOE2UrNiY?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346966296?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346966296,,4.833,1.464,0.406,30,5.467,1.302,0.67,15,4.2,1.373,15,0.142,same_same,"status quo, stay",0,0.867,0,0.933,0,0.8,1.92,1.32,-0.654,25,stay the same,Arbitrary,,,,,,,,,,,,,,Minor,467,1301,834,3737,No,,0,0,0,1,y,p,FullyOpen,0,NA,NA,Open,0,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,Neutral,0,y,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.457,0.033,0.409,0.791,0.446,0.378,0,0,0.684,0.657,0.836,2,0.17,466,7,"SAME-SAME	",,,,,,,,466,
same_time,same_time,H_02_021,H,2,21,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/vk06MXSUcWY?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346800725?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346800725,,4.607,1.449,0.289,28,4.286,1.684,0.105,14,4.929,1.141,14,0.474,same_time,"camp, diverse, etcetra",0,0.857,0,0.929,0,0.786,1.875,1.116,-0.606,24,same time,Arbitrary,,,,,,,,,,,,,,Minor,501,1401,901,1969,No,,0,0,0,1,l,i,FullyOpen,1,NA,NA,Open,0,SymmetricalOrAlternating,Straight,0,Neutral,Neutral,Neutral,1,l,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.457,0.261,0.409,0.209,0.554,0.622,0,0,0.684,0.657,0.836,1,0.403,466,3,SAME-TIME,"at the same time, meanwhile, same-time, simultaneous",SAME-TIME,992,,,,,466,Attribute
sandals,sandals,A_02_004,A,2,4,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/Su1T9ckqQpQ?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/344219921?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/344219921,1.949,4.667,1.33,0.439,27,4.769,1.013,0.507,13,4.571,1.604,14,0.376,,,0,,0,,0,,2.133,1.456,-0.445,30,,Arbitrary,4.1,1.71,31,0.37,4.33,1.85,0.51,19,,,,,,Noun,334,934,601,1001,No,Clothing,0,0,0,1,bent_1,i,Bent,0,NA,NA,Closed,0,AsymmetricalDifferentHandshape,Straight,1,Hand,Other,NA,1,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.025,0,0.457,0.261,0.099,0.791,0.446,0.622,0,0,0.684,0.343,0.836,2,-0.366,367,1,SANDALS,"flip-flops, sandals, shoes, thong sandals",SANDALS,3089,,,,,367,None
sandwich,sandwich,A_01_015,A,1,15,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/L2dLz9ee3Og?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/344216588?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/344216588,3.049,3.677,1.661,-0.177,31,3.611,1.787,-0.179,18,3.769,1.536,13,-0.174,,,0,,0,,0,,2.538,1.652,-0.274,39,,Arbitrary,5,1.39,31,0.85,4.79,1.48,0.77,19,,,,,,Noun,367,1068,701,1134,Yes,Food and Drink,0,0,0,1,flat_b,imrp,Flat,0,0,0,Open,0,AsymmetricalDifferentHandshape,Straight,1,Head,HeadAway,HeadAway,0,B,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.266,0.066,0.178,0.457,0.449,0.162,0.791,0.446,0.378,0.602,0.878,0.684,0.657,0.836,2,0.127,361,0,"~SANDWICHhold_altvar	",,,,33,28,,,361,
sandwich_2,sandwich_2,K_02_086,K,,,,"<iframe src=https://player.vimeo.com/video/342142514?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/342142514,3.049,3.409,2.282,-0.413,25,2.4,1.955,-0.577,11,4.25,2.261,14,-0.277,,,0.12,,0.091,,0.143,,2.958,1.601,-0.278,24,SANDWICH,,,,,,,,,,,,,,,Noun,567,1568,1001,2202,No,,0,0,0,1,open_b,imrp,FullyOpen,0,0,0,Open,0,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,Neutral,1,open_b,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.457,0.449,0.409,0.791,0.446,0.622,0.602,0.878,0.684,0.657,0.836,1,0.772,541,24,SANDWICHclap,"food, sandwich, SANDWICHclap",SANDWICH,2358,,,,,541,Food
