EntryID,LemmaID,Code,YouTube Video,SignFrequency(M),SignFrequency(SD),SignFrequency(Z),SignFrequency(N),PercentUnknown,SignFrequency(M-Native),SignFrequency(SD-Native),SignFreq(Z-native),SignFrequency(N-Native),PercentUnknown(Native),PercentGlossAgreement,PercentGlossAgreement(Native),Iconicity_ID,SubtLexUSLog10WF,LexicalClass,SignOnset(ms),SignOffset(ms),SignLength(ms),ClipLength(ms),D.Iconicity(M) all,D.Iconicity(SD) all,D.Iconicity(N) all,D.Iconicity(Z) all,D.Iconicity(M) native,D.Iconicity(SD) native,D.Iconicity(N) native,D.Iconicity(Z) native,IconicityType,Initialized.2.0,FingerspelledLoanSign.2.0,Compound.2.0,NumberOfMorphemes.2.0,Handshape.2.0,MarkedHandshape.2.0,SelectedFingers.2.0,Flexion.2.0,FlexionChange.2.0,Spread.2.0,SpreadChange.2.0,ThumbPosition.2.0,ThumbContact.2.0,SignType.2.0,Movement.2.0,MajorLocation.2.0,MinorLocation.2.0,SecondMinorLocation.2.0,Contact.2.0,NonDominantHandshape.2.0,UlnarRotation.2.0,HandshapeM2.2.0,MarkedHandshapeM2.2.0,SelectedFingersM2.2.0,FlexionM2.2.0,FlexionChangeM2.2.0,SpreadM2.2.0,SpreadChangeM2.2.0,ThumbPositionM2.2.0,ThumbContactM2.2.0,SignTypeM2.2.0,MovementM2.2.0,MajorLocationM2.2.0,MinorLocationM2.2.0,SecondMinorLocationM2.2.0,ContactM2.2.0,NonDominantHandshapeM2.2.0,UlnarRotationM2.2.0,HandshapeM3.2.0,MarkedHandshapeM3.2.0,SelectedFingersM3.2.0,FlexionM3.2.0,FlexionChangeM3.2.0,SpreadM3.2.0,SpreadChangeM3.2.0,ThumbPositionM3.2.0,ThumbContactM3.2.0,SignTypeM3.2.0,MovementM3.2.0,MajorLocationM3.2.0,MinorLocationM3.2.0,SecondMinorLocationM3.2.0,ContactM3.2.0,NonDominantHandshapeM3.2.0,UlnarRotationM3.2.0,HandshapeM4.2.0,MarkedHandshapeM4.2.0,SelectedFingersM4.2.0,FlexionM4.2.0,FlexionChangeM4.2.0,SpreadM4.2.0,SpreadChangeM4.2.0,ThumbPositionM4.2.0,ThumbContactM4.2.0,SignTypeM4.2.0,MovementM4.2.0,MajorLocationM4.2.0,MinorLocationM4.2.0,SecondMinorLocationM4.2.0,ContactM4.2.0,NonDominantHandshapeM4.2.0,UlnarRotationM4.2.0,HandshapeM5.2.0,MarkedHandshapeM5.2.0,SelectedFingersM5.2.0,FlexionM5.2.0,FlexionChangeM5.2.0,SpreadM5.2.0,SpreadChangeM5.2.0,ThumbPositionM5.2.0,ThumbContactM5.2.0,SignTypeM5.2.0,MovementM5.2.0,MajorLocationM5.2.0,MinorLocationM5.2.0,SecondMinorLocationM5.2.0,ContactM5.2.0,NonDominantHandshapeM5.2.0,UlnarRotationM5.2.0,HandshapeM6.2.0,MarkedHandshapeM6.2.0,SelectedFingersM6.2.0,FlexionM6.2.0,FlexionChangeM6.2.0,SpreadM6.2.0,SpreadChangeM6.2.0,ThumbPositionM6.2.0,ThumbContactM6.2.0,SignTypeM6.2.0,MovementM6.2.0,MajorLocationM6.2.0,MinorLocationM6.2.0,SecondMinorLocationM6.2.0,ContactM6.2.0,NonDominantHandshapeM6.2.0,UlnarRotationM6.2.0,bglm_aoa,empirical_aoa,SignType.2.0Frequency,MajorLocation.2.0Frequency,MinorLocation.2.0Frequency,SecondMinorLocation.2.0Frequency,Movement.2.0Frequency,SelectedFingers.2.0Frequency,Flexion.2.0Frequency,FlexionChange.2.0Frequency,RepeatedMovement.2.0Frequency,Contact.2.0Frequency,Spread.2.0Frequency,SpreadChange.2.0Frequency,ThumbContact.2.0Frequency,ThumbPosition.2.0Frequency,UlnarRotation.2.0Frequency,Transparency M,Transparency SD,Transparency Z,H index,SignBankAnnotationID,Parameter.Neighborhood.Density.2.0,Neighborhood Density 2.0,Parameter.Neighborhood.Density.2.0,Neighborhood Density 2.0,DominantTranslation,SignBankAnnotationID,SignBankLemmaID,SignBankSemanticField,SignBankEnglishTranslations,Complexity,SignFrequency(M-Nonnative),SignFrequency(SD-Nonnative),SignFreq(Z-Nonnative),SignFrequency(N-Nonnative),PercentGlossAgreement(Nonnative),PercentUnknown(Nonnative),PhonotacticProbability,VimeoVideo
corner,corner,J_03_071,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/MWBlwVAu9F0?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",4.103,1.589,-0.008,29,0,4.2,1.699,-0.032,15,0,,,,3.428,Noun,400,1301,901,1802,,,,,,,,,Perceptual,0,0,0,1,open_b,1,imrp,FullyOpen,0,0,0,Open,0,SymmetricalOrAlternating,Straight,Neutral,Neutral,NA,1,open_b,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.345,0.363,0.363,0,0.457,0.449,0.409,0.791,0.446,0.622,0.602,0.878,0.684,0.657,0.836,,,,,CORNER,541,24,541,24,,CORNER,CORNER,None,"angle, at an angle, corner",1,4,1.52,0.02,14,0,0,7.901,https://player.vimeo.com/video/346973569
correct,CANCEL,J_02_040,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/D7ProMxy410?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",4.6,1.632,0.3,30,0,4.933,1.624,0.395,15,0,,,,3.36,Verb,534,1468,934,1902,,,,,,,,,Arbitrary,0,0,0,1,1,0,i,FullyOpen,0,NA,NA,Closed,0,AsymmetricalDifferentHandshape,X-shaped,Hand,Palm,HandAway,1,B,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.175,0.25,0.077,0.155,0.004,0.261,0.409,0.791,0.554,0.622,0,0,0.684,0.343,0.836,,,,,CORRECT,65,10,65,10,,CORRECT,CORRECT,Event,"cancel, correct, critical, criticize, critique, discriminate, discrimination, grade",4,4.27,1.62,0.21,15,0,0,5.161,https://player.vimeo.com/video/346938530
cost,cost,E_03_020,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/4TeYK7iaaW8?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",5.138,1.187,0.466,30,0.033,5.308,1.109,0.513,14,0.071,,,,3.447,Verb,467,1168,701,2669,,,,,,,,,Arbitrary,0,0,0,1,bent_1,1,i,Bent,0,NA,NA,Closed,0,AsymmetricalDifferentHandshape,Straight,Hand,Palm,HandAway,1,B,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.175,0.25,0.077,0.155,0.457,0.261,0.099,0.791,0.554,0.622,0,0,0.684,0.343,0.836,,,,,CHARGE,367,14,367,14,,CHARGE,CHARGE,None,"charge, cost, fine, price, tax",2,5,1.26,0.43,16,0,0,5.303,https://player.vimeo.com/video/346066632
couch_1,couch_1,G_02_013,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/OYgyMLi_6KE?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",2.591,1.436,-0.884,27,0.185,3,1.732,-0.777,12,0.083,0.227,0.273,,3.078,Noun,467,1268,801,1935,,,,,,,,,Arbitrary,1,0,0,1,c,0,imrp,Curved,0,0,0,Open,0,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1,c,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.345,0.363,0.363,0.426,0.457,0.449,0.225,0.791,0.554,0.622,0.602,0.878,0.684,0.657,0.836,,,,,,488,11,488,11,couch,,,,,1,2.18,0.98,-0.99,15,0,0.267,8.251,https://player.vimeo.com/video/346741579
cough,cough,C_02_071,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/8Emdvmyy37o?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",3.5,1.432,-0.455,30,0,3.778,1.592,-0.393,18,0,,,,2.652,Noun,534,1235,701,2069,4.63,2.01,30,0.89,4.29,2.03,21,0.64,NA,0,0,0,1,s,0,imrp,FullyClosed,0,NA,0,Closed,1,OneHanded,Straight,Body,TorsoTop,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.392,0.094,0.032,0,0.457,0.449,0.067,0.791,0.446,0.622,0,0.878,0.316,0.343,0.836,4.55,1.79,0.67,-0.2,COUGH,195,3,195,3,,COUGH,COUGH,Event,"cold, cough, feeling sick, ill, illness, sick",1,3.08,1.08,-0.55,12,0,0,5.722,https://player.vimeo.com/video/345589534
counselor,counselor,B_01_005,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/pu0APdg_mcU?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",4.84,1.724,0.062,25,0,4.714,1.637,-0.02,14,0,0.96,1,,2.705,Noun,334,1335,1001,1568,1.77,1.26,31,-0.61,1.64,1.05,22,-0.64,Arbitrary,0,0,1,2,flat_o,0,imrp,Flat,1,0,1,Open,1,AsymmetricalDifferentHandshape,Straight,Hand,PalmBack,HandAway,1,B,0,open_b,1,imrp,FullyOpen,0,0,0,Open,0,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0,open_b,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.175,0.25,0.024,0.155,0.457,0.449,0.162,0.209,0.446,0.622,0.602,0.122,0.316,0.657,0.836,,,,,COUNSELOR,356,3,356,3,counselor,COUNSELOR,COUNSELOR,None,"adviser, advisor, counselor",3,5,1.9,0.14,11,1,0,5.482,https://player.vimeo.com/video/344392043
count,count,G_02_054,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/_p7Xvccj0cA?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",4.556,1.625,0.188,27,0,4.417,1.621,0.13,12,0,,,,3.662,Verb,567,968,400,1802,,,,,,,,,Arbitrary,0,0,0,1,f,1,i,Curved,0,NA,NA,Open,1,AsymmetricalDifferentHandshape,Straight,Hand,Palm,FingerFront,1,B,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,35,0.175,0.25,0.077,0.016,0.457,0.261,0.225,0.791,0.554,0.622,0,0,0.316,0.657,0.836,,,,,COUNT,397,7,397,7,,COUNT,COUNT,Event,"account, count, keep score, score",2,4.67,1.68,0.23,15,0,0,5.237,https://player.vimeo.com/video/346743847
country,country,C_03_058,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/qEiR2cHaLkI?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",3.9,1.668,-0.231,30,0,4.111,1.641,-0.262,18,0,,,,3.917,Noun,1001,1568,567,2369,1.23,0.63,30,-0.89,1.33,0.73,21,-0.88,Arbitrary,0,0,0,1,y,1,p,FullyOpen,0,NA,NA,Open,0,OneHanded,Circular,Arm,ElbowBack,ElbowBack,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,31,0.392,0.026,0.001,0.004,0.076,0.033,0.409,0.791,0.446,0.622,0,0,0.684,0.657,0.836,2.05,1.28,-1.02,-0.17,COUNTRYy,5,0,5,0,,COUNTRYy,COUNTRY,None,"county, country",3,3.58,1.73,-0.19,12,0,0,4.977,https://player.vimeo.com/video/345800312
cousin,cousin,C_01_023,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/o8OITD4WvUI?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",4.133,1.502,-0.191,30,0,4.444,1.504,-0.101,18,0,,,,3.397,Noun,634,1101,467,2035,1.27,0.69,30,-0.87,1.33,0.8,21,-0.88,Arbitrary,1,0,0,1,c,0,imrp,Curved,0,0,0,Open,0,OneHanded,None,Head,HeadAway,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,22,0.392,0.266,0.066,0,0.153,0.449,0.225,0.791,0.446,0.378,0.602,0.878,0.684,0.657,0.164,3.9,1.52,-0.17,-0.22,COUSIN,237,4,237,4,,COUSIN,COUSIN,People,"cousin, family, relative",1,3.67,1.44,-0.33,12,0,0,6.151,https://player.vimeo.com/video/345577289
cover_up,cover_up,C_03_038,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/IMXMFeEnsg8?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",3.429,1.501,-0.485,28,0.033,3.563,1.365,-0.526,16,0.056,0.75,0.688,,,Verb,434,901,467,1935,2.46,1.73,30,-0.25,2.75,1.86,21,-0.16,Arbitrary,0,0,0,1,open_b,1,imrp,FullyOpen,0,0,0,Open,0,AsymmetricalSameHandshape,Curved,Hand,FingerFront,Palm,1,open_b,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.059,0.25,0.015,0.025,0.233,0.449,0.409,0.791,0.554,0.622,0.602,0.878,0.684,0.657,0.836,3.5,1.54,0,-0.18,COVER-UP,266,10,266,10,cover_up,COVER-UP,COVER-UP,Event,"blur, blurry, cover up, lie, obscure, obfuscate",2,3.25,1.71,-0.43,12,1,0,7.063,https://player.vimeo.com/video/345799343
cow,cow,A_01_033,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/WoeyKXT_atM?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",3.677,1.579,-0.167,31,0,3.333,1.495,-0.308,18,0,,,,3.115,Noun,434,1134,701,1168,3.52,1.67,31,0.13,3.68,1.64,19,0.27,Arbitrary,0,0,0,1,y,1,p,FullyOpen,0,NA,NA,Open,0,OneHanded,None,Head,Forehead,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,0.392,0.266,0.039,0,0.153,0.033,0.409,0.791,0.446,0.622,0,0,0.684,0.657,0.164,,,,,COW,240,1,240,1,,COW,COW,Animal,"animal, bovine, cattle, cow",2,4.15,1.63,0.03,13,0,0,4.657,https://player.vimeo.com/video/344217172
cowboy,cowboy,F_01_018,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/BgtNB8gSoOA?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",1.278,0.575,-1.744,27,0.333,1.333,0.707,-1.734,14,0.357,,,,2.986,Noun,434,1702,1268,2135,,,,,,,,,Arbitrary,0,0,0,1,3,1,im,FullyOpen,0,1,0,Open,0,SymmetricalOrAlternating,Circular,Body,Hips,BodyAway,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,18,0.345,0.094,0.004,0.045,0.076,0.14,0.409,0.791,0.446,0.378,0.398,0.878,0.684,0.657,0.836,,,,,,22,0,22,0,,,,,,3,1.22,0.44,-1.75,13,0,0.308,6.18,https://player.vimeo.com/video/346487922
crack,crack,F_03_067,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/ro1pwbk51z8?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",3.926,1.567,-0.151,27,0,4.071,1.492,-0.081,14,0,,,,3.224,Verb,501,1301,801,1902,,,,,,,,,Arbitrary,0,0,0,1,open_b,1,imrp,FullyOpen,0,0,0,Open,0,AsymmetricalSameHandshape,Z-shaped,Hand,Palm,Palm,1,open_b,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.059,0.25,0.077,0.025,0.034,0.449,0.409,0.791,0.554,0.622,0.602,0.878,0.684,0.657,0.836,,,,,CRACK,104,14,104,14,,CRACK,CRACK,Attribute,"break, crack, fracture, split",3,3.77,1.69,-0.23,13,0,0,6.927,https://player.vimeo.com/video/346602685
cracker,cracker,C_01_081,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/yDMf8KrT-34?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",3.867,1.525,-0.334,30,0,4,1.572,-0.341,18,0,,,,2.47,Noun,701,1034,334,2202,1.57,1.17,30,-0.68,1.76,1.34,21,-0.61,Arbitrary,0,0,0,1,a,0,t,NA,NA,NA,NA,Open,NA,OneHanded,Straight,Arm,ElbowBack,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,15,0.392,0.026,0.001,0,0.457,0.057,0,0,0.446,0.622,0,0,0,0.657,0.836,3,1.83,-0.45,-0.19,CRACKER,107,6,107,6,,CRACKER,CRACKER,Food,"biscuit, cracker, crisp, food, wafer",2,3.67,1.5,-0.32,12,0,0,3.494,https://player.vimeo.com/video/345579613
cracker_2,cracker_2,K_03_093,,3.083,1.976,-0.607,25,0.04,2.2,1.549,-0.864,11,0.091,0.708,0.6,CRACKER,2.47,Noun,634,1468,834,2102,,,,,,,,,,0,0,0,1,5,0,imrp,FullyOpen,0,1,0,Open,0,OneHanded,Straight,Arm,ElbowBack,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.392,0.026,0.001,0,0.457,0.449,0.409,0.791,0.446,0.622,0.398,0.878,0.684,0.657,0.836,,,,,,91,6,91,6,cracker_2,,,,,1,3.71,2.05,-0.42,14,1,0,7.045,https://player.vimeo.com/video/342151622
cranky,cranky,H_02_104,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/8rvdhHaG-vo?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",5.143,1.239,0.623,28,0,5.571,0.938,0.888,14,0,,,,2.236,Adjective,467,1335,868,1869,,,,,,,,,Arbitrary,0,0,0,1,5,0,imrp,FullyOpen,1,1,0,Open,0,OneHanded,None,Head,HeadAway,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.392,0.266,0.066,0,0.153,0.449,0.409,0.209,0.446,0.378,0.398,0.878,0.684,0.657,0.836,,,,,CRANKY,252,1,252,1,,CRANKY,CRANKY,Attribute,"angry, crabby, cranky, crotchety, grouch, grouchy, grumpy",1,4.71,1.38,0.36,14,0,0,6.22,https://player.vimeo.com/video/346884518
crash,crash,J_02_017,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/sIGfmL5kacU?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",3.9,1.494,-0.122,30,0,4.467,1.302,0.11,15,0,,,,3.165,Verb,601,1535,934,2069,,,,,,,,,Perceptual,0,0,0,1,curved_5,0,imrp,Curved,1,1,1,Open,1,AsymmetricalDifferentHandshape,Straight,Hand,HandAway,Palm,1,B,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.175,0.25,0.035,0.025,0.457,0.449,0.225,0.209,0.554,0.622,0.398,0.122,0.316,0.657,0.836,,,,,,414,1,414,1,,,,,,2,3.33,1.5,-0.35,15,0,0,5.331,https://player.vimeo.com/video/346934096
crash_plane,crash_plane,K_01_034,,4.037,2.139,-0.016,27,0,3.182,1.537,-0.19,11,0,,,PLANE CRASH,,Verb,601,1902,1301,2536,,,,,,,,,,0,0,0,1,ily,1,ip,FullyOpen,0,NA,NA,Open,0,AsymmetricalDifferentHandshape,Straight,Hand,HandAway,PalmBack,1,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.175,0.25,0.035,0.011,0.457,0.007,0.409,0.791,0.554,0.622,0,0,0.684,0.657,0.836,,,,,,344,0,344,0,,,,,,3,4.63,2.34,0.1,16,0,0,5.488,https://player.vimeo.com/video/341908427
