EntryID,LemmaID,Code,YouTube Video,SignFrequency(M),SignFrequency(SD),SignFrequency(Z),SignFrequency(N),PercentUnknown,SignFrequency(M-Native),SignFrequency(SD-Native),SignFreq(Z-native),SignFrequency(N-Native),PercentUnknown(Native),PercentGlossAgreement,PercentGlossAgreement(Native),Iconicity_ID,SubtLexUSLog10WF,LexicalClass,SignOnset(ms),SignOffset(ms),SignLength(ms),ClipLength(ms),D.Iconicity(M) all,D.Iconicity(SD) all,D.Iconicity(N) all,D.Iconicity(Z) all,D.Iconicity(M) native,D.Iconicity(SD) native,D.Iconicity(N) native,D.Iconicity(Z) native,IconicityType,Initialized.2.0,FingerspelledLoanSign.2.0,Compound.2.0,NumberOfMorphemes.2.0,Handshape.2.0,MarkedHandshape.2.0,SelectedFingers.2.0,Flexion.2.0,FlexionChange.2.0,Spread.2.0,SpreadChange.2.0,ThumbPosition.2.0,ThumbContact.2.0,SignType.2.0,Movement.2.0,MajorLocation.2.0,MinorLocation.2.0,SecondMinorLocation.2.0,Contact.2.0,NonDominantHandshape.2.0,UlnarRotation.2.0,HandshapeM2.2.0,MarkedHandshapeM2.2.0,SelectedFingersM2.2.0,FlexionM2.2.0,FlexionChangeM2.2.0,SpreadM2.2.0,SpreadChangeM2.2.0,ThumbPositionM2.2.0,ThumbContactM2.2.0,SignTypeM2.2.0,MovementM2.2.0,MajorLocationM2.2.0,MinorLocationM2.2.0,SecondMinorLocationM2.2.0,ContactM2.2.0,NonDominantHandshapeM2.2.0,UlnarRotationM2.2.0,HandshapeM3.2.0,MarkedHandshapeM3.2.0,SelectedFingersM3.2.0,FlexionM3.2.0,FlexionChangeM3.2.0,SpreadM3.2.0,SpreadChangeM3.2.0,ThumbPositionM3.2.0,ThumbContactM3.2.0,SignTypeM3.2.0,MovementM3.2.0,MajorLocationM3.2.0,MinorLocationM3.2.0,SecondMinorLocationM3.2.0,ContactM3.2.0,NonDominantHandshapeM3.2.0,UlnarRotationM3.2.0,HandshapeM4.2.0,MarkedHandshapeM4.2.0,SelectedFingersM4.2.0,FlexionM4.2.0,FlexionChangeM4.2.0,SpreadM4.2.0,SpreadChangeM4.2.0,ThumbPositionM4.2.0,ThumbContactM4.2.0,SignTypeM4.2.0,MovementM4.2.0,MajorLocationM4.2.0,MinorLocationM4.2.0,SecondMinorLocationM4.2.0,ContactM4.2.0,NonDominantHandshapeM4.2.0,UlnarRotationM4.2.0,HandshapeM5.2.0,MarkedHandshapeM5.2.0,SelectedFingersM5.2.0,FlexionM5.2.0,FlexionChangeM5.2.0,SpreadM5.2.0,SpreadChangeM5.2.0,ThumbPositionM5.2.0,ThumbContactM5.2.0,SignTypeM5.2.0,MovementM5.2.0,MajorLocationM5.2.0,MinorLocationM5.2.0,SecondMinorLocationM5.2.0,ContactM5.2.0,NonDominantHandshapeM5.2.0,UlnarRotationM5.2.0,HandshapeM6.2.0,MarkedHandshapeM6.2.0,SelectedFingersM6.2.0,FlexionM6.2.0,FlexionChangeM6.2.0,SpreadM6.2.0,SpreadChangeM6.2.0,ThumbPositionM6.2.0,ThumbContactM6.2.0,SignTypeM6.2.0,MovementM6.2.0,MajorLocationM6.2.0,MinorLocationM6.2.0,SecondMinorLocationM6.2.0,ContactM6.2.0,NonDominantHandshapeM6.2.0,UlnarRotationM6.2.0,bglm_aoa,empirical_aoa,SignType.2.0Frequency,MajorLocation.2.0Frequency,MinorLocation.2.0Frequency,SecondMinorLocation.2.0Frequency,Movement.2.0Frequency,SelectedFingers.2.0Frequency,Flexion.2.0Frequency,FlexionChange.2.0Frequency,RepeatedMovement.2.0Frequency,Contact.2.0Frequency,Spread.2.0Frequency,SpreadChange.2.0Frequency,ThumbContact.2.0Frequency,ThumbPosition.2.0Frequency,UlnarRotation.2.0Frequency,Transparency M,Transparency SD,Transparency Z,H index,SignBankAnnotationID,Parameter.Neighborhood.Density.2.0,Neighborhood Density 2.0,Parameter.Neighborhood.Density.2.0,Neighborhood Density 2.0,DominantTranslation,SignBankAnnotationID,SignBankLemmaID,SignBankSemanticField,SignBankEnglishTranslations,Complexity,SignFrequency(M-Nonnative),SignFrequency(SD-Nonnative),SignFreq(Z-Nonnative),SignFrequency(N-Nonnative),PercentGlossAgreement(Nonnative),PercentUnknown(Nonnative),PhonotacticProbability,VimeoVideo
roar_2,roar_2,K_02_094,,2.909,1.849,-0.674,25,0.12,1.7,0.949,-1.032,11,0.091,,,ROAR,2.314,Verb,534,2035,1502,2603,,,,,,,,,,0,0,0,1,a,0,imrp,FullyClosed,1,NA,1,Open,0,AsymmetricalDifferentHandshape,Curved,Hand,Heel,NA,1,A,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.175,0.25,0.005,0,0.233,0.449,0.067,0.209,0.554,0.622,0,0.122,0.684,0.657,0.836,,,,,,218,0,218,0,,,,,,3,3.92,1.83,-0.38,14,0,0.143,4.863,https://player.vimeo.com/video/342143659
roast,roast,J_02_038,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/_g3JelwDojY?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",1.667,1.373,-1.413,30,0,1.933,1.71,-1.314,15,0,,,rotisserie (to roast over a fire),2.699,Verb,501,3103,2603,3403,,,,,,,,,Perceptual,0,0,1,2,1,0,i,FullyOpen,0,NA,NA,Closed,0,SymmetricalOrAlternating,Circular,Neutral,Neutral,Neutral,0,1,0,flatspread_5,1,imrp,Flat,0,1,0,Open,0,OneHanded,Circular,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.345,0.363,0.363,0.426,0.076,0.261,0.409,0.791,0.446,0.378,0,0,0.684,0.343,0.836,,,,,,177,12,177,12,,,,,,1,1.4,0.91,-1.51,15,0,0,5.721,https://player.vimeo.com/video/346938334
rob,rob,G_02_093,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/Bij6FxBg19s?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",2.808,1.789,-0.766,27,0.037,3.5,2.067,-0.382,12,0,,,,3.075,Verb,501,1201,701,1869,,,,,,,,,NA,0,0,0,1,open_h,1,im,FullyOpen,0,0,0,Open,0,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,0,open_h,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.345,0.363,0.363,0.426,0.233,0.14,0.409,0.791,0.554,0.378,0.602,0.878,0.684,0.657,0.836,,,,,,247,0,247,0,,,,,,3,2.21,1.31,-1.1,15,0,0.067,7.658,https://player.vimeo.com/video/346773236
robot,robot,F_01_034,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/o7MEwBckVCA?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",2.926,1.492,-0.727,27,0,3.214,1.626,-0.585,14,0,,,,2.794,Noun,400,1502,1101,1969,,,,,,,,,Pantomimic,0,0,0,1,open_b,1,imrp,FullyOpen,0,0,0,Open,0,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0,open_b,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,34,0.345,0.363,0.363,0.426,0.457,0.449,0.409,0.791,0.446,0.378,0.602,0.878,0.684,0.657,0.836,,,,,,541,36,541,36,,,,,,1,2.62,1.33,-0.88,13,0,0,8.083,https://player.vimeo.com/video/346488521
rock,rock,A_01_030,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/S7aa4gvCshs?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",3.7,1.643,-0.163,30,0,3.611,1.685,-0.163,18,0,,,,3.643,Noun,300,1168,868,1268,2.55,1.34,31,-0.42,2.37,1.46,19,-0.47,Perceptual,0,0,0,1,a,0,imrp,FullyClosed,0,NA,0,Open,0,AsymmetricalSameHandshape,Straight,Hand,PalmBack,NA,1,a,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,28,0.059,0.25,0.024,0,0.457,0.449,0.067,0.791,0.446,0.622,0,0.878,0.684,0.657,0.836,,,,,ROCK,414,0,414,0,,ROCK,ROCK,None,"dense, durable, hard, rock, stone, stoned, tough",1,3.83,1.64,-0.16,13,0,0.077,6.22,https://player.vimeo.com/video/344216904
rocket_1,rocket_1,E_01_016,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/I-8-4TvfOnk?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",1.886,1.078,-1.338,35,0,1.8,0.775,-1.357,15,0,0.971,1,,2.782,Noun,567,1401,834,2102,,,,,,,,,NA,1,0,0,1,r,1,im,Crossed,0,0,0,Closed,0,AsymmetricalDifferentHandshape,Straight,Hand,Palm,HandAway,1,B,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.175,0.25,0.077,0.155,0.457,0.14,0.012,0.791,0.446,0.622,0.602,0.878,0.684,0.343,0.836,,,,,,355,4,355,4,rocket,,,,,4,1.95,1.28,-1.32,20,1,0,6.467,https://player.vimeo.com/video/346014832
rocket_2,rocket_2,E_02_088,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/J0p8H-wmyu8?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",2.063,1.076,-1.224,32,0,2.2,1.014,-1.114,15,0,0.938,0.933,,2.782,Verb,634,1535,901,2202,,,,,,,,,NA,1,0,0,1,r,1,im,Crossed,0,0,0,Closed,0,AsymmetricalDifferentHandshape,Straight,Hand,Palm,HandAway,1,B,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.175,0.25,0.077,0.155,0.457,0.14,0.012,0.791,0.554,0.622,0.602,0.878,0.684,0.343,0.836,,,,,,355,5,355,5,rocket,,,,,4,1.94,1.14,-1.32,17,1,0,6.575,https://player.vimeo.com/video/346060814
rocking_chair_1,rocking_chair,E_03_024,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/bYVOQ3r8EoI?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",1.926,1.141,-1.288,30,0.1,2.077,1.32,-1.246,14,0.071,0.84,0.636,,,Noun,434,1535,1101,2069,,,,,,,,,Arbitrary,0,0,0,1,curved_v,1,im,Curved,0,1,0,Open,0,SymmetricalOrAlternating,Curved,Neutral,Neutral,NA,1,curved_v,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,33,0.345,0.363,0.363,0,0.233,0.14,0.225,0.791,0.446,0.622,0.398,0.878,0.684,0.657,0.836,,,,,,260,1,260,1,rocking_chair,,,,,3,1.79,0.98,-1.33,16,1,0.125,6.98,https://player.vimeo.com/video/346066863
rocking_chair_2,rocking_chair,G_01_010,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/sShvLPtGS1E?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",2.52,1.661,-1.042,27,0.074,2.636,1.859,-1.052,12,0.083,,,,,Noun,434,1602,1168,2102,,,,,,,,,Arbitrary,0,0,0,1,curved_v,1,im,Curved,0,1,0,Closed,0,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1,curved_v,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.345,0.363,0.363,0.426,0.457,0.14,0.225,0.791,0.446,0.622,0.398,0.878,0.684,0.343,0.836,,,,,,453,2,453,2,,,,,,2,2.43,1.56,-1.03,15,0,0.067,7.316,https://player.vimeo.com/video/346606998
role,role,H_03_036,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/LJWDFAClTtA?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",4.071,1.438,-0.037,28,0,3.929,1.639,-0.14,14,0,,,,2.968,Noun,501,1535,1034,2035,,,,,,,,,Arbitrary,1,0,0,1,r,1,im,Crossed,0,0,0,Closed,0,AsymmetricalDifferentHandshape,Circular,Hand,HandAway,Palm,1,B,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.175,0.25,0.035,0.025,0.076,0.14,0.012,0.791,0.554,0.622,0.602,0.878,0.684,0.343,0.164,,,,,ROLE,51,1,51,1,,ROLE,ROLE,None,"character, duty, job, part, role",5,4.21,1.25,0.07,14,0,0,5.352,https://player.vimeo.com/video/346888066
roll,roll,E_03_011,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/ftfJrTBnIqc?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",3.4,1.329,-0.436,30,0,3.5,1.345,-0.424,14,0,,,,3.509,Verb,367,1435,1068,1902,,,,,,,,,NA,0,0,0,1,1,0,i,FullyOpen,0,NA,NA,Closed,0,SymmetricalOrAlternating,Circular,Neutral,Neutral,Neutral,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.345,0.363,0.363,0.426,0.076,0.261,0.409,0.791,0.446,0.378,0,0,0.684,0.343,0.164,,,,,GOroll,177,11,177,11,,GOroll,GO,Event,"continue, go, going, roll, tumble, flip",2,3.31,1.35,-0.45,16,0,0,5.05,https://player.vimeo.com/video/346066156
roll_up_sleeves,roll_up_sleeves,H_03_034,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/-gfgxelHPFk?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",4.036,1.835,-0.029,28,0,3.929,1.94,-0.085,14,0,0.643,0.643,roll up sleeves,,Verb,534,2002,1468,2503,,,,,,,,,Pantomimic,0,0,0,1,curved_5,0,imrp,Curved,1,1,1,Open,0,SymmetricalOrAlternating,Other,Arm,WristBack,ArmAway,1,curved_5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.345,0.026,0.004,0.012,0.017,0.449,0.225,0.209,0.554,0.622,0.398,0.122,0.684,0.657,0.836,,,,,ROLL-UP-SLEEVES,6,0,6,0,roll_up_sleeves,ROLL-UP-SLEEVES,ROLL-UP-SLEEVES,None,"dig in, diligent, eager, energy, get to work, interest, prepared, roll-up-sleeves, verve, zeal",3,4.14,1.79,0.03,14,1,0,5.159,https://player.vimeo.com/video/346887960
rollerblading,rollerblading,D_02_033,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/t09_C8F3h4s?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",2.111,1.396,-1.169,27,0,2.235,1.437,-1.099,17,0,0.815,0.765,,1,Noun,534,1802,1268,2436,3.85,1.83,26,0.38,3.89,1.94,18,0.44,Arbitrary,0,0,0,1,closed_b,0,imrp,FullyOpen,0,0,0,Closed,0,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,0,closed_b,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.345,0.363,0.363,0.426,0.233,0.449,0.409,0.791,0.446,0.378,0.602,0.878,0.684,0.343,0.836,,,,,ROLLERBLADE,277,2,277,2,rollerblading,ROLLERBLADE,ROLLERBLADE,None,"in-line skates, rollerblade, rollerblading, roller skates, skates, skating",2,1.9,1.37,-1.29,10,1,0,7.545,https://player.vimeo.com/video/345971227
rollerskating,rollerskating,A_02_074,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/NHYuB-tiISY?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",2.074,1.385,-0.958,27,0,2.077,1.441,-0.916,13,0,,,,0.301,Noun,601,1502,901,2169,3.42,1.79,31,0.03,3.16,1.83,19,-0.06,Arbitrary,0,0,0,1,bent_v,1,im,Bent,0,1,0,Closed,0,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,0,bent_v,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.345,0.363,0.363,0.426,0.233,0.14,0.099,0.791,0.446,0.378,0.398,0.878,0.684,0.343,0.836,,,,,ROLLERSKATES,263,3,263,3,,ROLLERSKATES,ROLLERSKATING,None,"rollerskate, rollerskates, skates",3,2.07,1.39,-1,14,0,0,6.721,https://player.vimeo.com/video/344223638
roof,roof,F_01_039,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/v2WpCL7B7P0?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",2.769,1.478,-0.848,27,0.037,2.571,1.284,-0.965,14,0,,,,3.26,Noun,467,1368,901,2035,,,,,,,,,NA,0,0,0,1,flat_b,1,imrp,Flat,0,0,0,Open,0,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1,flat_b,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.345,0.363,0.363,0.426,0.457,0.449,0.162,0.791,0.554,0.622,0.602,0.878,0.684,0.657,0.836,,,,,ROOF,486,9,486,9,,ROOF,ROOF,None,"cover, roof, shelter, top of house",1,3,1.71,-0.71,13,0,0.077,8.187,https://player.vimeo.com/video/346488686
room,room,A_01_024,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/n8J_EEkZTdM?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",5.742,1.29,0.926,31,0,5.778,1.478,0.973,18,0,,,,4.351,Noun,467,1201,734,1735,4.97,1.54,31,0.87,4.63,1.64,19,0.75,Perceptual,0,0,1,2,open_b,1,imrp,FullyOpen,0,0,0,Open,0,SymmetricalOrAlternating,Straight,Neutral,Neutral,NA,0,open_b,0,flat_b,1,imrp,Flat,0,0,0,Open,0,SymmetricalOrAlternating,Straight,Neutral,Neutral,NA,0,flat_b,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.345,0.363,0.363,0,0.457,0.449,0.409,0.791,0.554,0.378,0.602,0.878,0.684,0.657,0.836,,,,,ROOMb,541,24,541,24,,ROOMb,ROOM,None,"box, package, room",0,5.69,1.03,0.86,13,0,0,7.765,https://player.vimeo.com/video/344216783
roommate,roommate,H_03_073,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/axJ-S82uWQM?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",3.857,1.715,-0.166,28,0,4.5,1.787,0.221,14,0,,,,2.765,Noun,534,1435,901,1935,,,,,,,,,Arbitrary,0,0,0,1,curved_5,0,imrp,Curved,0,1,0,Open,0,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1,curved_5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.345,0.363,0.363,0.426,0.457,0.449,0.225,0.791,0.446,0.622,0.398,0.878,0.684,0.657,0.836,,,,,ROOMMATE,512,14,512,14,,ROOMMATE,ROOMMATE,None,"companion, compatible, fit, match, roommate",1,3.21,1.42,-0.55,14,0,0,7.939,https://player.vimeo.com/video/346893063
rooster,rooster,A_03_051,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/p7K8tu57LLs?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",2.667,1.736,-0.7,24,0.04,2.571,1.742,-0.712,14,0.067,,,,2.297,Noun,534,934,400,1134,3.61,1.84,31,0.13,3.37,1.74,19,0.05,Both,0,0,0,1,3,1,im,FullyOpen,0,1,0,Open,0,OneHanded,Straight,Head,Forehead,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,14,0.392,0.266,0.039,0,0.457,0.14,0.409,0.791,0.446,0.622,0.398,0.878,0.684,0.657,0.836,,,,,ROOSTER,326,1,326,1,,ROOSTER,ROOSTER,Animal,"animal, rooster",2,2.8,1.81,-0.68,10,0,0,7.014,https://player.vimeo.com/video/345530601
