EntryID,LemmaID,Code,HandshapeImage,HandshapeImage : URL
stamp,stamp,C_03_063,"<img src=""https://aslcdi.website/images/handshape_images/h.png"" />",
stamp_1,stamp_1,G_02_098,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
stamp_2,stamp_2,F_03_093,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
stand_1,stand,E_02_011,"<img src=""https://aslcdi.website/images/handshape_images/v.png"" />",
stand_2,stand_2,K_02_081,"<img src=""https://aslcdi.website/images/handshape_images/h.png"" />",
stand_up,stand_up,J_03_070,"<img src=""https://aslcdi.website/images/handshape_images/v.png"" />",
stapler,stapler,G_02_005,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
star,star,A_03_087,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
starbucks,starbucks,B_03_010,"<img src=""https://aslcdi.website/images/handshape_images/horns.png"" />",
stare,stare,G_01_034,"<img src=""https://aslcdi.website/images/handshape_images/flat_v.png"" />",
stars,stars,A_01_047,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
start,start,B_01_011,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
state,state,F_01_086,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
stay,stay,F_02_050,"<img src=""https://aslcdi.website/images/handshape_images/y.png"" />",
stay_awake_24hrs,stay_awake_24hrs,J_02_060,"<img src=""https://aslcdi.website/images/handshape_images/c.png"" />",
steak,steak,D_02_041,"<img src=""https://aslcdi.website/images/handshape_images/f.png"" />",
steal,steal,C_02_019,"<img src=""https://aslcdi.website/images/handshape_images/v.png"" />",
steam,steam,J_01_011,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
step,step,E_01_070,"<img src=""https://aslcdi.website/images/handshape_images/flat_b.png"" />",
stethoscope,stethoscope,D_03_028,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
stethoscope_2,stethoscope_2,K_03_086,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
stethoscope_3,stethoscope_3,K_01_075,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
stethoscope_4,stethoscope_4,K_02_031,"<img src=""https://aslcdi.website/images/handshape_images/curved_1.png"" />",
sticky,sticky,F_02_089,"<img src=""https://aslcdi.website/images/handshape_images/8.png"" />",
still,still,G_02_085,"<img src=""https://aslcdi.website/images/handshape_images/y.png"" />",
stimulate,stimulate,H_02_035,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
sting,sting,H_03_022,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
stink,stink,H_01_064,"<img src=""https://aslcdi.website/images/handshape_images/g.png"" />",
stir,stir,D_03_055,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
stockings,stockings,E_01_061,"<img src=""https://aslcdi.website/images/handshape_images/f.png"" />",
stomach,stomach,C_03_054,"<img src=""https://aslcdi.website/images/handshape_images/flat_b.png"" />",
stop,stop,D_01_010,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
stopwatch,stopwatch,F_01_067,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
story_1,story_1,E_01_015,"<img src=""https://aslcdi.website/images/handshape_images/8.png"" />",
story_2,story_2,J_01_007,"<img src=""https://aslcdi.website/images/handshape_images/o.png"" />",
story_3,story_3,H_03_007,"<img src=""https://aslcdi.website/images/handshape_images/f.png"" />",
straight,straight,E_01_081,"<img src=""https://aslcdi.website/images/handshape_images/closed_b.png"" />",
strain_1,strain_1,K_03_045,"<img src=""https://aslcdi.website/images/handshape_images/4.png"" />",
strain_2,strain_2,K_01_076,"<img src=""https://aslcdi.website/images/handshape_images/4.png"" />",
strange,strange,C_03_018,"<img src=""https://aslcdi.website/images/handshape_images/c.png"" />",
strangle,strangle,J_01_093,"<img src=""https://aslcdi.website/images/handshape_images/c.png"" />",
straw,straw,G_01_092,"<img src=""https://aslcdi.website/images/handshape_images/f.png"" />",
strawberry,strawberry,A_01_068,"<img src=""https://aslcdi.website/images/handshape_images/f.png"" />",
strawberry_2,strawberry_2,K_02_017,"<img src=""https://aslcdi.website/images/handshape_images/f.png"" />",
strawberry_3,strawberry_3,K_03_100,"<img src=""https://aslcdi.website/images/handshape_images/curved_v.png"" />",
strawberry_4,strawberry_4,K_01_009,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
street,street,A_01_062,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
stress,stress,B_02_075,"<img src=""https://aslcdi.website/images/handshape_images/5.png"" />",
stretch-ca,stretch-ca,K_03_078,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
stretch_1,stretch_1,K_02_108,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
stretch_2,stretch_2,K_03_126,"<img src=""https://aslcdi.website/images/handshape_images/c.png"" />",
strict,strict,C_01_047,"<img src=""https://aslcdi.website/images/handshape_images/bent_v.png"" />",
string,string,F_03_054,"<img src=""https://aslcdi.website/images/handshape_images/i.png"" />",
stripe,stripe,H_01_085,"<img src=""https://aslcdi.website/images/handshape_images/4.png"" />",
strong,strong,G_03_027,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
structure,structure,H_01_035,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
struggle,struggle,H_03_102,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
stubborn,stubborn,B_03_086,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
stuck,stuck,E_01_019,"<img src=""https://aslcdi.website/images/handshape_images/v.png"" />",
student,student,A_02_012,"<img src=""https://aslcdi.website/images/handshape_images/flatspread_5.png"" />",
study,study,G_01_090,"<img src=""https://aslcdi.website/images/handshape_images/flatspread_5.png"" />",
stumble,stumble,J_02_079,"<img src=""https://aslcdi.website/images/handshape_images/5.png"" />",
stupid_1,stupid_1,C_01_058,"<img src=""https://aslcdi.website/images/handshape_images/v.png"" />",
stupid_2,stupid_2,C_02_047,"<img src=""https://aslcdi.website/images/handshape_images/g.png"" />",
subtract,subtract,B_02_027,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
suck,suck,F_01_012,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
suck_thumb,suck_thumb,K_01_006,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
suit,suit,G_01_103,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
summarize,summarize,D_03_041,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
summer,summer,B_02_037,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
summon,summon,K_02_075,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
sun,sun,C_02_003,"<img src=""https://aslcdi.website/images/handshape_images/flat_o.png"" />",
sunbathe,sunbathe,H_02_013,"<img src=""https://aslcdi.website/images/handshape_images/flatspread_5.png"" />",
sunbathe_2,sunbathe_2,K_03_034,"<img src=""https://aslcdi.website/images/handshape_images/v.png"" />",
sunday_2,Sunday,J_02_001,"<img src=""https://aslcdi.website/images/handshape_images/open_8.png"" />",
sunrise,sunrise,H_03_089,"<img src=""https://aslcdi.website/images/handshape_images/f.png"" />",
sunset,sunset,B_02_087,"<img src=""https://aslcdi.website/images/handshape_images/c.png"" />",
superior,superior,J_02_065,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
supervise,supervise,J_01_018,"<img src=""https://aslcdi.website/images/handshape_images/p.png"" />",
supervisor,supervisor,J_02_010,"<img src=""https://aslcdi.website/images/handshape_images/p.png"" />",
support_1,support_1,G_01_052,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
support_2,support_2,F_03_066,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
sure,sure,C_03_044,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
surf,surf,A_01_048,"<img src=""https://aslcdi.website/images/handshape_images/bent_v.png"" />",
surgeon,surgeon,A_02_007,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
surgery,surgery,H_03_046,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
surprise,surprise,B_01_013,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
sushi,sushi,D_03_092,"<img src=""https://aslcdi.website/images/handshape_images/h.png"" />",
suspect,suspect,C_03_012,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
suspend,suspend,H_01_016,"<img src=""https://aslcdi.website/images/handshape_images/bent_1.png"" />",
suspenders_1,suspenders_1,E_03_077,"<img src=""https://aslcdi.website/images/handshape_images/h.png"" />",
suspenders_2,suspenders_2,E_01_028,"<img src=""https://aslcdi.website/images/handshape_images/bent_v.png"" />",
swallow,swallow,B_02_019,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
swear_in,swear_in,J_02_016,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
sweat,sweat,H_02_051,"<img src=""https://aslcdi.website/images/handshape_images/flatspread_5.png"" />",
sweater,sweater,D_02_092,"<img src=""https://aslcdi.website/images/handshape_images/c.png"" />",
sweater_2,sweater_2,K_01_008,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
sweater_3,sweater_3,K_02_090,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
sweatpants,sweatpants,F_02_042,"<img src=""https://aslcdi.website/images/handshape_images/curved_4.png"" />",
sweatshirt,sweatshirt,E_01_018,"<img src=""https://aslcdi.website/images/handshape_images/curved_4.png"" />",
sweep,sweep,D_01_086,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
sweet,sweet,J_03_029,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
sweetheart,sweetheart,H_02_005,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
swim,swim,E_03_053,"<img src=""https://aslcdi.website/images/handshape_images/flat_b.png"" />",
swim_2,swim_2,K_03_106,"<img src=""https://aslcdi.website/images/handshape_images/flat_b.png"" />",
swing,swing,A_02_018,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
swing_2,swing_2,F_02_085,"<img src=""https://aslcdi.website/images/handshape_images/bent_v.png"" />",
switzerland,switzerland,F_01_009,"<img src=""https://aslcdi.website/images/handshape_images/c.png"" />",
sword,sword,E_03_101,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
sympathy,pity,D_01_090,"<img src=""https://aslcdi.website/images/handshape_images/open_8.png"" />",
system,system,H_01_061,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
table,table,A_03_025,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
tablet,tablet,K_02_126,"<img src=""https://aslcdi.website/images/handshape_images/open_8.png"" />",
tail,tail,D_01_083,"<img src=""https://aslcdi.website/images/handshape_images/f.png"" />",
tail_2,tail_2,K_01_089,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
take,take,G_01_093,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
take_care,take_care,F_03_071,"<img src=""https://aslcdi.website/images/handshape_images/p.png"" />",
take_notes,take_notes,F_03_094,"<img src=""https://aslcdi.website/images/handshape_images/o.png"" />",
take_off,take_off,F_01_020,"<img src=""https://aslcdi.website/images/handshape_images/ily.png"" />",
take_off,take_off,H_03_050,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
take_pill,take_pill,F_01_045,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
talk,talk,C_01_008,"<img src=""https://aslcdi.website/images/handshape_images/4.png"" />",
talk_2,talk_2,H_01_023,"<img src=""https://aslcdi.website/images/handshape_images/flat_o.png"" />",
talk_dirty,talk_dirty,H_02_046,"<img src=""https://aslcdi.website/images/handshape_images/c.png"" />",
tall_1,tall_1,B_03_024,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
tall_2,tall_2,B_01_030,"<img src=""https://aslcdi.website/images/handshape_images/flat_b.png"" />",
tan,tan,F_02_072,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
tanktop,tanktop,E_01_009,"<img src=""https://aslcdi.website/images/handshape_images/curved_l.png"" />",
tape,tape,G_01_017,"<img src=""https://aslcdi.website/images/handshape_images/h.png"" />",
taste,taste,J_01_081,"<img src=""https://aslcdi.website/images/handshape_images/open_8.png"" />",
tea,tea,A_02_052,"<img src=""https://aslcdi.website/images/handshape_images/f.png"" />",
teach,teach,D_02_052,"<img src=""https://aslcdi.website/images/handshape_images/o.png"" />",
teach_2,teach_2,K_02_055,"<img src=""https://aslcdi.website/images/handshape_images/flat_o.png"" />",
teacher,teacher,A_02_033,"<img src=""https://aslcdi.website/images/handshape_images/o.png"" />",
team,team,E_01_071,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
tear,tear,C_02_016,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
tear_rip_1,tear_rip_1,G_03_009,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
tear_rip_2,tear_rip_2,K_03_050,"<img src=""https://aslcdi.website/images/handshape_images/f.png"" />",
tease,tease,D_02_090,"<img src=""https://aslcdi.website/images/handshape_images/bent_1.png"" />",
technology,technology,E_03_017,"<img src=""https://aslcdi.website/images/handshape_images/open_8.png"" />",
teenager,teenager,H_02_039,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
teeth,teeth,D_01_040,"<img src=""https://aslcdi.website/images/handshape_images/bent_1.png"" />",
telephone,telephone,A_02_040,"<img src=""https://aslcdi.website/images/handshape_images/y.png"" />",
tell,tell,C_02_013,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
temper_blow_up,temper_blow_up,F_02_097,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
temporary,temporary,G_03_067,"<img src=""https://aslcdi.website/images/handshape_images/h.png"" />",
temptation,temptation,C_01_082,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
tend_your,tend_your,G_03_032,"<img src=""https://aslcdi.website/images/handshape_images/open_8.png"" />",
tendency,tendency,G_03_089,"<img src=""https://aslcdi.website/images/handshape_images/open_8.png"" />",
tennis,tennis,A_01_053,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
tent,tent,E_02_012,"<img src=""https://aslcdi.website/images/handshape_images/ily.png"" />",
test,test,D_01_060,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
text,text,B_03_054,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
than,than,F_02_002,"<img src=""https://aslcdi.website/images/handshape_images/closed_b.png"" />",
thank_you,thank_you,H_02_053,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
thanksgiving,thanksgiving,D_01_047,"<img src=""https://aslcdi.website/images/handshape_images/flat_h.png"" />",
that,that,C_03_059,"<img src=""https://aslcdi.website/images/handshape_images/y.png"" />",
theater,theater,D_01_052,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
then,then,F_01_031,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
theory_1,theory,J_03_042,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
therapy,therapy,H_03_088,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
there,there,D_02_060,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
thermometer,thermometer,D_02_012,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
these,these,G_03_095,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
they_1,they,E_01_044,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
they_2,they,F_02_103,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
thief_1,thief_1,B_03_019,"<img src=""https://aslcdi.website/images/handshape_images/open_h.png"" />",
thief_2,thief_2,B_01_087,"<img src=""https://aslcdi.website/images/handshape_images/3.png"" />",
thin,thin,C_02_002,"<img src=""https://aslcdi.website/images/handshape_images/i.png"" />",
things,things,B_03_043,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
think,think,C_03_053,"<img src=""https://aslcdi.website/images/handshape_images/flat_1.png"" />",
think_chin.m4v,think_chin.m4v,K_03_120,"<img src=""https://aslcdi.website/images/handshape_images/curved_l.png"" />",
think_connect,think_connect,F_02_087,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
think_expand,think_expand,G_02_015,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
think_obsess,think_obsess,G_03_079,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
think_over,think_over,D_02_054,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
think_penetrate,think_penetrate,G_01_039,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
think_ponder,think_ponder,K_01_120,"<img src=""https://aslcdi.website/images/handshape_images/stacked_5.png"" />",
third_1,third,F_02_088,"<img src=""https://aslcdi.website/images/handshape_images/3.png"" />",
third_2,third,J_02_072,"<img src=""https://aslcdi.website/images/handshape_images/3.png"" />",
thirsty,thirsty,C_03_071,"<img src=""https://aslcdi.website/images/handshape_images/flat_1.png"" />",
this/it,this/it,F_01_035,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
thought_disappear,thought_disappear,G_01_051,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
three,three,B_01_044,"<img src=""https://aslcdi.website/images/handshape_images/3.png"" />",
thrilled,thrilled,G_02_070,"<img src=""https://aslcdi.website/images/handshape_images/open_8.png"" />",
throw,throw,C_03_081,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
throw_2,throw_2,K_01_068,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
throw_away,throw_away,E_02_070,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
thunder,thunder,F_03_015,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
thursday,thursday,B_02_045,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
ticket,ticket,E_02_029,"<img src=""https://aslcdi.website/images/handshape_images/bent_v.png"" />",
tickle,tickle,H_01_073,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
tie,tie,A_01_013,"<img src=""https://aslcdi.website/images/handshape_images/flat_h.png"" />",
tie_2,tie_2,K_02_029,"<img src=""https://aslcdi.website/images/handshape_images/curved_l.png"" />",
tie_up_1,tie_up_1,K_03_035,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
tie_up_2,tie_up_2,K_01_043,"<img src=""https://aslcdi.website/images/handshape_images/f.png"" />",
tiger,tiger,A_01_050,"<img src=""https://aslcdi.website/images/handshape_images/5.png"" />",
time,time,B_02_080,"<img src=""https://aslcdi.website/images/handshape_images/bent_1.png"" />",
time_progress,time_progress,H_02_061,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
time_to_time,time_to_time,J_01_020,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
timeout,timeout,K_02_063,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
tiny,tiny,K_03_019,"<img src=""https://aslcdi.website/images/handshape_images/bent_l.png"" />",
tired,tired,D_02_050,"<img src=""https://aslcdi.website/images/handshape_images/c.png"" />",
tired_of,tired_of,G_01_043,"<img src=""https://aslcdi.website/images/handshape_images/flat_o.png"" />",
tissue,tissue,G_02_032,"<img src=""https://aslcdi.website/images/handshape_images/g.png"" />",
to,to,E_03_086,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
to_a_goal,to_a_goal,F_01_026,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
toast,toast,D_02_080,"<img src=""https://aslcdi.website/images/handshape_images/curved_v.png"" />",
tobacco,tobacco,A_02_049,"<img src=""https://aslcdi.website/images/handshape_images/flat_b.png"" />",
today,today,E_02_006,"<img src=""https://aslcdi.website/images/handshape_images/y.png"" />",
together,together,G_01_097,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
toilet,bathroom,A_02_038,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
tomato,tomato,D_02_087,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
tomorrow,tomorrow,F_02_040,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
tongue,tongue,G_03_057,"<img src=""https://aslcdi.website/images/handshape_images/flat_h.png"" />",
too_much,too_much,E_02_015,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
toothbrush,toothbrush,D_03_073,"<img src=""https://aslcdi.website/images/handshape_images/flat_1.png"" />",
toothbrush-ca,toothbrush-ca,K_03_058,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
top,top,H_01_065,"<img src=""https://aslcdi.website/images/handshape_images/open_b.png"" />",
topic,topic,H_01_103,"<img src=""https://aslcdi.website/images/handshape_images/bent_v.png"" />",
tornado,tornado,A_02_047,"<img src=""https://aslcdi.website/images/handshape_images/g.png"" />",
toss,toss,J_03_009,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
toss_out,toss_out,H_02_037,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
total,total,H_01_071,"<img src=""https://aslcdi.website/images/handshape_images/flatspread_5.png"" />",
touch,touch,G_03_063,"<img src=""https://aslcdi.website/images/handshape_images/open_8.png"" />",
tough,tough,H_03_010,"<img src=""https://aslcdi.website/images/handshape_images/bent_v.png"" />",
tournament,tournament,B_03_031,"<img src=""https://aslcdi.website/images/handshape_images/bent_v.png"" />",
tow_1,tow_1,H_01_086,"<img src=""https://aslcdi.website/images/handshape_images/bent_1.png"" />",
tow_2,tow_2,K_01_098,"<img src=""https://aslcdi.website/images/handshape_images/c.png"" />",
tow_3,tow_3,K_02_010,"<img src=""https://aslcdi.website/images/handshape_images/bent_1.png"" />",
towel,towel,F_01_007,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
toy_1,toy_1,E_01_064,"<img src=""https://aslcdi.website/images/handshape_images/y.png"" />",
toy_2,toy_2,J_01_056,"<img src=""https://aslcdi.website/images/handshape_images/curved_1.png"" />",
toy_3,toy_3,H_03_070,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
tractor,tractor,H_01_042,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
tradition,tradition,J_03_023,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
traffic,traffic,B_01_043,"<img src=""https://aslcdi.website/images/handshape_images/5.png"" />",
train,train,B_03_003,"<img src=""https://aslcdi.website/images/handshape_images/flat_h.png"" />",
transfer,transfer,J_03_028,"<img src=""https://aslcdi.website/images/handshape_images/bent_v.png"" />",
transgender,transgender,J_01_082,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
translate,translate,D_01_080,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
trash,trash,A_01_035,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
travel,travel,B_02_089,"<img src=""https://aslcdi.website/images/handshape_images/bent_v.png"" />",
tree,tree,A_01_002,"<img src=""https://aslcdi.website/images/handshape_images/5.png"" />",
triangle,triangle,J_02_080,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
trim_1,trim_1,K_03_111,"<img src=""https://aslcdi.website/images/handshape_images/v.png"" />",
trim_2,trim_2,K_01_062,"<img src=""https://aslcdi.website/images/handshape_images/h.png"" />",
trip_1,trip_1,K_02_020,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
trip_2,trip_2,K_03_102,"<img src=""https://aslcdi.website/images/handshape_images/p.png"" />",
triple,triple,J_02_077,"<img src=""https://aslcdi.website/images/handshape_images/3.png"" />",
trophy,trophy,D_02_086,"<img src=""https://aslcdi.website/images/handshape_images/y.png"" />",
trouble,trouble,B_03_048,"<img src=""https://aslcdi.website/images/handshape_images/closed_b.png"" />",
truck_1,truck_1,G_03_007,"<img src=""https://aslcdi.website/images/handshape_images/curved_l.png"" />",
truck_2,truck_2,J_02_070,"<img src=""https://aslcdi.website/images/handshape_images/c.png"" />",
TRUE,TRUE,D_03_038,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
true_business,true_business,E_03_068,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
truth,truth,E_03_015,"<img src=""https://aslcdi.website/images/handshape_images/h.png"" />",
try,try,B_02_034,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
tty,tty,G_01_035,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
tube,tube,G_03_042,"<img src=""https://aslcdi.website/images/handshape_images/f.png"" />",
tube_top,tube_top,E_01_067,"<img src=""https://aslcdi.website/images/handshape_images/c.png"" />",
tuesday,tuesday,J_03_087,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
turban,turban,F_03_090,"<img src=""https://aslcdi.website/images/handshape_images/flat_o.png"" />",
turkey,turkey,A_02_078,"<img src=""https://aslcdi.website/images/handshape_images/g.png"" />",
turkey_2,turkey_2,K_01_036,"<img src=""https://aslcdi.website/images/handshape_images/g.png"" />",
turn,turn,J_01_065,"<img src=""https://aslcdi.website/images/handshape_images/l.png"" />",
turn_around,turn_around,J_02_086,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
turn_key,turn_key,E_01_056,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
turtle,turtle,A_02_009,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
TV,TV,C_02_038,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
twins_1,twins,F_01_032,"<img src=""https://aslcdi.website/images/handshape_images/v.png"" />",
twins_2,twins,J_02_089,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
twirl,twirl,J_01_102,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
two,two,C_02_005,"<img src=""https://aslcdi.website/images/handshape_images/v.png"" />",
two_more,two_more,G_01_021,"<img src=""https://aslcdi.website/images/handshape_images/v.png"" />",
two_of_us,two_of_us,H_02_090,"<img src=""https://aslcdi.website/images/handshape_images/p.png"" />",
two_weeks,two_weeks,J_03_066,"<img src=""https://aslcdi.website/images/handshape_images/v.png"" />",
type,type,F_03_059,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
type,type,B_01_056,"<img src=""https://aslcdi.website/images/handshape_images/p.png"" />",
udder,udder,F_02_084,"<img src=""https://aslcdi.website/images/handshape_images/curved_5.png"" />",
ugly,ugly,C_01_019,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
umbrella,umbrella,A_02_022,"<img src=""https://aslcdi.website/images/handshape_images/s.png"" />",
unaware,unaware,H_03_082,"<img src=""https://aslcdi.website/images/handshape_images/f.png"" />",
uncertain,uncertain,H_02_020,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
uncle,uncle,D_02_011,"<img src=""https://aslcdi.website/images/handshape_images/h.png"" />",
under,under,E_02_087,"<img src=""https://aslcdi.website/images/handshape_images/a.png"" />",
undergraduate,undergraduate,J_03_079,"<img src=""https://aslcdi.website/images/handshape_images/h.png"" />",
understand,understand,C_01_006,"<img src=""https://aslcdi.website/images/handshape_images/baby_o.png"" />",
underwear,underwear,A_03_023,"<img src=""https://aslcdi.website/images/handshape_images/l.png"" />",
underwear_2,underwear_2,K_02_112,"<img src=""https://aslcdi.website/images/handshape_images/e.png"" />",
unicorn,unicorn,F_02_031,"<img src=""https://aslcdi.website/images/handshape_images/1.png"" />",
unique,unique,F_01_015,"<img src=""https://aslcdi.website/images/handshape_images/f.png"" />",
universe,universe,K_01_127,"<img src=""https://aslcdi.website/images/handshape_images/h.png"" />",
