"EntryID","LemmaID","Code","Batch","List","Item","YouTube Video","VimeoVideoHTML","VimeoVideo","SubtLexUSLog10WF","SignFrequency(M)","SignFrequency(SD)","SignFrequency(Z)","SignFrequency(N)","SignFrequency(M-Native)","SignFrequency(SD-Native)","SignFreq(Z-native)","SignFrequency(N-Native)","SignFrequency(M-Nonnative)","SignFrequency(SD-Nonnative)","SignFrequency(N-Nonnative)","SignFreq(Z-Nonnative)","GuessAccuracy","DominantTranslation","PercentUnknown","PercentGlossAgreement","PercentUnknown(Native)","PercentGlossAgreement(Native)","PercentUnknown(Nonnative)","PercentGlossAgreement(Nonnative)","Iconicity(M)","Iconicity(SD)","Iconicity(Z)","Iconicity(N)","Iconicity_ID","IconicityType","D.Iconicity(M) all","D.Iconicity(SD) all","D.Iconicity(N) all","D.Iconicity(Z) all","D.Iconicity(M) native","D.Iconicity(SD) native","D.Iconicity(Z) native","D.Iconicity(N) native","H statistic","Transparency(M)","Transparency SD","Transparency Z","LexicalClass","SignOnset(ms)","SignOffset(ms)","SignLength(ms)","ClipLength(ms)","InCDI","CDI Semantic Category","Initialized.2.0","FingerspelledLoanSign.2.0","Compound.2.0","NumberOfMorphemes.2.0","Handshape.2.0","MarkedHandshape.2.0","SelectedFingers.2.0","Flexion.2.0","FlexionChange.2.0","Spread.2.0","SpreadChange.2.0","ThumbPosition.2.0","ThumbContact.2.0","SignType.2.0","Movement.2.0","RepeatedMovement.2.0","MajorLocation.2.0","MinorLocation.2.0","SecondMinorLocation.2.0","Contact.2.0","NonDominantHandshape.2.0","UlnarRotation.2.0","HandshapeM2.2.0","MarkedHandshapeM2.2.0","SelectedFingersM2.2.0","FlexionM2.2.0","FlexionChangeM2.2.0","SpreadM2.2.0","SpreadChangeM2.2.0","ThumbPositionM2.2.0","ThumbContactM2.2.0","SignTypeM2.2.0","MovementM2.2.0","RepeatedMovementM2.2.0","MajorLocationM2.2.0","MinorLocationM2.2.0","SecondMinorLocationM2.2.0","ContactM2.2.0","NonDominantHandshapeM2.2.0","UlnarRotationM2.2.0","HandshapeM3.2.0","MarkedHandshapeM3.2.0","SelectedFingersM3.2.0","FlexionM3.2.0","FlexionChangeM3.2.0","SpreadM3.2.0","SpreadChangeM3.2.0","ThumbPositionM3.2.0","ThumbContactM3.2.0","SignTypeM3.2.0","MovementM3.2.0","RepeatedMovementM3.2.0","MajorLocationM3.2.0","MinorLocationM3.2.0","SecondMinorLocationM3.2.0","ContactM3.2.0","NonDominantHandshapeM3.2.0","UlnarRotationM3.2.0","HandshapeM4.2.0","MarkedHandshapeM4.2.0","SelectedFingersM4.2.0","FlexionM4.2.0","FlexionChangeM4.2.0","SpreadM4.2.0","SpreadChangeM4.2.0","ThumbPositionM4.2.0","ThumbContactM4.2.0","SignTypeM4.2.0","MovementM4.2.0","RepeatedMovementM4.2.0","MajorLocationM4.2.0","MinorLocationM4.2.0","SecondMinorLocationM4.2.0","ContactM4.2.0","NonDominantHandshapeM4.2.0","UlnarRotationM4.2.0","HandshapeM5.2.0","MarkedHandshapeM5.2.0","SelectedFingersM5.2.0","FlexionM5.2.0","FlexionChangeM5.2.0","SpreadM5.2.0","SpreadChangeM5.2.0","ThumbPositionM5.2.0","ThumbContactM5.2.0","SignTypeM5.2.0","MovementM5.2.0","RepeatedMovementM5.2.0","MajorLocationM5.2.0","MinorLocationM5.2.0","SecondMinorLocationM5.2.0","ContactM5.2.0","NonDominantHandshapeM5.2.0","UlnarRotationM5.2.0","HandshapeM6.2.0","MarkedHandshapeM6.2.0","SelectedFingersM6.2.0","FlexionM6.2.0","FlexionChangeM6.2.0","SpreadM6.2.0","SpreadChangeM6.2.0","ThumbPositionM6.2.0","ThumbContactM6.2.0","SignTypeM6.2.0","MovementM6.2.0","RepeatedMovementM6.2.0","MajorLocationM6.2.0","MinorLocationM6.2.0","SecondMinorLocationM6.2.0","ContactM6.2.0","NonDominantHandshapeM6.2.0","UlnarRotationM6.2.0","SignType.2.0Frequency","MajorLocation.2.0Frequency","MinorLocation.2.0Frequency","SecondMinorLocation.2.0Frequency","Movement.2.0Frequency","SelectedFingers.2.0Frequency","Flexion.2.0Frequency","FlexionChange.2.0Frequency","RepeatedMovement.2.0Frequency","Contact.2.0Frequency","Spread.2.0Frequency","SpreadChange.2.0Frequency","ThumbContact.2.0Frequency","ThumbPosition.2.0Frequency","UlnarRotation.2.0Frequency","Phonological Complexity","PhonotacticProbability","Parameter.Neighborhood.Density.2.0","Neighborhood Density 2.0","SignBankAnnotationID","SignBankEnglishTranslations","SignBankLemmaID","SignBankSemanticField","SignBankReferenceID","bglm_aoa","empirical_aoa"
"feed_2","feed_2","K_02_035","K","","","","<iframe src=https://player.vimeo.com/video/342131956?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/342131956","3.335","3.000","1.662","-0.591","25","2.273","1.104","-0.705","11","3.727","1.849","14","-0.476","","","0.120","","0.000","","0.214","","2.917","1.666","-0.304","24","TO FEED","","","","","","","","","","","","","","Verb","567.00","1835.00","1268.00","2603.00","No","","0","0","0","1","stacked_5","1","imrp","Stacked","1","NA","1","Open","1","OneHanded","Z-shaped","1","Neutral","Neutral","Neutral","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.392","0.363","0.363","0.426","0.034","0.449","0.025","0.209","0.446","0.378","0.000","0.122","0.316","0.657","0.836","4","-0.210","46","0","","","","","","",""
"feedback","feedback","J_01_002","J","1","2","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/0L7bSI2bxQA?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346908528?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/346908528","2.149","4.167","1.577","0.020","30","4.133","1.642","-0.043","15","4.200","1.568","15","0.083","","","0.000","","0.000","","0.000","","1.583","0.929","-0.712","24","","Arbitrary","","","","","","","","","","","","","Noun","501.00","1335.00","834.00","1902.00","No","","1","0","0","1","f","1","i","Curved","1","NA","NA","Open","1","SymmetricalOrAlternating","Straight","0","Neutral","Neutral","Neutral","0","f","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.345","0.363","0.363","0.426","0.457","0.261","0.225","0.209","0.554","0.378","0.000","0.000","0.316","0.657","0.836","1","0.065","491","4","FEEDBACK","advice, feedback, suggestion","FEEDBACK","None","1454","",""
"feel","feel","C_02_001","C","2","1","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/GraKMEo6xJ8?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345587091?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/345587091","4.505","5.655","1.317","0.812","29","6.176","1.015","1.012","17","4.917","1.379","12","0.528","0.100","","0.000","","0.000","","0.000","","3.630","1.668","0.401","27","","Arbitrary","2.10","1.35","30","-0.40","2.14","1.32","-0.43","21","2.70","2.85","1.46","-0.41","Verb","501.00","968.00","467.00","1568.00","No","","0","0","0","1","open_8","1","m","Flat","0","NA","NA","Open","0","OneHanded","Curved","1","Body","TorsoTop","BodyAway","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.392","0.094","0.032","0.045","0.233","0.045","0.162","0.791","0.446","0.622","0.000","0.000","0.684","0.657","0.164","3","-0.532","103","0","FEEL","feel, feeling, sense","FEEL","Event","624","",""
"fence_1","fence","G_01_006","G","1","6","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/VMEOU5w85rU?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346606846?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/346606846","2.914","4.074","1.900","-0.059","27","3.833","1.992","-0.192","12","4.267","1.870","15","0.047","","","0.000","","0.000","","0.000","","3.103","1.760","-0.146","29","","Arbitrary","","","","","","","","","","","","","Noun","534.00","1335.00","801.00","1902.00","No","","0","0","0","1","4","1","imrp","FullyOpen","0","1","0","Closed","0","SymmetricalOrAlternating","Straight","0","Neutral","Neutral","Neutral","1","4","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.345","0.363","0.363","0.426","0.457","0.449","0.409","0.791","0.554","0.622","0.398","0.878","0.684","0.343","0.836","1","0.715","458","7","FENCE","barrier, fence, gate","FENCE","None","631","",""
"fence_2","fence_2","K_03_037","K","","","","<iframe src=https://player.vimeo.com/video/342147583?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/342147583","2.914","3.880","1.878","-0.172","25","3.545","1.635","-0.122","11","4.143","2.070","14","-0.212","","","0.000","","0.000","","0.000","","2.400","1.555","-0.661","25","A FENCE","","","","","","","","","","","","","","Noun","601.00","1368.00","767.00","2069.00","No","","0","0","0","1","4","1","imrp","FullyOpen","0","1","0","Closed","0","SymmetricalOrAlternating","Straight","0","Neutral","Neutral","Neutral","1","4","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.345","0.363","0.363","0.426","0.457","0.449","0.409","0.791","0.554","0.622","0.398","0.878","0.684","0.343","0.836","1","0.715","458","7","FENCE","barrier, fence, gate","FENCE","None","631","",""
"fencing","fencing","F_01_083","F","1","83","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/OXgbvdwr2NQ?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346490355?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/346490355","1.851","1.926","1.439","-1.307","27","1.714","1.069","-1.464","14","2.154","1.772","13","-1.138","","","0.000","","0.000","","0.000","","5.750","1.503","0.914","32","","NA","","","","","","","","","","","","","Verb","234.00","1768.00","1535.00","2336.00","No","","0","0","0","1","baby_o","1","i","Bent","0","NA","NA","Open","1","OneHanded","Z-shaped","1","Neutral","Neutral","Neutral","0","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.392","0.363","0.363","0.426","0.034","0.261","0.099","0.791","0.446","0.378","0.000","0.000","0.316","0.657","0.164","3","-0.319","89","4","","","","","","",""
"few","few","C_02_067","C","2","67","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/bBslI5ODXbo?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345589393?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/345589393","4.187","4.429","1.200","0.139","28","4.438","0.892","0.062","16","4.417","1.564","12","0.242","0.000","","0.000","","0.000","","0.000","","2.370","1.621","-0.220","27","","Arbitrary","2.17","1.39","30","-0.38","2.19","1.29","-0.43","21","2.45","3.32","1.53","-0.42","Minor","400.00","868.00","467.00","1568.00","No","","0","0","0","1","stacked_5","1","imrp","Stacked","1","NA","1","Open","1","OneHanded","None","0","Neutral","Neutral","Neutral","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.392","0.363","0.363","0.426","0.153","0.449","0.025","0.209","0.554","0.378","0.000","0.122","0.316","0.657","0.836","2","-0.026","127","0","FEW","few, several","FEW","Attribute","657","",""
"fiance","fiance","F_03_034","F","3","34","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/Jt1KmiDqeng?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346601226?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/346601226","2.305","4.407","1.474","0.092","27","4.714","1.490","0.231","14","4.077","1.441","13","-0.058","","","0.000","","0.000","","0.000","","4.000","2.046","0.058","33","","NA","","","","","","","","","","","","","Noun","434.00","1235.00","801.00","1735.00","No","","1","0","0","1","f","1","i","Curved","0","NA","NA","Open","1","AsymmetricalDifferentHandshape","Circular","0","Hand","HandAway","FingerBack","1","5","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.175","0.250","0.035","0.010","0.076","0.261","0.225","0.791","0.554","0.622","0.000","0.000","0.316","0.657","0.164","3","-0.480","62","0","","","","","","",""
"fifth","fifth","J_03_046","J","3","46","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/z4_PEKw-B0w?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346972387?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/346972387","2.991","4.250","1.777","-0.004","29","4.200","1.740","-0.070","15","4.308","1.888","14","0.071","","","0.034","","0.000","","0.071","","3.826","2.167","0.531","23","","Arbitrary","","","","","","","","","","","","","Number","467.00","1301.00","834.00","1702.00","No","","1","0","0","1","5","0","imrp","FullyOpen","0","1","0","Open","0","OneHanded","None","0","Neutral","Neutral","NA","0","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.392","0.363","0.363","0.000","0.153","0.449","0.409","0.791","0.554","0.378","0.398","0.878","0.684","0.657","0.164","1","0.281","190","4","FIFTH","fifth, fifth in order, fifth place, five, ordinal number","FIFTH","Number","1457","",""
"fight","fight","B_03_058","B","3","58","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/QIignIq9G68?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/344359424?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/344359424","4.011","4.417","1.349","-0.117","24","4.231","0.927","-0.271","13","4.636","1.748","11","0.065","0.000","","0.000","","0.000","","0.000","","4.333","1.124","0.813","30","","Pantomimic","2.77","1.61","31","-0.07","2.73","1.70","-0.07","22","2.23","3.25","1.59","-0.09","Verb","501.00","801.00","300.00","1702.00","No","","0","0","0","1","s","0","imrp","FullyClosed","0","NA","0","Closed","1","SymmetricalOrAlternating","Curved","0","Neutral","Neutral","Neutral","1","s","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.345","0.363","0.363","0.426","0.233","0.449","0.067","0.791","0.554","0.622","0.000","0.878","0.316","0.343","0.836","2","0.249","321","14","FIGHTs","argue, attack, fight, exchange blows, hit each other","FIGHT","Event","132","",""
"figure","figure","C_01_016","C","1","16","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/-vaXtO-nvCI?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345576854?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/345576854","3.819","3.690","1.775","-0.428","29","3.824","1.845","-0.422","17","3.500","1.732","12","-0.436","0.000","figure","0.000","0.483","0.000","0.353","0.000","0.667","1.871","1.024","-0.836","31","","Arbitrary","1.47","0.90","30","-0.75","1.62","1.02","-0.71","21","2.86","2.60","1.23","-0.63","Verb","400.00","901.00","501.00","1568.00","No","","0","0","0","1","p","1","im","Stacked","0","NA","NA","Open","1","SymmetricalOrAlternating","Straight","1","Neutral","Neutral","Neutral","1","p","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.345","0.363","0.363","0.426","0.457","0.140","0.025","0.791","0.446","0.622","0.000","0.000","0.316","0.657","0.836","3","0.061","469","2","FIGURE","calculate, figure, figure out, math, multiplication","FIGURE","Event","730","",""
"file_2","file_2","J_03_102","J","3","102","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/ybtIhgM0l48?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346975131?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/346975131","3.352","3.517","1.703","-0.342","29","3.667","2.059","-0.305","15","3.357","1.277","14","-0.382","","","0.000","","0.000","","0.000","","2.826","1.557","0.062","23","","Arbitrary","","","","","","","","","","","","","Verb","501.00","1568.00","1068.00","2002.00","No","","0","0","0","1","open_b","1","imrp","FullyOpen","0","0","0","Open","0","AsymmetricalDifferentHandshape","Z-shaped","0","Hand","HandAway","HandAway","0","5","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.175","0.250","0.035","0.155","0.034","0.449","0.409","0.791","0.554","0.378","0.602","0.878","0.684","0.657","0.836","4","0.165","104","0","","","","","","",""
"file_3","file_3","K_01_038","K","","","","<iframe src=https://player.vimeo.com/video/341908883?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/341908883","3.352","2.792","1.641","-0.709","27","2.111","1.269","-0.754","11","3.200","1.740","16","-0.683","","","0.111","","0.182","","0.063","","4.708","1.628","0.554","24","FILE","","","","","","","","","","","","","","Verb","467.00","1502.00","1034.00","2169.00","No","","0","0","0","1","flat_b","1","imrp","Flat","1","0","0","Open","0","SymmetricalOrAlternating","Circular","1","Neutral","Neutral","Neutral","0","flat_b","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.345","0.363","0.363","0.426","0.076","0.449","0.162","0.209","0.446","0.378","0.602","0.878","0.684","0.657","0.836","2","0.224","122","2","","","","","","",""
"file_4","file_4","K_02_036","K","","","","<iframe src=https://player.vimeo.com/video/342132139?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/342132139","3.352","3.000","1.949","-0.704","25","2.625","1.506","-0.450","11","3.231","2.204","14","-0.860","","","0.160","","0.273","","0.071","","2.958","1.967","-0.292","24","FILE","","","","","","","","","","","","","","Verb","501.00","1401.00","901.00","2035.00","No","","0","0","0","1","c","0","imrp","Curved","0","0","0","Open","0","OneHanded","Z-shaped","0","Neutral","Neutral","Neutral","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.392","0.363","0.363","0.426","0.034","0.449","0.225","0.791","0.554","0.378","0.602","0.878","0.684","0.657","0.836","3","0.535","80","11","","","","","","",""
"fill_out","fill_out","H_01_099","H","1","99","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/KCoXPvJTqv4?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346796785?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/346796785","","4.893","1.474","0.494","28","4.786","1.626","0.416","14","5.000","1.359","14","0.571","","","0.000","","0.000","","0.000","","3.600","1.569","0.100","20","fill out (a form)","Arbitrary","","","","","","","","","","","","","Verb","467.00","1101.00","634.00","1635.00","No","","0","0","0","1","o","0","imrp","Curved","0","0","0","Open","1","AsymmetricalDifferentHandshape","Straight","0","Hand","HandAway","HandAway","0","B","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.175","0.250","0.035","0.155","0.457","0.449","0.225","0.791","0.554","0.378","0.602","0.878","0.316","0.657","0.836","2","0.141","386","0","FILL-OUT","complete, fill out, jot down, paper, transcribe, transcription","FILL-OUT","Event","1458","",""
