"EntryID","LemmaID","Code","Batch","List","Item","YouTube Video","VimeoVideoHTML","VimeoVideo","SubtLexUSLog10WF","SignFrequency(M)","SignFrequency(SD)","SignFrequency(Z)","SignFrequency(N)","SignFrequency(M-Native)","SignFrequency(SD-Native)","SignFreq(Z-native)","SignFrequency(N-Native)","SignFrequency(M-Nonnative)","SignFrequency(SD-Nonnative)","SignFrequency(N-Nonnative)","SignFreq(Z-Nonnative)","GuessAccuracy","DominantTranslation","PercentUnknown","PercentGlossAgreement","PercentUnknown(Native)","PercentGlossAgreement(Native)","PercentUnknown(Nonnative)","PercentGlossAgreement(Nonnative)","Iconicity(M)","Iconicity(SD)","Iconicity(Z)","Iconicity(N)","Iconicity_ID","IconicityType","D.Iconicity(M) all","D.Iconicity(SD) all","D.Iconicity(N) all","D.Iconicity(Z) all","D.Iconicity(M) native","D.Iconicity(SD) native","D.Iconicity(Z) native","D.Iconicity(N) native","H statistic","Transparency(M)","Transparency SD","Transparency Z","LexicalClass","SignOnset(ms)","SignOffset(ms)","SignLength(ms)","ClipLength(ms)","InCDI","CDI Semantic Category","Initialized.2.0","FingerspelledLoanSign.2.0","Compound.2.0","NumberOfMorphemes.2.0","Handshape.2.0","MarkedHandshape.2.0","SelectedFingers.2.0","Flexion.2.0","FlexionChange.2.0","Spread.2.0","SpreadChange.2.0","ThumbPosition.2.0","ThumbContact.2.0","SignType.2.0","Movement.2.0","RepeatedMovement.2.0","MajorLocation.2.0","MinorLocation.2.0","SecondMinorLocation.2.0","Contact.2.0","NonDominantHandshape.2.0","UlnarRotation.2.0","HandshapeM2.2.0","MarkedHandshapeM2.2.0","SelectedFingersM2.2.0","FlexionM2.2.0","FlexionChangeM2.2.0","SpreadM2.2.0","SpreadChangeM2.2.0","ThumbPositionM2.2.0","ThumbContactM2.2.0","SignTypeM2.2.0","MovementM2.2.0","RepeatedMovementM2.2.0","MajorLocationM2.2.0","MinorLocationM2.2.0","SecondMinorLocationM2.2.0","ContactM2.2.0","NonDominantHandshapeM2.2.0","UlnarRotationM2.2.0","HandshapeM3.2.0","MarkedHandshapeM3.2.0","SelectedFingersM3.2.0","FlexionM3.2.0","FlexionChangeM3.2.0","SpreadM3.2.0","SpreadChangeM3.2.0","ThumbPositionM3.2.0","ThumbContactM3.2.0","SignTypeM3.2.0","MovementM3.2.0","RepeatedMovementM3.2.0","MajorLocationM3.2.0","MinorLocationM3.2.0","SecondMinorLocationM3.2.0","ContactM3.2.0","NonDominantHandshapeM3.2.0","UlnarRotationM3.2.0","HandshapeM4.2.0","MarkedHandshapeM4.2.0","SelectedFingersM4.2.0","FlexionM4.2.0","FlexionChangeM4.2.0","SpreadM4.2.0","SpreadChangeM4.2.0","ThumbPositionM4.2.0","ThumbContactM4.2.0","SignTypeM4.2.0","MovementM4.2.0","RepeatedMovementM4.2.0","MajorLocationM4.2.0","MinorLocationM4.2.0","SecondMinorLocationM4.2.0","ContactM4.2.0","NonDominantHandshapeM4.2.0","UlnarRotationM4.2.0","HandshapeM5.2.0","MarkedHandshapeM5.2.0","SelectedFingersM5.2.0","FlexionM5.2.0","FlexionChangeM5.2.0","SpreadM5.2.0","SpreadChangeM5.2.0","ThumbPositionM5.2.0","ThumbContactM5.2.0","SignTypeM5.2.0","MovementM5.2.0","RepeatedMovementM5.2.0","MajorLocationM5.2.0","MinorLocationM5.2.0","SecondMinorLocationM5.2.0","ContactM5.2.0","NonDominantHandshapeM5.2.0","UlnarRotationM5.2.0","HandshapeM6.2.0","MarkedHandshapeM6.2.0","SelectedFingersM6.2.0","FlexionM6.2.0","FlexionChangeM6.2.0","SpreadM6.2.0","SpreadChangeM6.2.0","ThumbPositionM6.2.0","ThumbContactM6.2.0","SignTypeM6.2.0","MovementM6.2.0","RepeatedMovementM6.2.0","MajorLocationM6.2.0","MinorLocationM6.2.0","SecondMinorLocationM6.2.0","ContactM6.2.0","NonDominantHandshapeM6.2.0","UlnarRotationM6.2.0","SignType.2.0Frequency","MajorLocation.2.0Frequency","MinorLocation.2.0Frequency","SecondMinorLocation.2.0Frequency","Movement.2.0Frequency","SelectedFingers.2.0Frequency","Flexion.2.0Frequency","FlexionChange.2.0Frequency","RepeatedMovement.2.0Frequency","Contact.2.0Frequency","Spread.2.0Frequency","SpreadChange.2.0Frequency","ThumbContact.2.0Frequency","ThumbPosition.2.0Frequency","UlnarRotation.2.0Frequency","Phonological Complexity","PhonotacticProbability","Parameter.Neighborhood.Density.2.0","Neighborhood Density 2.0","SignBankAnnotationID","SignBankEnglishTranslations","SignBankLemmaID","SignBankSemanticField","SignBankReferenceID","bglm_aoa","empirical_aoa"
"son","son","B_02_086","B","2","86","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/GfA-T20vEZY?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345556378?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/345556378","4.321","4.880","1.922","0.157","25","5.143","2.070","0.298","14","4.545","1.753","11","-0.023","0.000","","0.000","","0.000","","0.000","","2.200","1.375","-0.269","30","","Arbitrary","1.55","0.96","31","-0.71","1.50","1.01","-0.70","22","2.46","2.20","0.95","-1.00","Noun","901.00","1502.00","601.00","2135.00","No","","0","0","1","2","closed_b","0","imrp","FullyOpen","0","0","0","Closed","0","OneHanded","None","0","Head","Forehead","NA","1","NA","0","open_b","1","imrp","FullyOpen","0","0","0","Open","0","OneHanded","None","NA","Arm","ElbowFront","NA","1","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.392","0.266","0.039","0.000","0.153","0.449","0.409","0.791","0.554","0.622","0.602","0.878","0.684","0.343","0.836","0","0.298","236","3","SONb","offspring, son, boy, child","SON","People","1095","",""
"soon_1","soon_1","G_01_004","G","1","4","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/lq1zsQaUt1M?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346606708?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/346606708","4.119","6.259","1.430","1.122","27","6.000","1.954","1.014","12","6.467","0.834","15","1.209","","","0.000","","0.000","","0.000","","1.833","1.416","-0.844","30","","Arbitrary","","","","","","","","","","","","","Adjective","467.00","1268.00","801.00","1802.00","Yes","Signs About Time","0","0","0","1","f","1","i","Curved","0","NA","NA","Open","1","OneHanded","Straight","1","Head","Chin","NA","1","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.392","0.266","0.037","0.000","0.457","0.261","0.225","0.791","0.446","0.622","0.000","0.000","0.316","0.657","0.836","1","-0.136","364","7","SOONch","before long, in a moment, momentarily, not long now, shortly, soon, SOONch","SOON","None","266","31","16"
"soon_3","soon_3","H_03_023","H","3","23","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/2viQUpeVEoQ?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346887345?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/346887345","4.119","3.963","1.850","-0.086","28","3.929","1.900","-0.123","14","4.000","1.871","14","-0.046","","soon","0.036","0.556","0.000","0.571","0.071","0.538","1.458","0.833","-0.840","24","soon","Arbitrary","","","","","","","","","","","","","Adjective","534.00","1335.00","801.00","1768.00","No","","0","0","0","1","f","1","i","Curved","0","NA","NA","Open","1","OneHanded","Straight","1","Head","CheekNose","NA","1","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.392","0.266","0.035","0.000","0.457","0.261","0.225","0.791","0.446","0.622","0.000","0.000","0.316","0.657","0.836","1","-0.137","364","9","SOONns","before long, in a bit, in a moment, momentarily, not long now, shortly, soon, SOONns","SOON","None","268","",""
"sophisticated","sophisticated","G_02_083","G","2","83","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/UNgp2ZVg8uo?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346773097?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/346773097","2.540","4.370","1.621","0.068","27","4.417","1.564","0.130","12","4.333","1.718","15","0.019","","snob","0.000","0.741","0.000","0.833","0.000","0.667","2.355","1.380","-0.582","31","","Arbitrary","","","","","","","","","","","","","Adjective","534.00","1168.00","634.00","1802.00","No","","0","0","0","1","horns","1","mr","Curved","0","0","0","Open","1","OneHanded","Curved","1","Head","CheekNose","HeadAway","1","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.392","0.266","0.035","0.178","0.233","0.002","0.225","0.791","0.446","0.622","0.602","0.878","0.316","0.657","0.836","3","0.008","126","1","SNOB","fancy, snob, snooty, sophisticated","SNOB","Attribute","3129","",""
"sophomore","sophomore","J_01_107","J","1","107","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/63dz7v7vCrA?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346925081?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/346925081","2.167","3.241","1.976","-0.549","30","3.000","1.881","-0.721","15","3.467","2.100","15","-0.388","","","0.033","","0.067","","0.000","","1.292","0.550","-0.861","24","","Arbitrary","","","","","","","","","","","","","Adjective","734.00","1468.00","734.00","1969.00","No","","0","0","0","1","1","0","i","FullyOpen","1","NA","NA","Closed","0","AsymmetricalDifferentHandshape","Straight","1","Hand","FingerTip","NA","1","5","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.175","0.250","0.023","0.000","0.457","0.261","0.409","0.209","0.446","0.622","0.000","0.000","0.684","0.343","0.836","2","-0.360","446","0","SOPHOMORE","class year, grade, school, sophomore","SOPHOMORE","Attribute","1096","",""
"sorry","sorry","C_01_020","C","1","20","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/ZxUyLVLHzw0?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345577184?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/345577184","4.775","5.633","1.189","0.714","30","5.778","1.309","0.657","18","5.417","0.996","12","0.799","0.000","","0.000","","0.000","","0.000","","3.633","1.810","0.364","30","","Arbitrary","1.93","1.20","30","-0.50","1.95","1.24","-0.54","21","2.10","4.05","1.65","0.14","Adjective","467.00","1435.00","968.00","1902.00","Yes","Mental State Terms","0","0","0","1","a","0","t","NA","NA","NA","NA","Open","NA","OneHanded","Circular","1","Body","TorsoTop","TorsoTop","1","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.392","0.094","0.032","0.011","0.076","0.057","0.000","0.000","0.446","0.622","0.000","0.000","0.000","0.657","0.836","3","-0.901","58","1","SORRY","apologize, apology, sorry","SORRY","None","566","25","23"
"sound","sound","H_02_096","H","2","96","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/LiCOqQ0FZTI?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346884208?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/346884208","3.864","4.679","1.362","0.311","28","5.071","1.328","0.559","14","4.286","1.326","14","0.062","","","0.000","","0.000","","0.000","","5.625","1.813","1.351","24","","Pantomimic","","","","","","","","","","","","","Noun","534.00","1401.00","868.00","1935.00","No","","0","0","0","1","1","0","i","FullyOpen","0","NA","NA","Closed","0","OneHanded","Straight","1","Head","Other","NA","1","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.392","0.266","0.025","0.000","0.457","0.261","0.409","0.791","0.446","0.622","0.000","0.000","0.684","0.343","0.836","1","-0.081","469","11","SOUND","ear, heard, hear, noise, sound","SOUND","None","1097","",""
"soup","soup","A_01_039","A","1","39","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/mC2OM65Hhpw?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/344217312?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/344217312","3.109","4.548","1.457","0.280","31","4.833","1.543","0.462","18","4.154","1.281","13","0.028","","soup","0.000","0.645","0.000","0.556","0.000","0.769","5.333","1.510","1.078","39","","Both","5.45","1.41","31","1.09","5.21","1.44","1.00","19","","","","","Noun","267.00","1168.00","901.00","1368.00","Yes","Food and Drink","0","0","0","1","curved_h","1","im","Curved","0","0","0","Closed","0","AsymmetricalDifferentHandshape","Curved","1","Hand","Palm","HandAway","1","B","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.175","0.250","0.077","0.155","0.233","0.140","0.225","0.791","0.446","0.622","0.602","0.878","0.684","0.343","0.836","4","-0.090","165","1","SOUPcir","cereal, eat, soup, spoon, SOUPcir","SOUP","None","386","33","26"
"sour","sour","F_03_060","F","3","60","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/R0VBiOvnYy8?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346602296?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/346602296","2.474","3.926","1.796","-0.158","27","4.071","1.979","-0.092","14","3.769","1.641","13","-0.229","","","0.000","","0.000","","0.000","","3.094","1.729","-0.361","32","","Arbitrary","","","","","","","","","","","","","Adjective","567.00","1335.00","767.00","1835.00","No","","0","0","0","1","1","0","i","FullyOpen","0","NA","NA","Closed","0","OneHanded","None","0","Head","Chin","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.392","0.266","0.037","0.000","0.153","0.261","0.409","0.791","0.554","0.622","0.000","0.000","0.684","0.343","0.164","1","-0.248","290","2","BITTER","bitter, disappoint, nasty, sour, yucky","BITTER","Attribute","2504","",""
"south","south","C_02_029","C","2","29","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/cxxYPuiBDF0?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345588056?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/345588056","3.517","4.000","1.438","-0.156","30","4.500","1.505","0.046","18","3.250","0.965","12","-0.458","","south","0.000","0.967","0.000","1.000","0.000","0.917","1.222","0.506","-0.750","27","","Arbitrary","2.97","1.77","30","0.00","3.29","1.85","0.11","21","","","","","Noun","801.00","1835.00","1034.00","2302.00","No","","1","0","0","1","s","0","imrp","FullyClosed","0","NA","0","Closed","1","OneHanded","Straight","0","Neutral","Neutral","Neutral","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.392","0.363","0.363","0.426","0.457","0.449","0.067","0.791","0.554","0.378","0.000","0.878","0.316","0.343","0.836","1","0.233","524","10","SOUTH","direction, south","SOUTH","None","682","",""
"sow","sow","H_01_075","H","1","75","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/E8Vg_73FreE?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346795476?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/346795476","1.996","3.704","1.706","-0.228","28","3.571","2.027","-0.337","14","3.846","1.345","14","-0.110","","sow","0.036","0.462","0.000","0.286","0.071","0.615","2.500","2.090","-0.432","20","","Arbitrary","","","","","","","","","","","","","Verb","434.00","1201.00","767.00","1768.00","No","","0","0","0","1","flat_o","0","imrp","Flat","1","0","0","Open","1","OneHanded","Straight","0","Neutral","Neutral","Neutral","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.392","0.363","0.363","0.426","0.457","0.449","0.162","0.209","0.554","0.378","0.602","0.878","0.316","0.657","0.836","1","0.430","464","0","","","","","","",""
"space","space","H_03_093","H","3","93","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/5p2xYXGjw_w?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346894057?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/346894057","3.528","4.741","1.483","0.368","28","4.769","1.878","0.391","14","4.714","1.069","14","0.347","","","0.036","","0.071","","0.000","","1.417","0.929","-0.820","24","","Arbitrary","","","","","","","","","","","","","Noun","434.00","1268.00","834.00","1835.00","No","","0","0","0","1","open_8","1","m","Flat","0","NA","NA","Open","0","AsymmetricalDifferentHandshape","Curved","1","Hand","PalmBack","HandAway","1","C","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.175","0.250","0.024","0.155","0.233","0.045","0.162","0.791","0.446","0.622","0.000","0.000","0.684","0.657","0.836","4","-0.326","191","2","SPACE","availability, available, blank, empty, leeway, room, space, vacant","SPACE","None","269","",""
"spaceship","spaceship","J_03_074","J","3","74","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/emqNV_nGMAI?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346973680?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/346973680","2.276","1.250","0.707","-1.754","29","1.000","0.000","-1.918","15","1.400","0.894","14","-1.656","","spaceship","0.724","0.250","0.800","0.333","0.643","0.200","1.174","0.650","-0.805","23","","Arbitrary","","","","","","","","","","","","","Noun","634.00","1702.00","1068.00","2236.00","No","","0","0","0","1","curved_v","1","im","Curved","0","0","0","Open","0","OneHanded","Straight","1","Neutral","Neutral","Neutral","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.392","0.363","0.363","0.426","0.457","0.140","0.225","0.791","0.446","0.378","0.602","0.878","0.684","0.657","0.836","2","0.444","453","2","","","","","","",""
"spaghetti","spaghetti","A_01_042","A","1","42","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/ANnA-2Gh2B0?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/344217380?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","https://player.vimeo.com/video/344217380","2.481","3.935","1.843","-0.013","31","3.778","1.734","-0.058","18","4.154","2.035","13","0.049","","spaghetti","0.000","0.710","0.000","0.833","0.000","0.538","2.718","1.450","-0.196","39","","Arbitrary","2.65","1.72","31","-0.35","2.42","1.39","-0.41","19","","","","","Noun","267.00","1235.00","968.00","1435.00","Yes","Food and Drink","0","0","0","1","i","1","p","FullyOpen","0","NA","NA","Closed","0","SymmetricalOrAlternating","Circular","1","Neutral","Neutral","Neutral","0","i","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.345","0.363","0.363","0.426","0.076","0.033","0.409","0.791","0.446","0.378","0.000","0.000","0.684","0.343","0.836","3","-0.129","96","1","SPAGHETTI","noodles, pasta, spaghetti","SPAGHETTI","Food","1098","31","23"
