EntryID,LemmaID,Code,Batch,List,Item,EnglishWF(lg10),SignFrequency(M),SignFrequency(SD),SignFrequency(Z),SignFrequency(N),Unknown,SignFrequency(M-Native),SignFrequency(SD-Native),SignFreq(Z-native),SignFrequency(N-Native),Unknown(Native),SignFrequency(M-Nonnative),SignFrequency(SD-Nonnative),SignFrequency(N-Nonnative),SignFreq(Z-Nonnative),Unknown(Nonnative),DominantTranslation,DominantTranslationAgreement,DominantTranslationAgreement(Native),DominantTranslationAgreement(Nonnative),NondominantTranslations,Iconicity(M),Iconicity(SD),Iconicity(Z),Iconicity(N),Iconicity_ID,IconicityType,D.Iconicity(M),D.Iconicity(SD),D.Iconicity(N),D.Iconicity(Z),D.Iconicity(M-native),D.Iconicity(SD-native),D.Iconicity(Z-native),D.Iconicity(N-native),GuessConsistency,GuessAccuracy,Transparency(M),Transparency SD,Transparency Z,LexicalClass,Initialized.2.0,FingerspelledLoanSign.2.0,Compound.2.0,NumberOfMorphemes.2.0,SignOnset(ms),SignOffset(ms),SignDuration(ms),ClipDuration(ms),Handshape.2.0,SelectedFingers.2.0,Flexion.2.0,FlexionChange.2.0,Spread.2.0,SpreadChange.2.0,ThumbPosition.2.0,ThumbContact.2.0,SignType.2.0,Movement.2.0,RepeatedMovement.2.0,MajorLocation.2.0,MinorLocation.2.0,SecondMinorLocation.2.0,Contact.2.0,NonDominantHandshape.2.0,UlnarRotation.2.0,HandshapeM2.2.0,SelectedFingersM2.2.0,FlexionM2.2.0,FlexionChangeM2.2.0,SpreadM2.2.0,SpreadChangeM2.2.0,ThumbPositionM2.2.0,ThumbContactM2.2.0,SignTypeM2.2.0,MovementM2.2.0,RepeatedMovementM2.2.0,MajorLocationM2.2.0,MinorLocationM2.2.0,SecondMinorLocationM2.2.0,ContactM2.2.0,NonDominantHandshapeM2.2.0,UlnarRotationM2.2.0,HandshapeM3.2.0,SelectedFingersM3.2.0,FlexionM3.2.0,FlexionChangeM3.2.0,SpreadM3.2.0,SpreadChangeM3.2.0,ThumbPositionM3.2.0,ThumbContactM3.2.0,SignTypeM3.2.0,MovementM3.2.0,RepeatedMovementM3.2.0,MajorLocationM3.2.0,MinorLocationM3.2.0,SecondMinorLocationM3.2.0,ContactM3.2.0,NonDominantHandshapeM3.2.0,UlnarRotationM3.2.0,HandshapeM4.2.0,SelectedFingersM4.2.0,FlexionM4.2.0,FlexionChangeM4.2.0,SpreadM4.2.0,SpreadChangeM4.2.0,ThumbPositionM4.2.0,ThumbContactM4.2.0,SignTypeM4.2.0,MovementM4.2.0,RepeatedMovementM4.2.0,MajorLocationM4.2.0,MinorLocationM4.2.0,SecondMinorLocationM4.2.0,ContactM4.2.0,NonDominantHandshapeM4.2.0,UlnarRotationM4.2.0,HandshapeM5.2.0,SelectedFingersM5.2.0,FlexionM5.2.0,FlexionChangeM5.2.0,SpreadM5.2.0,SpreadChangeM5.2.0,ThumbPositionM5.2.0,ThumbContactM5.2.0,SignTypeM5.2.0,MovementM5.2.0,RepeatedMovementM5.2.0,MajorLocationM5.2.0,MinorLocationM5.2.0,SecondMinorLocationM5.2.0,ContactM5.2.0,NonDominantHandshapeM5.2.0,UlnarRotationM5.2.0,HandshapeM6.2.0,SelectedFingersM6.2.0,FlexionM6.2.0,FlexionChangeM6.2.0,SpreadM6.2.0,SpreadChangeM6.2.0,ThumbPositionM6.2.0,ThumbContactM6.2.0,SignTypeM6.2.0,MovementM6.2.0,RepeatedMovementM6.2.0,MajorLocationM6.2.0,MinorLocationM6.2.0,SecondMinorLocationM6.2.0,ContactM6.2.0,NonDominantHandshapeM6.2.0,UlnarRotationM6.2.0,SignType.2.0Frequency,MajorLocation.2.0Frequency,MinorLocation.2.0Frequency,SecondMinorLocation.2.0Frequency,Movement.2.0Frequency,SelectedFingers.2.0Frequency,Flexion.2.0Frequency,FlexionChange.2.0Frequency,RepeatedMovement.2.0Frequency,Contact.2.0Frequency,Spread.2.0Frequency,SpreadChange.2.0Frequency,ThumbContact.2.0Frequency,ThumbPosition.2.0Frequency,UlnarRotation.2.0Frequency,Neighborhood Density 2.0,Parameter.Neighborhood.Density.2.0,PhonotacticProbability,Phonological Complexity,SignBankAnnotationID,SignBankEnglishTranslations,SignBankLemmaID,SignBankSemanticField,SignBankReferenceID,InCDI,CDISemanticCategory,bglm_aoa,empirical_aoa
dentist,dentist,A_01_014,A,1,14,2.757,2.677,1.4,-0.699,31,0,2.778,1.517,-0.617,18,0,2.538,1.266,13,-0.813,0,,,,,,3.923,1.579,0.406,39,,Arbitrary,3.55,1.29,31,0.15,3.32,1.25,0.08,19,,,,,,Noun,0,0,0,1,467,834,367,1101,s,imrp,FullyClosed,0,NA,0,Closed,1,OneHanded,Straight,1,Head,Mouth,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.046,0,0.457,0.449,0.067,0.791,0.446,0.622,0,0.878,0.316,0.343,0.836,4,388,-0.129,1,DENTIST,"dental, dentist, teeth",DENTIST,None,2572,No,,,
sandwich,sandwich,A_01_015,A,1,15,3.049,3.677,1.661,-0.177,31,0,3.611,1.787,-0.179,18,0,3.769,1.536,13,-0.174,0,,,,,,2.538,1.652,-0.274,39,,Arbitrary,5,1.39,31,0.85,4.79,1.48,0.77,19,,,,,,Noun,0,0,0,1,367,1068,701,1134,flat_b,imrp,Flat,0,0,0,Open,0,AsymmetricalDifferentHandshape,Straight,1,Head,HeadAway,HeadAway,0,B,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.266,0.066,0.178,0.457,0.449,0.162,0.791,0.446,0.378,0.602,0.878,0.684,0.657,0.836,0,361,0.127,2,"~SANDWICHhold_altvar	",,,,,Yes,Food and Drink,33,28
monkey,monkey,A_01_016,A,1,16,3.233,2.619,1.936,-0.363,21,0,2.583,1.832,-0.298,12,0,3.1,2.125,20,-0.426,0,,,,,,6.014,1.362,1.668,140,,Pantomimic,5.94,1.12,31,1.39,6,1.11,1.48,19,,,,,,Noun,0,0,0,1,400,1134,734,1301,curved_5,imrp,Curved,1,1,0,Open,0,SymmetricalOrAlternating,None,1,Body,Waist,NA,1,curved_5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.094,0.002,0,0.153,0.449,0.225,0.209,0.446,0.622,0.398,0.878,0.684,0.657,0.836,0,49,-0.143,1,MONKEY,"animal, chimpanzee, gorilla, monkey, orangutan",MONKEY,Animal,369,Yes,Animals,27,16
chair,chair,A_01_017,A,1,17,3.4,5.714,1.231,0.858,21,0,5.667,1.303,0.921,12,0,6.05,1.234,20,0.798,0,,,,,,1.979,1.349,-0.502,140,,Arbitrary,3.45,1.48,31,0.06,3.21,1.62,-0.03,19,,,,,,Noun,0,0,0,1,200,834,634,1001,h,im,FullyOpen,0,0,0,Closed,0,DominanceViolation,Straight,1,Hand,FingerBack,NA,1,DominanceConditionViolation,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023,0.25,0.019,0,0.457,0.14,0.409,0.791,0.446,0.622,0.602,0.878,0.684,0.343,0.836,6,368,-0.084,2,CHAIR,"chair, seat, sit, sit down",CHAIR,None,378,Yes,Furniture and Rooms,26,23
candy_1,candy_1,A_01_018,A,1,18,3.262,4.419,1.587,0.261,31,0,4.167,1.757,0.133,18,0,4.769,1.301,13,0.466,0,candy_1,0.462,0.412,0.5,"cute, honey, puny, sugar",1.897,1.353,-0.587,39,,Arbitrary,1.65,1.14,31,-0.84,1.37,0.76,-0.92,19,,,,,,Noun,0,0,0,1,400,1235,834,1668,1,i,FullyOpen,0,NA,NA,Closed,0,OneHanded,None,1,Head,CheekNose,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.035,0,0.153,0.261,0.409,0.791,0.446,0.622,0,0,0.684,0.343,0.164,2,290,-0.383,1,CANDYtwist,"candy, sweets, sugar",CANDY_1,None,67,Yes,Food and Drink,28,22
wander,wander,A_01_019,A,1,19,2.477,3.548,1.261,-0.248,31,0,3.667,1.328,-0.136,18,0,3.385,1.193,13,-0.405,0,wander,0.677,0.667,0.692,"person walks alone, roam, walk alone, walk around, walk away, walking, wander",3.487,1.73,0.174,39,,Arbitrary,4.57,1.74,31,0.64,4.5,1.72,0.64,19,,,,,,Verb,0,0,0,1,434,1368,934,1702,1,i,FullyOpen,0,NA,NA,Closed,0,OneHanded,Z-shaped,0,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0.426,0.034,0.261,0.409,0.791,0.554,0.378,0,0,0.684,0.343,0.836,15,137,0.114,3,WANDER,"explore, journey, travel, walk, wander",WANDER,Event,3121,No,,,
scientist,scientist,A_01_020,A,1,20,2.794,3.516,1.73,-0.23,31,0,3.278,1.708,-0.324,18,0,3.846,1.772,13,-0.099,0,,,,,,1.41,0.91,-0.832,39,,Arbitrary,2.74,1.46,31,-0.29,2.26,1.41,-0.47,19,,,,,,Noun,0,0,1,2,400,1568,1168,1702,a,t,NA,NA,NA,NA,Open,NA,SymmetricalOrAlternating,Circular,1,Neutral,Neutral,Neutral,0,a,0,open_b,imrp,FullyOpen,0,0,0,Open,0,SymmetricalOrAlternating,Straight,NA,Neutral,Neutral,Neutral,0,open_b,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.076,0.057,0,0,0.446,0.378,0,0,0,0.657,0.836,7,138,-0.569,3,SCIENTIST,"science, scientist",SCIENTIST,None,3103,No,,,
parachute,parachute,A_01_021,A,1,21,2.212,1.548,1.121,-1.279,31,0,1.667,1.283,-1.148,18,0,1.385,0.87,13,-1.46,0,,,,,,5.829,1.043,1.302,35,,NA,5.26,1.48,31,1.02,4.89,1.49,0.88,19,,,,,,Verb,0,0,0,1,501,1735,1235,1935,s,imrp,FullyClosed,1,NA,1,Closed,1,SymmetryViolation,Straight,0,Hand,FingerTip,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006,0.25,0.023,0,0.457,0.449,0.067,0.209,0.554,0.378,0,0.122,0.316,0.343,0.836,0,422,-0.639,1,PARACHUTE,parachute,PARACHUTE,None,3020,No,,,
read,read,A_01_022,A,1,22,4.09,6.387,1.202,1.254,31,0,6.222,1.353,1.184,18,0,6.615,0.961,13,1.35,0,,,,,,4.571,1.596,0.674,35,,Perceptual,4.45,1.67,31,0.6,4.16,1.89,0.5,19,,,,,,Verb,0,0,0,1,534,1001,467,1235,v,im,FullyOpen,0,1,0,Closed,0,AsymmetricalDifferentHandshape,Straight,1,Hand,HandAway,HandAway,0,B,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.035,0.155,0.457,0.14,0.409,0.791,0.446,0.378,0.398,0.878,0.684,0.343,0.836,3,368,-0.116,3,READ,"look through, read, skim",READ,None,341,Yes,Action Signs,29,28
cat,cat,A_01_023,A,1,23,3.529,5.097,1.868,0.597,31,0,4.944,1.662,0.54,18,0,5.308,2.175,13,0.676,0,,,,,,4.618,1.875,0.678,34,,Both,3.42,1.63,31,0.05,3.05,1.43,-0.08,19,,,,,,Noun,0,0,0,1,400,868,467,1168,f,i,Curved,0,NA,NA,Open,1,OneHanded,Straight,1,Head,CheekNose,HeadAway,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.035,0.178,0.457,0.261,0.225,0.791,0.446,0.622,0,0,0.316,0.657,0.836,9,364,-0.071,1,CATf,"animal, cat, feline, kitten, kitty, whiskers",CAT,Animal,1037,Yes,Animals,24,14
room,room,A_01_024,A,1,24,4.351,5.742,1.29,0.926,31,0,5.778,1.478,0.973,18,0,5.692,1.032,13,0.86,0,,,,,,4.154,1.424,0.482,39,,Perceptual,4.97,1.54,31,0.87,4.63,1.64,0.75,19,,,,,,Noun,0,0,1,2,467,1201,734,1735,open_b,imrp,FullyOpen,0,0,0,Open,0,SymmetricalOrAlternating,Straight,0,Neutral,Neutral,NA,0,open_b,0,flat_b,imrp,Flat,0,0,0,Open,0,SymmetricalOrAlternating,Straight,NA,Neutral,Neutral,NA,0,flat_b,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0,0.457,0.449,0.409,0.791,0.554,0.378,0.602,0.878,0.684,0.657,0.836,24,541,0.61,0,ROOMb,"box, package, room",ROOM,None,242,No,Furniture and Rooms,,
island,island,A_01_025,A,1,25,3.305,3.161,1.551,-0.442,31,0,3.056,1.392,-0.445,18,0,3.308,1.797,13,-0.437,0,,,,,,1.718,0.887,-0.689,39,,Arbitrary,1.74,1.18,31,-0.83,1.53,1.02,-0.89,19,,,,,,Noun,1,0,0,1,300,1268,968,1401,i,p,FullyOpen,0,NA,NA,Closed,0,AsymmetricalDifferentHandshape,Circular,1,Hand,PalmBack,PalmBack,1,B,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.024,0.011,0.076,0.033,0.409,0.791,0.446,0.622,0,0,0.684,0.343,0.836,0,50,-0.476,4,ISLAND,"island, interest (finance)",ISLAND,None,607,No,,,
paper,paper,A_01_026,A,1,26,3.722,6.484,0.962,1.297,31,0,6.444,0.856,1.29,18,0,6.538,1.127,13,1.308,0,,,,,,3.051,1.669,-0.053,39,,Arbitrary,1.94,1.24,31,-0.71,1.9,1.37,-0.68,19,,,,,,Noun,0,0,0,1,234,901,667,1134,5,imrp,FullyOpen,0,1,0,Open,0,AsymmetricalSameHandshape,Curved,1,Hand,Palm,HandAway,1,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059,0.25,0.077,0.155,0.233,0.449,0.409,0.791,0.446,0.622,0.398,0.878,0.684,0.657,0.836,2,216,0.15,2,PAPER,paper,PAPER,None,588,Yes,Small Household Items,31,19
book,book,A_01_027,A,1,27,3.956,6.677,0.832,1.408,31,0,6.833,0.383,1.499,18,0,6.462,1.198,13,1.28,0,,,,,,6.684,0.775,1.732,38,,Perceptual,5.63,1.67,31,1.22,5.33,1.94,1.13,19,,,,,,Noun,0,0,0,1,400,901,501,1268,open_b,imrp,FullyOpen,0,0,0,Open,0,SymmetricalOrAlternating,Curved,1,Neutral,Neutral,Neutral,1,open_b,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.233,0.449,0.409,0.791,0.446,0.622,0.602,0.878,0.684,0.657,0.164,7,344,0.498,2,BOOK,"book, books, read, textbook",BOOK,None,418,Yes,Toys,21,15
shirt,shirt,A_01_028,A,1,28,3.374,2.867,1.889,-0.609,30,0.032,3.389,1.975,-0.283,18,0,2.083,1.505,13,-1.098,0.077,shirt,0.667,0.667,0.667,"blouse, sweater, t-shirt, top (clothes)",5.923,1.44,1.355,39,,Both,4.23,1.79,31,0.45,4.11,1.81,0.45,19,,,,,,Noun,0,0,1,2,367,1702,1335,1802,f,i,Curved,0,NA,NA,Open,1,OneHanded,Straight,1,Body,TorsoTop,NA,1,NA,0,5,imrp,FullyOpen,0,1,0,Open,0,SymmetricalOrAlternating,Straight,NA,Body,TorsoTop,TorsoBottom,1,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.094,0.032,0,0.457,0.261,0.225,0.791,0.446,0.622,0,0,0.316,0.657,0.836,7,163,-0.269,0,,,,,,Yes,Clothing,30,28
horse,horse,A_01_029,A,1,29,3.676,3.516,1.73,-0.257,31,0,3.389,1.754,-0.291,18,0,3.692,1.75,13,-0.209,0,,,,,,1.769,1.063,-0.644,39,,Arbitrary,2.84,1.79,31,-0.24,2.9,2.08,-0.15,19,,,,,,Noun,1,0,0,1,434,1134,701,1268,open_h,im,FullyOpen,1,0,0,Open,0,OneHanded,None,1,Head,Forehead,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.039,0,0.153,0.14,0.409,0.209,0.446,0.622,0.602,0.878,0.684,0.657,0.836,2,223,0.034,2,HORSE,"animal, equine, horse, pony",HORSE,Animal,391,Yes,Animals,25,14
rock,rock,A_01_030,A,1,30,3.643,3.7,1.643,-0.163,30,0,3.611,1.685,-0.163,18,0,3.833,1.642,13,-0.165,0.077,,,,,,4.289,1.541,0.55,38,,Perceptual,2.55,1.34,31,-0.42,2.37,1.46,-0.47,19,,,,,,Noun,0,0,0,1,300,1168,868,1268,a,imrp,FullyClosed,0,NA,0,Open,0,AsymmetricalSameHandshape,Straight,1,Hand,PalmBack,NA,1,a,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059,0.25,0.024,0,0.457,0.449,0.067,0.791,0.446,0.622,0,0.878,0.684,0.657,0.836,0,414,-0.093,1,ROCK,"dense, durable, hard, rock, stone, stoned, tough",ROCK,None,241,Yes,Outside Things and Places to Go,31,28
dinosaur,dinosaur,A_01_031,A,1,31,2.31,2.333,1.348,-0.874,30,0.032,2.235,1.393,-0.858,17,0.056,2.462,1.33,13,-0.896,0,dinosaur,1,1,1,,3.564,1.832,0.192,39,,Arbitrary,3.55,1.93,31,0.09,3.63,1.98,0.16,19,,,,,,Noun,0,0,0,1,334,1268,934,1802,o,imrp,Curved,0,0,0,Open,1,OneHanded,Straight,1,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0.426,0.457,0.449,0.225,0.791,0.446,0.378,0.602,0.878,0.316,0.657,0.836,4,482,0.462,1,DINOSAURb,"animal, dinosaur, prehistoric, reptile",DINOSAUR,Animal,832,No,,,
coffee,coffee,A_01_032,A,1,32,3.868,6.387,0.955,1.236,31,0,6.389,1.037,1.248,18,0,6.385,0.87,13,1.218,0,,,,,,2.286,1.708,-0.424,35,,Arbitrary,2.23,1.33,31,-0.54,1.95,1.03,-0.62,19,,,,,,Noun,0,0,0,1,400,1335,934,1435,s,imrp,FullyClosed,0,NA,0,Closed,1,AsymmetricalSameHandshape,Circular,1,Hand,FingerRadial,FingerRadial,1,s,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059,0.25,0.035,0.009,0.076,0.449,0.067,0.791,0.446,0.622,0,0.878,0.316,0.343,0.836,1,87,-0.501,2,COFFEE,"coffee, drink",COFFEE,Food,2035,Yes,Food and Drink,29,23
cow,cow,A_01_033,A,1,33,3.115,3.677,1.579,-0.167,31,0,3.333,1.495,-0.308,18,0,4.154,1.625,13,0.029,0,,,,,,2.778,1.692,-0.191,36,,Arbitrary,3.52,1.67,31,0.13,3.68,1.64,0.27,19,,,,,,Noun,0,0,0,1,434,1134,701,1168,y,p,FullyOpen,0,NA,NA,Open,0,OneHanded,None,1,Head,Forehead,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.039,0,0.153,0.033,0.409,0.791,0.446,0.622,0,0,0.684,0.657,0.164,1,240,-0.339,2,COW,"animal, bovine, cattle, cow",COW,Animal,436,Yes,Animals,26,26
