EntryID,LemmaID,Code,Batch,List,Item,EnglishWF(lg10),SignFrequency(M),SignFrequency(SD),SignFrequency(Z),SignFrequency(N),Unknown,SignFrequency(M-Native),SignFrequency(SD-Native),SignFreq(Z-native),SignFrequency(N-Native),Unknown(Native),SignFrequency(M-Nonnative),SignFrequency(SD-Nonnative),SignFrequency(N-Nonnative),SignFreq(Z-Nonnative),Unknown(Nonnative),DominantTranslation,DominantTranslationAgreement,DominantTranslationAgreement(Native),DominantTranslationAgreement(Nonnative),NondominantTranslations,Iconicity(M),Iconicity(SD),Iconicity(Z),Iconicity(N),Iconicity_ID,IconicityType,D.Iconicity(M),D.Iconicity(SD),D.Iconicity(N),D.Iconicity(Z),D.Iconicity(M-native),D.Iconicity(SD-native),D.Iconicity(Z-native),D.Iconicity(N-native),GuessConsistency,GuessAccuracy,Transparency(M),Transparency SD,Transparency Z,LexicalClass,Initialized.2.0,FingerspelledLoanSign.2.0,Compound.2.0,NumberOfMorphemes.2.0,SignOnset(ms),SignOffset(ms),SignDuration(ms),ClipDuration(ms),Handshape.2.0,SelectedFingers.2.0,Flexion.2.0,FlexionChange.2.0,Spread.2.0,SpreadChange.2.0,ThumbPosition.2.0,ThumbContact.2.0,SignType.2.0,Movement.2.0,RepeatedMovement.2.0,MajorLocation.2.0,MinorLocation.2.0,SecondMinorLocation.2.0,Contact.2.0,NonDominantHandshape.2.0,UlnarRotation.2.0,HandshapeM2.2.0,SelectedFingersM2.2.0,FlexionM2.2.0,FlexionChangeM2.2.0,SpreadM2.2.0,SpreadChangeM2.2.0,ThumbPositionM2.2.0,ThumbContactM2.2.0,SignTypeM2.2.0,MovementM2.2.0,RepeatedMovementM2.2.0,MajorLocationM2.2.0,MinorLocationM2.2.0,SecondMinorLocationM2.2.0,ContactM2.2.0,NonDominantHandshapeM2.2.0,UlnarRotationM2.2.0,HandshapeM3.2.0,SelectedFingersM3.2.0,FlexionM3.2.0,FlexionChangeM3.2.0,SpreadM3.2.0,SpreadChangeM3.2.0,ThumbPositionM3.2.0,ThumbContactM3.2.0,SignTypeM3.2.0,MovementM3.2.0,RepeatedMovementM3.2.0,MajorLocationM3.2.0,MinorLocationM3.2.0,SecondMinorLocationM3.2.0,ContactM3.2.0,NonDominantHandshapeM3.2.0,UlnarRotationM3.2.0,HandshapeM4.2.0,SelectedFingersM4.2.0,FlexionM4.2.0,FlexionChangeM4.2.0,SpreadM4.2.0,SpreadChangeM4.2.0,ThumbPositionM4.2.0,ThumbContactM4.2.0,SignTypeM4.2.0,MovementM4.2.0,RepeatedMovementM4.2.0,MajorLocationM4.2.0,MinorLocationM4.2.0,SecondMinorLocationM4.2.0,ContactM4.2.0,NonDominantHandshapeM4.2.0,UlnarRotationM4.2.0,HandshapeM5.2.0,SelectedFingersM5.2.0,FlexionM5.2.0,FlexionChangeM5.2.0,SpreadM5.2.0,SpreadChangeM5.2.0,ThumbPositionM5.2.0,ThumbContactM5.2.0,SignTypeM5.2.0,MovementM5.2.0,RepeatedMovementM5.2.0,MajorLocationM5.2.0,MinorLocationM5.2.0,SecondMinorLocationM5.2.0,ContactM5.2.0,NonDominantHandshapeM5.2.0,UlnarRotationM5.2.0,HandshapeM6.2.0,SelectedFingersM6.2.0,FlexionM6.2.0,FlexionChangeM6.2.0,SpreadM6.2.0,SpreadChangeM6.2.0,ThumbPositionM6.2.0,ThumbContactM6.2.0,SignTypeM6.2.0,MovementM6.2.0,RepeatedMovementM6.2.0,MajorLocationM6.2.0,MinorLocationM6.2.0,SecondMinorLocationM6.2.0,ContactM6.2.0,NonDominantHandshapeM6.2.0,UlnarRotationM6.2.0,SignType.2.0Frequency,MajorLocation.2.0Frequency,MinorLocation.2.0Frequency,SecondMinorLocation.2.0Frequency,Movement.2.0Frequency,SelectedFingers.2.0Frequency,Flexion.2.0Frequency,FlexionChange.2.0Frequency,RepeatedMovement.2.0Frequency,Contact.2.0Frequency,Spread.2.0Frequency,SpreadChange.2.0Frequency,ThumbContact.2.0Frequency,ThumbPosition.2.0Frequency,UlnarRotation.2.0Frequency,Neighborhood Density 2.0,Parameter.Neighborhood.Density.2.0,PhonotacticProbability,Phonological Complexity,SignBankAnnotationID,SignBankEnglishTranslations,SignBankLemmaID,SignBankSemanticField,SignBankReferenceID,InCDI,CDISemanticCategory,bglm_aoa,empirical_aoa 
whistle_3,whistle_3,K_03_055,K,3,55,2.897,4.28,2.092,0.051,25,0,3.909,1.973,0.026,11,0,4.571,2.209,14,0.071,0,,,,,,6.5,0.812,1.19,26,WHISTLE,,,,,,,,,,,,,,,Noun,0,0,0,1,434,868,434,1502,curved_l,i,Curved,0,NA,NA,Open,0,OneHanded,None,0,Head,Mouth,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.046,0,0.153,0.261,0.225,0.791,0.554,0.622,0,0,0.684,0.657,0.836,2,226,-0.009,1,,,,,,No,,,
hairdryer_2,hairdryer_2,K_03_056,K,3,56,1.079,3.091,1.9,-0.578,25,0.12,2.111,1.167,-0.84,11,0.182,3.769,2.048,14,-0.396,0.071,hairdryer_2,0.636,0.778,0.538,"brush, comb, do hair",4.231,1.632,0.158,26,HAIRDRYER,,,,,,,,,,,,,,,Noun,0,0,0,1,567,2002,1435,2703,baby_o,i,Bent,0,NA,NA,Open,1,OneHanded,Z-shaped,0,Head,HeadAway,HeadAway,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.066,0.178,0.034,0.261,0.099,0.791,0.554,0.378,0,0,0.316,0.657,0.836,3,51,-0.296,3,,,,,,No,,,
conduct_3,conduct_3,K_03_057,K,3,57,2.754,2.526,1.806,-1.008,25,0.24,1.5,0.837,-1.324,11,0.455,3,1.958,14,-0.862,0.071,,,,,,6.12,1.301,0.988,25,CONDUCT,,,,,,,,,,,,,,,Verb,0,0,0,1,601,2269,1668,2870,f,i,Curved,0,NA,NA,Open,1,OneHanded,Curved,1,Neutral,Neutral,Neutral,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0.426,0.233,0.261,0.225,0.791,0.446,0.378,0,0,0.316,0.657,0.164,3,284,-0.177,2,,,,,,No,,,
toothbrush-ca,toothbrush-ca,K_03_058,K,3,58,,5.96,1.645,1.02,25,0,6.273,1.104,1.42,11,0,5.714,1.978,14,0.706,0,,,,,,6.615,0.804,1.239,26,TOOTHBRUSH,,,,,,,,,,,,,,,Verb,0,0,0,1,567,1668,1101,2236,baby_o,i,Bent,0,NA,NA,Open,1,OneHanded,Straight,1,Head,HeadAway,HeadAway,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.066,0.178,0.457,0.261,0.099,0.791,0.446,0.378,0,0,0.316,0.657,0.836,10,353,-0.253,1,,,,,,No,,,
cloud_4,cloud_4,K_03_059,K,3,59,2.778,5.542,1.382,0.801,25,0.04,5.6,1.265,1.064,11,0.091,5.5,1.506,14,0.613,0,,,,,,3.76,1.763,-0.035,25,CLOUD,,,,,,,,,,,,,,,Noun,0,0,0,1,534,2035,1502,2769,curved_5,imrp,Curved,0,1,0,Open,0,SymmetricalOrAlternating,Circular,1,Neutral,Neutral,Neutral,0,curved_5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.076,0.449,0.225,0.791,0.446,0.378,0.398,0.878,0.684,0.657,0.836,10,155,0.34,2,CLOUDneut,"cloud, cloudy, stormy",CLOUD,None,93,No,,,
cry_4,cry_4,K_03_060,K,3,60,3.525,4.125,2.346,0.001,25,0.04,2.4,1.838,-0.719,11,0.091,5.357,1.865,14,0.515,0,,,,,,7,0,1.442,23,CRY,,,,,,,,,,,,,,,Verb,0,0,0,1,534,1568,1034,2236,baby_o,i,Bent,0,NA,NA,Open,1,OneHanded,None,1,Head,Eye,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.016,0,0.153,0.261,0.099,0.791,0.446,0.622,0,0,0.316,0.657,0.164,0,251,-0.51,1,,,,,,No,,,
meditate_2,meditate_2,K_03_061,K,3,61,1.724,4.88,1.509,0.38,25,0,4.909,1.64,0.623,11,0,4.857,1.46,14,0.188,0,,,,,,4.462,1.985,0.293,26,MEDITATE,,,,,,,,,,,,,,,Verb,0,0,0,1,701,1735,1034,2436,f,i,Curved,0,NA,NA,Open,1,SymmetricalOrAlternating,Straight,0,Neutral,Neutral,Neutral,0,f,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.457,0.261,0.225,0.791,0.554,0.378,0,0,0.316,0.657,0.836,12,491,0.202,1,,,,,,No,,,
envelope_3,envelope_3,K_03_062,K,3,62,2.711,3.474,1.982,-0.49,25,0.24,2.286,1.799,-0.795,11,0.364,4.167,1.801,14,-0.313,0.143,lick envelope,0.474,0.571,0.417,"eat corn, distracted, letter, seal envelope",3.32,1.749,-0.23,25,ENVELOPE,,,,,,,,,,,,,,,Noun,0,0,0,1,701,1401,701,2035,f,i,Curved,0,NA,NA,Open,1,SymmetricalOrAlternating,Straight,0,Head,HeadAway,HeadAway,0,f,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.266,0.066,0.178,0.457,0.261,0.225,0.791,0.554,0.378,0,0,0.316,0.657,0.836,3,364,-0.089,1,,,,,,No,,,
helicopter_3,helicopter_3,K_03_063,K,3,63,2.907,4.08,1.956,-0.02,25,0,3.727,2.054,-0.082,11,0,4.357,1.906,14,0.029,0,,,,,,2.962,1.843,-0.387,26,HELICOPTER,,,,,,,,,,,,,,,Noun,0,0,0,1,567,1635,1068,2269,3,im,FullyOpen,0,1,0,Open,0,AsymmetricalDifferentHandshape,None,1,Hand,FingerTip,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.023,0,0.153,0.14,0.409,0.791,0.446,0.622,0.398,0.878,0.684,0.657,0.164,5,61,-0.208,3,HELICOPTERix,helicopter,HELICOPTER,None,1771,No,,,
somersault_3,somersault_3,K_03_064,K,3,64,1.415,2.889,1.676,-0.726,25,0.28,2.167,0.753,-0.82,11,0.455,3.25,1.913,14,-0.68,0.143,,,,,,2.76,1.786,-0.53,25,SOMERSAULT,,,,,,,,,,,,,,,Verb,0,0,0,1,534,1802,1268,2336,open_8,m,Flat,0,NA,NA,Open,0,SymmetricalOrAlternating,Circular,1,Neutral,Neutral,Neutral,0,open_8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.076,0.045,0.162,0.791,0.446,0.378,0,0,0.684,0.657,0.836,6,97,-0.098,3,,,,,,No,,,
comb_2,comb_2,K_03_065,K,3,65,2.491,5.24,1.64,0.589,25,0,5.091,1.7,0.751,11,0,5.357,1.646,14,0.462,0,,,,,,6.192,1.096,1.049,26,COMB HAIR,,,,,,,,,,,,,,,Noun,0,0,0,1,767,1735,968,2469,baby_o,i,Bent,0,NA,NA,Open,1,OneHanded,Straight,1,Head,HeadAway,HeadAway,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.066,0.178,0.457,0.261,0.099,0.791,0.446,0.378,0,0,0.316,0.657,0.836,10,353,-0.253,1,BRUSH-HAIRx,"brush, brush-hair, comb, hairbrush, to brush, to brush hair",BRUSH,None,54,No,,,
magnet_2,magnet_2,K_03_066,K,3,66,2.149,4.8,1.803,0.31,25,0,4.545,1.753,0.416,11,0,5,1.881,14,0.226,0,,,,,,3.731,1.343,-0.056,26,MAGNET,,,,,,,,,,,,,,,Noun,0,0,0,1,567,1668,1101,2202,8,m,Flat,1,NA,NA,Open,1,AsymmetricalDifferentHandshape,Straight,0,Hand,Palm,NA,1,B,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.077,0,0.457,0.045,0.162,0.209,0.554,0.622,0,0,0.316,0.657,0.836,0,353,-0.386,3,,,,,,No,,,
slice_4,slice_4,K_03_067,K,3,67,2.639,4.042,1.367,-0.025,25,0.04,3.818,1.537,0.087,11,0,4.231,1.235,14,-0.12,0.071,,,,,,4.923,1.623,0.48,26,TO SLICE,,,,,,,,,,,,,,,Verb,0,0,0,1,534,1468,934,2202,h,im,FullyOpen,0,0,0,Closed,0,AsymmetricalDifferentHandshape,Straight,1,Hand,HandAway,HandAway,0,S,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.035,0.155,0.457,0.14,0.409,0.791,0.446,0.378,0.602,0.878,0.684,0.343,0.836,0,368,-0.066,3,SLICE,"cut up, section, slice",SLICE,Event,1074,No,,,
oil_2,oil_2,K_03_068,K,3,68,3.321,5.292,1.654,0.625,25,0.04,4.8,1.751,0.63,11,0.091,5.643,1.55,14,0.621,0,,,,,,1.28,0.678,-1.2,25,OIL,,,,,,,,,,,,,,,Noun,0,0,0,1,534,1568,1034,2202,8,m,Flat,1,NA,NA,Open,1,AsymmetricalDifferentHandshape,Straight,1,Hand,PalmBack,HandAway,1,B,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.024,0.155,0.457,0.045,0.162,0.209,0.446,0.622,0,0,0.316,0.657,0.836,0,353,-0.485,3,GREASE,"grease, greasy, oil, oily",GREASE,None,2783,No,,,
stack_3,stack_3,K_03_069,K,3,69,2.494,4.56,1.758,0.224,25,0,4.182,1.079,0.257,11,0,4.857,2.143,14,0.198,0,,,,,,6.56,0.768,1.214,25,STACK,,,,,,,,,,,,,,,Verb,0,0,0,1,601,1902,1301,2569,open_b,imrp,FullyOpen,0,0,0,Open,0,SymmetricalOrAlternating,Other,0,Neutral,Neutral,Neutral,1,open_b,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.017,0.449,0.409,0.791,0.554,0.622,0.602,0.878,0.684,0.657,0.836,5,105,0.722,3,,,,,,No,,,
milk_2,milk_2,K_03_070,K,3,70,3.336,4.16,2.035,0.052,25,0,3.545,1.809,-0.165,11,0,4.643,2.134,14,0.223,0,,,,,,4.542,2,0.275,24,MILK,,,,,,,,,,,,,,,Verb,0,0,0,1,467,1635,1168,2202,curved_5,imrp,Curved,1,1,1,Open,1,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,Neutral,0,curved_5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.363,0.363,0.426,0.457,0.449,0.225,0.209,0.446,0.378,0.398,0.122,0.316,0.657,0.836,6,512,0.129,1,,,,,,No,,,
pick_2,pick_2,K_03_071,K,3,71,4.005,5.48,1.295,0.761,25,0,5.364,1.362,0.867,11,0,5.571,1.284,14,0.678,0,,,,,,5.038,1.685,0.544,26,TO PICK,,,,,,,,,,,,,,,Verb,0,0,0,1,601,1568,968,2336,f,i,Flat,1,NA,NA,Open,1,OneHanded,Z-shaped,1,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.363,0.363,0.426,0.034,0.261,0.162,0.209,0.446,0.378,0,0,0.316,0.657,0.836,0,60,-0.247,3,,,,,,No,,,
sandwich_3,sandwich_3,K_03_072,K,3,72,3.049,4.24,1.665,0.074,25,0,3.909,1.578,0.124,11,0,4.5,1.743,14,0.035,0,,,,,,5.64,1.753,0.787,25,SANDWICH,,,,,,,,,,,,,,,Noun,0,0,0,1,567,1101,534,1835,flat_b,imrp,Flat,0,0,0,Open,0,SymmetricalOrAlternating,Straight,0,Head,Mouth,NA,1,flat_b,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345,0.266,0.046,0,0.457,0.449,0.162,0.791,0.554,0.622,0.602,0.878,0.684,0.657,0.836,3,361,0.426,1,,,,,,No,,,
buckle_2,buckle_2,K_03_073,K,3,73,2.412,3.44,1.805,-0.396,25,0,3.091,1.514,-0.391,11,0,3.714,2.016,14,-0.401,0,,,,,,2.192,1.386,-0.742,26,BUCKLE,,,,,,,,,,,,,,,Noun,0,0,0,1,534,1635,1101,2236,h,im,FullyOpen,1,0,0,Closed,0,AsymmetricalDifferentHandshape,Curved,0,Hand,HandAway,PalmBack,1,Lax,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.175,0.25,0.035,0.011,0.233,0.14,0.409,0.209,0.554,0.622,0.602,0.878,0.684,0.343,0.836,0,198,-0.078,4,,,,,,No,,,
carrot_3,carrot_3,K_03_075,K,3,75,2.292,2.2,1.609,-1.107,25,0.2,1.889,1.364,-0.981,11,0.182,2.455,1.809,14,-1.211,0.214,,,,,,2.346,1.742,-0.705,26,CARROT,,,,,,,,,,,,,,,Noun,0,0,0,1,767,1735,968,2269,o,imrp,Curved,1,0,0,Open,1,OneHanded,Straight,0,Head,Mouth,HeadAway,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.046,0.178,0.457,0.449,0.225,0.209,0.554,0.622,0.602,0.878,0.316,0.657,0.836,4,354,0.296,1,,,,,,No,,,
pineapple_4,pineapple_4,K_03_076,K,3,76,2.117,2.792,2.105,-0.767,25,0.04,2.8,2.3,-0.553,11,0.091,2.786,2.045,14,-0.919,0,,,,,,1.269,0.667,-1.207,26,PINEAPPLE,,,,,,,,,,,,,,,Noun,0,0,0,1,501,1502,1001,2035,f,i,Curved,0,NA,NA,Open,1,OneHanded,None,1,Head,Mouth,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.392,0.266,0.046,0,0.153,0.261,0.225,0.791,0.446,0.622,0,0,0.316,0.657,0.164,3,242,-0.439,1,,,,,,No,,,
