EntryID,LemmaID,Code,Batch,List,Item,YouTube Video,VimeoVideoHTML,VimeoVideo,SignFrequency(M),SignFrequency(SD),SignFrequency(Z),SignFrequency(N),PercentUnknown,SignFrequency(M-Native),SignFrequency(SD-Native),SignFreq(Z-native),SignFrequency(N-Native),PercentUnknown(Native),PercentGlossAgreement,PercentGlossAgreement(Native),Iconicity_ID,SubtLexUSLog10WF,LexicalClass,SignOnset(ms),SignOffset(ms),SignLength(ms),ClipLength(ms),InCDI,CDI Semantic Category,D.Iconicity(M) all,D.Iconicity(SD) all,D.Iconicity(N) all,D.Iconicity(Z) all,D.Iconicity(M) native,D.Iconicity(SD) native,D.Iconicity(N) native,D.Iconicity(Z) native,Complexity,IconicityType,Initialized.2.0,FingerspelledLoanSign.2.0,Compound.2.0,NumberOfMorphemes.2.0,Handshape.2.0,MarkedHandshape.2.0,SelectedFingers.2.0,Flexion.2.0,FlexionChange.2.0,Spread.2.0,SpreadChange.2.0,ThumbPosition.2.0,ThumbContact.2.0,SignType.2.0,Movement.2.0,RepeatedMovement.2.0,MajorLocation.2.0,MinorLocation.2.0,SecondMinorLocation.2.0,Contact.2.0,NonDominantHandshape.2.0,UlnarRotation.2.0,HandshapeM2.2.0,MarkedHandshapeM2.2.0,SelectedFingersM2.2.0,FlexionM2.2.0,FlexionChangeM2.2.0,SpreadM2.2.0,SpreadChangeM2.2.0,ThumbPositionM2.2.0,ThumbContactM2.2.0,SignTypeM2.2.0,MovementM2.2.0,RepeatedMovementM2.2.0,MajorLocationM2.2.0,MinorLocationM2.2.0,SecondMinorLocationM2.2.0,ContactM2.2.0,NonDominantHandshapeM2.2.0,UlnarRotationM2.2.0,HandshapeM3.2.0,MarkedHandshapeM3.2.0,SelectedFingersM3.2.0,FlexionM3.2.0,FlexionChangeM3.2.0,SpreadM3.2.0,SpreadChangeM3.2.0,ThumbPositionM3.2.0,ThumbContactM3.2.0,SignTypeM3.2.0,MovementM3.2.0,RepeatedMovementM3.2.0,MajorLocationM3.2.0,MinorLocationM3.2.0,SecondMinorLocationM3.2.0,ContactM3.2.0,NonDominantHandshapeM3.2.0,UlnarRotationM3.2.0,HandshapeM4.2.0,MarkedHandshapeM4.2.0,SelectedFingersM4.2.0,FlexionM4.2.0,FlexionChangeM4.2.0,SpreadM4.2.0,SpreadChangeM4.2.0,ThumbPositionM4.2.0,ThumbContactM4.2.0,SignTypeM4.2.0,MovementM4.2.0,RepeatedMovementM4.2.0,MajorLocationM4.2.0,MinorLocationM4.2.0,SecondMinorLocationM4.2.0,ContactM4.2.0,NonDominantHandshapeM4.2.0,UlnarRotationM4.2.0,HandshapeM5.2.0,MarkedHandshapeM5.2.0,SelectedFingersM5.2.0,FlexionM5.2.0,FlexionChangeM5.2.0,SpreadM5.2.0,SpreadChangeM5.2.0,ThumbPositionM5.2.0,ThumbContactM5.2.0,SignTypeM5.2.0,MovementM5.2.0,RepeatedMovementM5.2.0,MajorLocationM5.2.0,MinorLocationM5.2.0,SecondMinorLocationM5.2.0,ContactM5.2.0,NonDominantHandshapeM5.2.0,UlnarRotationM5.2.0,HandshapeM6.2.0,MarkedHandshapeM6.2.0,SelectedFingersM6.2.0,FlexionM6.2.0,FlexionChangeM6.2.0,SpreadM6.2.0,SpreadChangeM6.2.0,ThumbPositionM6.2.0,ThumbContactM6.2.0,SignTypeM6.2.0,MovementM6.2.0,RepeatedMovementM6.2.0,MajorLocationM6.2.0,MinorLocationM6.2.0,SecondMinorLocationM6.2.0,ContactM6.2.0,NonDominantHandshapeM6.2.0,UlnarRotationM6.2.0,bglm_aoa,empirical_aoa,SignFrequency(M-Nonnative),SignFrequency(SD-Nonnative),SignFreq(Z-Nonnative),SignFrequency(N-Nonnative),PercentGlossAgreement(Nonnative),PercentUnknown(Nonnative),DominantTranslation,Transparency M,Transparency SD,Transparency Z,H index,SignType.2.0Frequency,MajorLocation.2.0Frequency,MinorLocation.2.0Frequency,SecondMinorLocation.2.0Frequency,Movement.2.0Frequency,SelectedFingers.2.0Frequency,Flexion.2.0Frequency,FlexionChange.2.0Frequency,RepeatedMovement.2.0Frequency,Contact.2.0Frequency,Spread.2.0Frequency,SpreadChange.2.0Frequency,ThumbContact.2.0Frequency,ThumbPosition.2.0Frequency,UlnarRotation.2.0Frequency,PhonotacticProbability,Iconicity(Z),Iconicity(M),Iconicity(SD),Iconicity(N),Parameter.Neighborhood.Density.2.0,Neighborhood Density 2.0,SignBankAnnotationID,SignBankEnglishTranslations,SignBankLemmaID,SignBankSemanticField,SignBankID,Neighborhood Density
stomach,stomach,C_03_054,C,3.0,54.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/oEImWd6nW70?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345800117?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/345800117,3.5860000000000003,1.8419999999999999,-0.48100000000000004,29,0.033,4.0,2.031,-0.371,17,0.055999999999999994,,,,3.237,Noun,300.0,1034.0,734.0,1668.0,Yes,Body Parts,5.0,1.71,30.0,1.15,4.88,1.8,21.0,1.04,1.0,Pantomimic,0,0,0,1,flat_b,1,imrp,Flat,0.0,0.0,0.0,Open,0.0,OneHanded,Straight,1,Body,TorsoBottom,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,16.0,3.0,1.41,-0.64,12,,0.0,,5.21,1.03,0.77,0.85,0.392,0.094,0.003,0.0,0.457,0.449,0.162,0.7909999999999999,0.446,0.622,0.602,0.878,0.684,0.657,0.836,7.071000000000001,1.453,5.972,1.183,36.0,165,3,STOMACH,"anatomy, belly, body, organ, stomach",STOMACH,None,1128.0,2
stop,stop,D_01_010,D,1.0,10.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/ps8I-tT1B7s?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345803235?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/345803235,5.704,1.325,0.862,27,0.0,5.813,1.2229999999999999,0.8809999999999999,16,0.0,,,,4.5569999999999995,Verb,334.0,767.0,434.0,1802.0,Yes,Action Signs,2.62,1.44,26.0,-0.24,2.33,1.28,18.0,-0.36,3.0,Arbitrary,0,0,0,1,open_b,1,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,AsymmetricalSameHandshape,BackAndForth,0,Hand,Palm,HandAway,1,open_b,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,19.0,5.55,1.51,0.84,11,,0.0,,,,,,0.059000000000000004,0.25,0.077,0.155,0.026000000000000002,0.449,0.409,0.7909999999999999,0.5539999999999999,0.622,0.602,0.878,0.684,0.657,0.836,7.0489999999999995,0.29600000000000004,3.595,1.739,37.0,104,13,STOP,"discontinue, cut it out, end, finish, halt, quit it, stop",STOP,Event,544.0,8
stopwatch,stopwatch,F_01_067,F1,1.0,67.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/le9g7Ve_kdk?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346489538?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346489538,2.333,1.736,-1.0759999999999998,27,0.111,2.571,2.102,-0.8959999999999999,14,0.0,0.667,0.7140000000000001,,1.58,Noun,501.0,1335.0,834.0,1869.0,No,,,,,,,,,,2.0,,0,0,0,1,a,0,t,,1.0,,,Open,,OneHanded,Straight,1,Neutral,Neutral,Neutral,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.05,-1.33,13,0.6,0.231,timer,,,,,0.392,0.363,0.363,0.426,0.457,0.057,0.0,0.209,0.446,0.37799999999999995,0.0,0.0,0.0,0.657,0.836,4.585,0.665,5.156000000000001,1.7619999999999998,32.0,520,5,,,,,,3
story_1,story_1,E_01_015,E1,1.0,15.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/VY_kLp6qP4M?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346014789?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346014789,4.7139999999999995,1.7080000000000002,0.225,35,0.0,4.467,1.685,0.1,15,0.0,,,,4.052,Noun,501.0,1468.0,968.0,2236.0,Yes,Games and Routines,,,,,,,,,2.0,Arbitrary,0,0,0,1,8,1,m,Flat,1.0,,,Open,1.0,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,Neutral,1,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,35.0,4.9,1.74,0.32,20,,0.0,,,,,,0.345,0.363,0.363,0.426,0.457,0.045,0.162,0.209,0.446,0.622,0.0,0.0,0.316,0.657,0.16399999999999998,4.5760000000000005,-0.978,1.3459999999999999,0.977,26.0,449,0,STORY8,"account, anecdote, comment, gossip, narrative, recount, story, tale, tell a story",STORY,None,275.0,1
story_2,story_2,J_01_007,J,1.0,7.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/n3fN3OQDi_A?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346909189?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346909189,4.933,1.66,0.449,30,0.0,4.933,1.751,0.385,15,0.0,,,story,4.052,Noun,434.0,1635.0,1201.0,2169.0,No,,,,,,,,,,1.0,Arbitrary,0,0,0,1,o,0,imrp,Curved,0.0,0.0,0.0,Open,1.0,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,Neutral,1,o,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.93,1.62,0.51,15,,0.0,,,,,,0.345,0.363,0.363,0.426,0.457,0.449,0.225,0.7909999999999999,0.446,0.622,0.602,0.878,0.316,0.657,0.16399999999999998,7.104,-0.65,1.625,1.245,24.0,482,2,STORYb,"account, anecdote, message, narrative, recount, story, tale, tell a story",STORY,None,277.0,3
story_3,story_3,H_03_007,H,3.0,7.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/xK8xjuObKFs?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346886595?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346886595,4.571000000000001,1.4509999999999998,0.256,28,0.0,4.571000000000001,1.6969999999999998,0.278,14,0.0,0.35700000000000004,0.28600000000000003,story,4.052,Noun,601.0,1902.0,1301.0,2503.0,No,,,,,,,,,,1.0,Arbitrary,0,0,0,1,f,0,i,Flat,1.0,,,Open,1.0,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,Neutral,1,g,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.57,1.22,0.24,14,0.429,0.0,story,,,,,0.345,0.363,0.363,0.426,0.457,0.261,0.162,0.209,0.446,0.622,0.0,0.0,0.316,0.657,0.836,5.462999999999999,-0.8959999999999999,1.3330000000000002,0.7020000000000001,24.0,472,6,STORYf,"account, anecdote, comment, commentary, message, narrative, recount, relate, statement, story, tale, tell a story",STORY,None,276.0,3
straight,straight,E_01_081,E1,1.0,81.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/Ley4bmaP_c4?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346053656?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346053656,5.571000000000001,1.42,0.7020000000000001,35,0.0,5.6,1.5490000000000002,0.733,15,0.0,0.735,0.7140000000000001,,3.7960000000000003,Adjective,534.0,1068.0,534.0,1568.0,No,,,,,,,,,,1.0,,0,0,0,1,closed_b,0,imrp,FullyOpen,0.0,0.0,0.0,Closed,0.0,OneHanded,Straight,0,Head,Forehead,HeadAway,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.55,1.36,0.68,20,0.75,0.0,straight,,,,,0.392,0.266,0.039,0.17800000000000002,0.457,0.449,0.409,0.7909999999999999,0.5539999999999999,0.622,0.602,0.878,0.684,0.34299999999999997,0.836,7.499,1.166,6.16,1.179,25.0,341,8,STRAIGHT,"direct, straight, straighforward, blunt",STRAIGHT,Attribute,821.0,4
strain_1,strain_1,K_03_045,,,,,"<iframe src=https://player.vimeo.com/video/342147769?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/342147769,3.84,2.249,-0.17300000000000001,25,0.0,3.091,1.64,-0.39299999999999996,11,0.0,0.72,0.727,STRAIN,2.559,Verb,567.0,1401.0,834.0,2135.0,No,,,,,,,,,,2.0,,0,0,0,1,4,1,imrp,FullyOpen,0.0,1.0,0.0,Closed,0.0,AsymmetricalDifferentHandshape,Straight,1,Hand,HandAway,HandAway,0,S,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.43,2.53,0.0,14,0.7140000000000001,0.0,strain,,,,,0.175,0.25,0.035,0.155,0.457,0.449,0.409,0.7909999999999999,0.446,0.37799999999999995,0.39799999999999996,0.878,0.684,0.34299999999999997,0.836,6.683,-0.8140000000000001,2.0,1.4140000000000001,26.0,358,0,,,,,,0
strain_2,strain_2,K_01_076,,,,,"<iframe src=https://player.vimeo.com/video/341913457?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/341913457,5.0,1.5930000000000002,0.462,27,0.0,3.818,1.168,0.131,11,0.0,,,STRAIN (FILTER),2.559,Verb,767.0,1502.0,734.0,2135.0,No,,,,,,,,,,1.0,,0,0,0,1,4,1,imrp,FullyOpen,0.0,1.0,0.0,Closed,0.0,DominanceViolation,Straight,1,Hand,FingerFront,FingerFront,1,DominanceConditionViolation,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.81,1.33,0.69,16,,0.0,,,,,,0.023,0.25,0.015,0.016,0.457,0.449,0.409,0.7909999999999999,0.446,0.622,0.39799999999999996,0.878,0.684,0.34299999999999997,0.836,6.615,-0.5760000000000001,2.24,1.2,25.0,358,0,,,,,,0
strange,strange,C_03_018,C,3.0,18.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/SfD3UWuyVB0?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345798266?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/345798266,5.0,1.083,0.42200000000000004,30,0.0,5.278,1.074,0.446,18,0.0,,,,3.6439999999999997,Adjective,400.0,901.0,501.0,1602.0,No,,1.63,1.03,30.0,-0.66,1.76,1.14,21.0,-0.64,2.0,Arbitrary,0,0,0,1,c,0,imrp,Curved,0.0,0.0,0.0,Open,0.0,OneHanded,Curved,0,Head,HeadAway,HeadAway,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.58,1.0,0.39,12,,0.0,,3.55,1.64,-0.08,2.63,0.392,0.266,0.066,0.17800000000000002,0.233,0.449,0.225,0.7909999999999999,0.5539999999999999,0.37799999999999995,0.602,0.878,0.684,0.657,0.836,7.188,-0.534,1.8330000000000002,1.3630000000000002,36.0,164,7,STRANGE,"odd, strange, weird",STRANGE,Attribute,688.0,7
strangle,strangle,J_01_093,J,1.0,93.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/ebRGGYljAAQ?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346923550?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346923550,2.714,1.9969999999999999,-0.8959999999999999,30,0.067,2.714,1.9780000000000002,-0.907,15,0.067,,,,2.35,Verb,567.0,1568.0,1001.0,2102.0,No,,,,,,,,,,1.0,Pantomimic,0,0,0,1,c,0,imrp,Curved,0.0,0.0,0.0,Open,0.0,SymmetricalOrAlternating,Straight,1,Neutral,Neutral,,1,c,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71,2.09,-0.89,15,,0.067,,,,,,0.345,0.363,0.363,0.0,0.457,0.449,0.225,0.7909999999999999,0.446,0.622,0.602,0.878,0.684,0.657,0.836,7.7170000000000005,1.117,5.457999999999999,1.693,24.0,488,9,STRANGLE,"choke, frustrated, squeeze a neck, strangle",STRANGLE,Event,1129.0,7
straw,straw,G_01_092,G1,1.0,92.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/ohX2yNskFOQ?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/346613406?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/346613406,3.4619999999999997,1.86,-0.426,27,0.037000000000000005,3.636,1.912,-0.373,12,0.083,,,,2.504,Noun,467.0,1201.0,734.0,1802.0,No,,,,,,,,,,1.0,,0,0,0,1,f,1,i,Curved,0.0,,,Open,1.0,DominanceViolation,Straight,0,Head,Mouth,HeadAway,1,DominanceConditionViolation,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33,1.88,-0.46,15,,0.0,,,,,,0.023,0.266,0.046,0.17800000000000002,0.457,0.261,0.225,0.7909999999999999,0.5539999999999999,0.622,0.0,0.0,0.316,0.657,0.836,5.233,0.88,5.257999999999999,1.7309999999999999,31.0,364,0,,,,,,0
strawberry,strawberry,A_01_068,A,1.0,68.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/LyMcQMndvuw?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/344218823?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/344218823,2.524,1.632,-0.84,21,0.29,2.167,1.2670000000000001,-0.97,12,0.33299999999999996,,,,2.452,Noun,801.0,1568.0,767.0,2269.0,Yes,Food and Drink,1.46,0.81,31.0,-0.99,1.25,0.45,19.0,-1.04,1.0,Arbitrary,0,0,0,1,f,1,i,Curved,0.0,,,Open,1.0,OneHanded,Straight,1,Head,Mouth,HeadAway,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,23.0,3.0,2.0,-0.67,13,,0.308,,,,,,0.392,0.266,0.046,0.17800000000000002,0.457,0.261,0.225,0.7909999999999999,0.446,0.622,0.0,0.0,0.316,0.657,0.836,5.494,-0.764,1.595,1.301,37.0,364,7,STRAWBERRYdown,"food, fruit, strawberry",STRAWBERRY,Food,2019.0,2
strawberry_2,strawberry_2,K_02_017,,,,,"<iframe src=https://player.vimeo.com/video/342124740?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/342124740,5.667000000000001,1.736,0.848,25,0.04,5.091,2.023,0.8340000000000001,11,0.0,,,STRAWBERRY,2.452,Noun,601.0,1502.0,901.0,2035.0,No,,,,,,,,,,2.0,,0,0,0,1,f,1,i,Curved,0.0,,,Open,1.0,OneHanded,Curved,1,Head,Mouth,HeadAway,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.15,1.35,0.86,14,,0.071,,,,,,0.392,0.266,0.046,0.17800000000000002,0.233,0.261,0.225,0.7909999999999999,0.446,0.622,0.0,0.0,0.316,0.657,0.16399999999999998,4.599,-1.056,1.2919999999999998,0.624,24.0,160,2,STRAWBERRYstr,"food, fruit, grapes (CT sign), strawberry",STRAWBERRY,Food,2020.0,1
strawberry_3,strawberry_3,K_03_100,,,,,"<iframe src=https://player.vimeo.com/video/342185831?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/342185831,2.947,1.985,-0.757,25,0.24,2.4290000000000003,1.9880000000000002,-0.685,11,0.364,0.526,0.857,STRAWBERRY,2.452,Noun,601.0,1869.0,1268.0,2436.0,No,,,,,,,,,,3.0,,0,0,0,1,curved_v,1,im,Curved,0.0,1.0,0.0,Closed,0.0,OneHanded,Circular,1,Head,CheekNose,CheekNose,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25,2.01,-0.8,14,0.33299999999999996,0.14300000000000002,strawberry_3,,,,,0.392,0.266,0.035,0.008,0.076,0.14,0.225,0.7909999999999999,0.446,0.622,0.39799999999999996,0.878,0.684,0.34299999999999997,0.836,6.14,-1.048,1.538,1.334,26.0,59,0,,,,,,0
strawberry_4,strawberry_4,K_01_009,,,,,"<iframe src=https://player.vimeo.com/video/341888194?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/341888194,2.885,2.104,-0.652,27,0.037000000000000005,2.1,1.37,-0.772,11,0.091,0.5379999999999999,0.8,STRAWBERRY,2.452,Noun,601.0,1335.0,734.0,2002.0,No,,,,,,,,,,1.0,,0,0,0,1,curved_5,0,imrp,Curved,0.0,1.0,0.0,Open,0.0,OneHanded,None,1,Head,HeadAway,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38,2.36,-0.58,16,0.375,0.0,strawberry,,,,,0.392,0.266,0.066,0.0,0.153,0.449,0.225,0.7909999999999999,0.446,0.37799999999999995,0.39799999999999996,0.878,0.684,0.657,0.16399999999999998,5.946000000000001,-1.021,1.36,0.86,25.0,265,4,,,,,,3
street,street,A_01_062,A,1.0,62.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/MsSrpBQlHTc?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/344218666?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/344218666,5.29,1.465,0.682,31,0.0,5.332999999999999,1.328,0.7170000000000001,18,0.0,,,,3.878,Noun,300.0,1235.0,934.0,1668.0,Yes,Outside Things and Places to Go,3.77,1.84,31.0,0.21,3.58,2.01,19.0,0.15,1.0,Perceptual,0,0,0,1,open_b,1,imrp,FullyOpen,0.0,0.0,0.0,Open,0.0,SymmetricalOrAlternating,Straight,0,Neutral,Neutral,Neutral,0,open_b,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,35.0,5.23,1.69,0.63,13,,0.0,,,,,,0.345,0.363,0.363,0.426,0.457,0.449,0.409,0.7909999999999999,0.5539999999999999,0.37799999999999995,0.602,0.878,0.684,0.657,0.836,8.191,0.586,4.368,1.567,38.0,541,24,STREET,"avenue, path, road, street, way",STREET,None,278.0,37
stress,stress,B_02_075,B,2.0,75.0,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/7X5M35ofd2M?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=https://player.vimeo.com/video/345555934?title=0&byline=0&portrait=0 width=""300"" height=""220"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",https://player.vimeo.com/video/345555934,5.125,1.296,0.29100000000000004,24,0.0,4.846,1.281,0.096,13,0.0,,,,2.9010000000000002,Noun,434.0,934.0,501.0,1602.0,No,,2.42,1.57,31.0,-0.25,2.14,1.46,22.0,-0.36,1.0,Arbitrary,0,0,0,1,5,0,imrp,FullyOpen,0.0,1.0,0.0,Open,0.0,SymmetryViolation,Straight,1,Hand,FingerRadial,,1,S,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.46,1.29,0.52,11,,0.0,,4.05,1.35,0.1,2.29,0.006,0.25,0.035,0.0,0.457,0.449,0.409,0.7909999999999999,0.446,0.622,0.39799999999999996,0.878,0.684,0.657,0.836,6.916,-0.561,1.6,0.8140000000000001,30.0,397,1,STRESS,"pressure, stress, suppress",STRESS,None,928.0,1
