"EntryID","LemmaID","Code","YouTube Video","SignFrequency(M)","SignFrequency(SD)","SignFrequency(Z)","SignFrequency(N)","PercentUnknown","SignFrequency(M-Native)","SignFrequency(SD-Native)","SignFreq(Z-native)","SignFrequency(N-Native)","PercentUnknown(Native)","PercentGlossAgreement","PercentGlossAgreement(Native)","Iconicity(M)","Iconicity(SD)","Iconicity(Z)","Iconicity(N)","Iconicity_ID","SubtLexUSLog10WF","LexicalClass","SignOnset(ms)","SignOffset(ms)","SignLength(ms)","ClipLength(ms)","D.Iconicity(M) all","D.Iconicity(SD) all","D.Iconicity(N) all","D.Iconicity(Z) all","D.Iconicity(M) native","D.Iconicity(SD) native","D.Iconicity(N) native","D.Iconicity(Z) native","IconicityType","Initialized.2.0","FingerspelledLoanSign.2.0","Compound.2.0","NumberOfMorphemes.2.0","Handshape.2.0","MarkedHandshape.2.0","SelectedFingers.2.0","Flexion.2.0","FlexionChange.2.0","Spread.2.0","SpreadChange.2.0","ThumbPosition.2.0","ThumbContact.2.0","SignType.2.0","Movement.2.0","MajorLocation.2.0","MinorLocation.2.0","SecondMinorLocation.2.0","Contact.2.0","NonDominantHandshape.2.0","UlnarRotation.2.0","HandshapeM2.2.0","MarkedHandshapeM2.2.0","SelectedFingersM2.2.0","FlexionM2.2.0","FlexionChangeM2.2.0","SpreadM2.2.0","SpreadChangeM2.2.0","ThumbPositionM2.2.0","ThumbContactM2.2.0","SignTypeM2.2.0","MovementM2.2.0","MajorLocationM2.2.0","MinorLocationM2.2.0","SecondMinorLocationM2.2.0","ContactM2.2.0","NonDominantHandshapeM2.2.0","UlnarRotationM2.2.0","HandshapeM3.2.0","MarkedHandshapeM3.2.0","SelectedFingersM3.2.0","FlexionM3.2.0","FlexionChangeM3.2.0","SpreadM3.2.0","SpreadChangeM3.2.0","ThumbPositionM3.2.0","ThumbContactM3.2.0","SignTypeM3.2.0","MovementM3.2.0","MajorLocationM3.2.0","MinorLocationM3.2.0","SecondMinorLocationM3.2.0","ContactM3.2.0","NonDominantHandshapeM3.2.0","UlnarRotationM3.2.0","HandshapeM4.2.0","MarkedHandshapeM4.2.0","SelectedFingersM4.2.0","FlexionM4.2.0","FlexionChangeM4.2.0","SpreadM4.2.0","SpreadChangeM4.2.0","ThumbPositionM4.2.0","ThumbContactM4.2.0","SignTypeM4.2.0","MovementM4.2.0","MajorLocationM4.2.0","MinorLocationM4.2.0","SecondMinorLocationM4.2.0","ContactM4.2.0","NonDominantHandshapeM4.2.0","UlnarRotationM4.2.0","HandshapeM5.2.0","MarkedHandshapeM5.2.0","SelectedFingersM5.2.0","FlexionM5.2.0","FlexionChangeM5.2.0","SpreadM5.2.0","SpreadChangeM5.2.0","ThumbPositionM5.2.0","ThumbContactM5.2.0","SignTypeM5.2.0","MovementM5.2.0","MajorLocationM5.2.0","MinorLocationM5.2.0","SecondMinorLocationM5.2.0","ContactM5.2.0","NonDominantHandshapeM5.2.0","UlnarRotationM5.2.0","HandshapeM6.2.0","MarkedHandshapeM6.2.0","SelectedFingersM6.2.0","FlexionM6.2.0","FlexionChangeM6.2.0","SpreadM6.2.0","SpreadChangeM6.2.0","ThumbPositionM6.2.0","ThumbContactM6.2.0","SignTypeM6.2.0","MovementM6.2.0","MajorLocationM6.2.0","MinorLocationM6.2.0","SecondMinorLocationM6.2.0","ContactM6.2.0","NonDominantHandshapeM6.2.0","UlnarRotationM6.2.0","bglm_aoa","empirical_aoa","SignType.2.0Frequency","MajorLocation.2.0Frequency","MinorLocation.2.0Frequency","SecondMinorLocation.2.0Frequency","Movement.2.0Frequency","SelectedFingers.2.0Frequency","Flexion.2.0Frequency","FlexionChange.2.0Frequency","RepeatedMovement.2.0Frequency","Contact.2.0Frequency","Spread.2.0Frequency","SpreadChange.2.0Frequency","ThumbContact.2.0Frequency","ThumbPosition.2.0Frequency","UlnarRotation.2.0Frequency","Transparency M","Transparency SD","Transparency Z","H index","SignBankID","Parameter.Neighborhood.Density.2.0","Neighborhood Density 2.0","Parameter.Neighborhood.Density.2.0","Neighborhood Density 2.0","DominantTranslation","SignBankID","SignBankReferenceID","SignBankLemmaID","SignBankAnnotationID","SignBankSemanticField","SignBankEnglishTranslations","Complexity"
"sophisticated","sophisticated","G_02_083","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/UNgp2ZVg8uo?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","4.370","1.621","0.068","27","0","4.417","1.564","0.130","12","0.00","1","1","2.484","1.691","-0.603","31","","2.540","Adjective","534.00","1168.00","634.00","1802.00","","","","","","","","","Arbitrary","0","0","0","1","horns","1","mr","Curved","0","0","0","Open","1","OneHanded","Curved","Head","CheekNose","HeadAway","1","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.392","0.266","0.035","0.178","0.233","0.002","0.225","0.791","0.446","0.622","0.602","0.878","0.316","0.657","0.836","","","","","SNOB","126","1","126","1","snob","SNOB","3129","SNOB","SNOB","Attribute","fancy, snob, snooty, sophisticated","3"
"sophomore","sophomore","J_01_107","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/63dz7v7vCrA?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","3.241","1.976","-0.549","30","0","3.000","1.881","-0.721","15","0.07","","","1.292","0.550","-0.905","24","","2.167","Adjective","734.00","1468.00","734.00","1969.00","","","","","","","","","Arbitrary","0","0","0","1","1","0","i","FullyOpen","1","NA","NA","Closed","0","AsymmetricalDifferentHandshape","Straight","Hand","FingerTip","NA","1","5","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.175","0.250","0.023","0.000","0.457","0.261","0.409","0.209","0.446","0.622","0.000","0.000","0.684","0.343","0.836","","","","","SOPHOMORE","446","0","446","0","","SOPHOMORE","1096","SOPHOMORE","SOPHOMORE","Attribute","class year, grade, school, sophomore","2"
"sorry","sorry","C_01_020","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/ZxUyLVLHzw0?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","5.633","1.189","0.752","30","0","5.778","1.309","0.683","18","0.00","","","3.633","1.921","0.364","30","","4.775","Adjective","467.00","1435.00","968.00","1902.00","1.93","1.20","30","-0.50","1.95","1.24","21","-0.54","Arbitrary","0","0","0","1","a","0","t","NA","NA","NA","NA","Open","NA","OneHanded","Circular","Body","TorsoTop","TorsoTop","1","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","25","23","0.392","0.094","0.032","0.011","0.076","0.057","0.000","0.000","0.446","0.622","0.000","0.000","0.000","0.657","0.836","4","2","0","-0.21","SORRY","58","1","58","1","","SORRY","566","SORRY","SORRY","None","apologize, apology, sorry","3"
"sound","sound","H_02_096","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/LiCOqQ0FZTI?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","4.679","1.362","0.311","28","0","5.071","1.328","0.559","14","0.00","","","5.625","1.813","1.272","24","","3.864","Noun","534.00","1401.00","868.00","1935.00","","","","","","","","","Pantomimic","0","0","0","1","1","0","i","FullyOpen","0","NA","NA","Closed","0","OneHanded","Straight","Head","Other","NA","1","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.392","0.266","0.025","0.000","0.457","0.261","0.409","0.791","0.446","0.622","0.000","0.000","0.684","0.343","0.836","","","","","SOUND","469","11","469","11","","SOUND","1097","SOUND","SOUND","None","ear, heard, hear, noise, sound","1"
"soup","soup","A_01_039","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/mC2OM65Hhpw?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","4.548","1.457","0.280","31","0","4.833","1.543","0.462","18","0.00","1","1","5.333","2.048","1.078","39","","3.109","Noun","267.00","1168.00","901.00","1368.00","5.45","1.41","31","1.09","5.21","1.44","19","1.00","Both","0","0","0","1","curved_h","1","im","Curved","0","0","0","Closed","0","AsymmetricalDifferentHandshape","Curved","Hand","Palm","HandAway","1","B","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","33","26","0.175","0.250","0.077","0.155","0.233","0.140","0.225","0.791","0.446","0.622","0.602","0.878","0.684","0.343","0.836","","","","","SOUPcir","165","1","165","1","soup","SOUPcir","","","","","","4"
"sour","sour","F_03_060","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/R0VBiOvnYy8?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","3.926","1.796","-0.158","27","0","4.071","1.979","-0.092","14","0.00","","","3.344","1.977","-0.238","32","","2.474","Adjective","567.00","1335.00","767.00","1835.00","","","","","","","","","Arbitrary","0","0","0","1","1","0","i","FullyOpen","0","NA","NA","Closed","0","OneHanded","None","Head","Chin","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.392","0.266","0.037","0.000","0.153","0.261","0.409","0.791","0.554","0.622","0.000","0.000","0.684","0.343","0.164","","","","","BITTER","290","2","290","2","","BITTER","2504","BITTER","BITTER","Attribute","bitter, disappoint, nasty, sour, yucky","1"
"south","south","C_02_029","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/cxxYPuiBDF0?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","4.000","1.438","-0.197","30","0","4.500","1.505","-0.010","18","0.00","1","1","1.222","2.025","-0.750","27","","3.517","Noun","801.00","1835.00","1034.00","2302.00","2.97","1.77","30","0.00","3.29","1.85","21","0.11","Arbitrary","1","0","0","1","s","0","imrp","FullyClosed","0","NA","0","Closed","1","OneHanded","Straight","Neutral","Neutral","Neutral","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.392","0.363","0.363","0.426","0.457","0.449","0.067","0.791","0.554","0.378","0.000","0.878","0.316","0.343","0.836","","","","","SOUTH","524","10","524","10","south","SOUTH","682","SOUTH","SOUTH","None","direction, south","1"
"sow","sow","H_01_075","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/E8Vg_73FreE?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","3.704","1.706","-0.228","28","0","3.571","2.027","-0.337","14","0.00","0","0","2.500","2.090","-0.500","20","","1.996","Verb","434.00","1201.00","767.00","1768.00","","","","","","","","","Arbitrary","0","0","0","1","flat_o","0","imrp","Flat","1","0","0","Open","1","OneHanded","Straight","Neutral","Neutral","Neutral","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.392","0.363","0.363","0.426","0.457","0.449","0.162","0.209","0.554","0.378","0.602","0.878","0.316","0.657","0.836","","","","","","464","0","464","0","sow","","","","","","","1"
"space","space","H_03_093","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/5p2xYXGjw_w?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","4.741","1.483","0.368","28","0","4.769","1.878","0.391","14","0.07","","","1.417","0.929","-0.851","24","","3.528","Noun","434.00","1268.00","834.00","1835.00","","","","","","","","","Arbitrary","0","0","0","1","open_8","1","m","Flat","0","NA","NA","Open","0","AsymmetricalDifferentHandshape","Curved","Hand","PalmBack","HandAway","1","C","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.175","0.250","0.024","0.155","0.233","0.045","0.162","0.791","0.446","0.622","0.000","0.000","0.684","0.657","0.836","","","","","SPACE","191","2","191","2","","SPACE","269","SPACE","SPACE","None","availability, available, blank, empty, leeway, room, space, vacant","4"
"spaceship","spaceship","J_03_074","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/emqNV_nGMAI?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","1.250","0.707","-1.754","29","1","1.000","0.000","-1.918","15","0.80","0","0","1.174","0.650","-0.817","23","","2.276","Noun","634.00","1702.00","1068.00","2236.00","","","","","","","","","Arbitrary","0","0","0","1","curved_v","1","im","Curved","0","0","0","Open","0","OneHanded","Straight","Neutral","Neutral","Neutral","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.392","0.363","0.363","0.426","0.457","0.140","0.225","0.791","0.446","0.378","0.602","0.878","0.684","0.657","0.836","","","","","","453","2","453","2","spaceship","","","","","","","2"
"spaghetti","spaghetti","A_01_042","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/ANnA-2Gh2B0?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","3.935","1.843","-0.013","31","0","3.778","1.734","-0.058","18","0.00","1","1","2.718","2.048","-0.196","39","","2.481","Noun","267.00","1235.00","968.00","1435.00","2.65","1.72","31","-0.35","2.42","1.39","19","-0.41","Arbitrary","0","0","0","1","i","1","p","FullyOpen","0","NA","NA","Closed","0","SymmetricalOrAlternating","Circular","Neutral","Neutral","Neutral","0","i","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","31","23","0.345","0.363","0.363","0.426","0.076","0.033","0.409","0.791","0.446","0.378","0.000","0.000","0.684","0.343","0.836","","","","","SPAGHETTI","96","1","96","1","spaghetti","SPAGHETTI","1098","SPAGHETTI","SPAGHETTI","Food","noodles, pasta, spaghetti","3"
"spain","spain","G_01_094","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/uxwVM1P0fAU?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","3.333","1.861","-0.459","27","0","3.750","1.712","-0.268","12","0.00","","","1.714","1.843","-0.886","28","","2.750","Name","400.00","1368.00","968.00","1902.00","","","","","","","","","Arbitrary","0","0","0","1","baby_o","1","i","Bent","0","NA","NA","Open","1","OneHanded","Circular","Body","BodyAway","Clavicle","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.392","0.094","0.016","0.009","0.076","0.261","0.099","0.791","0.554","0.622","0.000","0.000","0.316","0.657","0.164","","","","","","35","0","35","0","","","","","","","","2"
"speakers","speakers","B_01_076","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/ROLzOcksZ_c?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","2.250","1.622","-1.555","24","0","2.077","1.382","-1.505","13","0.07","0","0","4.654","2.016","0.886","26","","2.004","Noun","434.00","1068.00","634.00","1869.00","4.36","1.59","31","0.72","4.05","1.57","22","0.57","NA","0","0","0","1","o","0","imrp","Curved","1","0","1","Open","1","SymmetricalOrAlternating","Straight","Neutral","Neutral","Neutral","0","o","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.345","0.363","0.363","0.426","0.457","0.449","0.225","0.209","0.446","0.378","0.602","0.122","0.316","0.657","0.836","3","2","0","-0.16","SPEAKERS","482","3","482","3","speakers","SPEAKERS","3131","SPEAKERS","SPEAKERS","None","radio, speakers, stereo, volume","1"
"special_1","special","H_01_068","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/o9VwCuIOlyM?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","3.500","1.694","-0.396","28","0","4.167","1.267","-0.052","14","0.14","1","1","2.000","1.717","-0.745","20","special","3.880","Adjective","501.00","1401.00","901.00","1902.00","","","","","","","","","Arbitrary","0","0","0","1","open_8","1","m","Flat","0","NA","NA","Open","0","AsymmetricalDifferentHandshape","Straight","Hand","FingerTip","NA","1","5","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.175","0.250","0.023","0.000","0.457","0.045","0.162","0.791","0.554","0.622","0.000","0.000","0.684","0.657","0.836","","","","","SPECIAL8","370","0","370","0","special","SPECIAL8","1100","SPECIAL","SPECIAL8","Attribute","especially, except, special, unique","3"
"special_2","special","J_02_020","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/AhqBcMwT5bk?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","5.100","1.561","0.585","30","0","5.467","1.302","0.684","15","0.00","1","1","2.240","1.690","-0.529","25","special","3.880","Adjective","601.00","1468.00","868.00","2135.00","","","","","","","","","Arbitrary","0","0","0","1","f","0","i","Flat","0","NA","NA","Open","0","SymmetryViolation","Straight","Hand","FingerTip","NA","1","1","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.006","0.250","0.023","0.000","0.457","0.261","0.162","0.791","0.554","0.622","0.000","0.000","0.684","0.657","0.836","","","","","SPECIALf","369","0","369","0","special","SPECIALf","2017","SPECIAL","SPECIALf","None","especially, except, special, unique","1"
"specialist","specialist","H_01_038","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/XE1-HEz3NH0?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","4.250","1.555","0.073","28","0","4.071","1.685","-0.077","14","0.00","","","1.950","1.761","-0.713","20","","2.423","Noun","467.00","1335.00","868.00","1835.00","","","","","","","","","Arbitrary","0","0","0","1","1","0","i","FullyOpen","0","NA","NA","Closed","0","AsymmetricalSameHandshape","Straight","Hand","FingerRadial","HandAway","1","1","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.059","0.250","0.035","0.155","0.457","0.261","0.409","0.791","0.554","0.622","0.000","0.000","0.684","0.343","0.836","","","","","SPECIALISTix","446","7","446","7","","SPECIALISTix","1101","SPECIALIST","SPECIALISTix","None","career, discipline, expert, field, professional, profession, specialist, SPECIALISTix, specialty","1"
"specific","specific","E_02_091","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/l_YoeK0pywM?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","4.406","1.365","0.088","32","0","4.467","1.060","0.114","15","0.00","","","2.710","2.224","-0.371","31","","2.959","Adjective","434.00","1468.00","1034.00","2035.00","","","","","","","","","Arbitrary","0","0","0","1","baby_o","1","i","Bent","0","NA","NA","Open","1","DominanceViolation","Circular","Hand","HandAway","FingerTip","1","DominanceConditionViolation","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.023","0.250","0.035","0.006","0.076","0.261","0.099","0.791","0.554","0.622","0.000","0.000","0.316","0.657","0.164","","","","","EXACT","66","0","66","0","","EXACT","810","EXACT","EXACT","None","detail, exact, exactly, precise, precisely, specific, specifically","2"
"spend","spend","E_01_017","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/Q3q2iS1TnzI?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","3.371","1.457","-0.506","35","0","3.333","1.718","-0.461","15","0.00","","","1.600","1.155","-0.884","25","","3.677","Verb","634.00","1001.00","367.00","1802.00","","","","","","","","","Arbitrary","0","0","0","1","baby_o","1","i","Bent","1","NA","NA","Open","1","SymmetricalOrAlternating","Curved","Body","Hips","BodyAway","1","baby_o","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.345","0.094","0.004","0.045","0.233","0.261","0.099","0.209","0.554","0.622","0.000","0.000","0.316","0.657","0.836","","","","","SPEND","106","0","106","0","","SPEND","1102","SPEND","SPEND","Event","expend, give, spend, spend money, spend time","2"
