"EntryID","LemmaID","Code","YouTube Video","SignFrequency(M)","SignFrequency(SD)","SignFrequency(Z)","SignFrequency(N)","PercentUnknown","SignFrequency(M-Native)","SignFrequency(SD-Native)","SignFreq(Z-native)","SignFrequency(N-Native)","PercentUnknown(Native)","PercentGlossAgreement","PercentGlossAgreement(Native)","Iconicity(M)","Iconicity(SD)","Iconicity(Z)","Iconicity(N)","Iconicity_ID","SubtLexUSLog10WF","LexicalClass","SignOnset(ms)","SignOffset(ms)","SignLength(ms)","ClipLength(ms)","D.Iconicity(M) all","D.Iconicity(SD) all","D.Iconicity(N) all","D.Iconicity(Z) all","D.Iconicity(M) native","D.Iconicity(SD) native","D.Iconicity(N) native","D.Iconicity(Z) native","IconicityType","Initialized.2.0","FingerspelledLoanSign.2.0","Compound.2.0","NumberOfMorphemes.2.0","Handshape.2.0","MarkedHandshape.2.0","SelectedFingers.2.0","Flexion.2.0","FlexionChange.2.0","Spread.2.0","SpreadChange.2.0","ThumbPosition.2.0","ThumbContact.2.0","SignType.2.0","Movement.2.0","MajorLocation.2.0","MinorLocation.2.0","SecondMinorLocation.2.0","Contact.2.0","NonDominantHandshape.2.0","UlnarRotation.2.0","HandshapeM2.2.0","MarkedHandshapeM2.2.0","SelectedFingersM2.2.0","FlexionM2.2.0","FlexionChangeM2.2.0","SpreadM2.2.0","SpreadChangeM2.2.0","ThumbPositionM2.2.0","ThumbContactM2.2.0","SignTypeM2.2.0","MovementM2.2.0","MajorLocationM2.2.0","MinorLocationM2.2.0","SecondMinorLocationM2.2.0","ContactM2.2.0","NonDominantHandshapeM2.2.0","UlnarRotationM2.2.0","HandshapeM3.2.0","MarkedHandshapeM3.2.0","SelectedFingersM3.2.0","FlexionM3.2.0","FlexionChangeM3.2.0","SpreadM3.2.0","SpreadChangeM3.2.0","ThumbPositionM3.2.0","ThumbContactM3.2.0","SignTypeM3.2.0","MovementM3.2.0","MajorLocationM3.2.0","MinorLocationM3.2.0","SecondMinorLocationM3.2.0","ContactM3.2.0","NonDominantHandshapeM3.2.0","UlnarRotationM3.2.0","HandshapeM4.2.0","MarkedHandshapeM4.2.0","SelectedFingersM4.2.0","FlexionM4.2.0","FlexionChangeM4.2.0","SpreadM4.2.0","SpreadChangeM4.2.0","ThumbPositionM4.2.0","ThumbContactM4.2.0","SignTypeM4.2.0","MovementM4.2.0","MajorLocationM4.2.0","MinorLocationM4.2.0","SecondMinorLocationM4.2.0","ContactM4.2.0","NonDominantHandshapeM4.2.0","UlnarRotationM4.2.0","HandshapeM5.2.0","MarkedHandshapeM5.2.0","SelectedFingersM5.2.0","FlexionM5.2.0","FlexionChangeM5.2.0","SpreadM5.2.0","SpreadChangeM5.2.0","ThumbPositionM5.2.0","ThumbContactM5.2.0","SignTypeM5.2.0","MovementM5.2.0","MajorLocationM5.2.0","MinorLocationM5.2.0","SecondMinorLocationM5.2.0","ContactM5.2.0","NonDominantHandshapeM5.2.0","UlnarRotationM5.2.0","HandshapeM6.2.0","MarkedHandshapeM6.2.0","SelectedFingersM6.2.0","FlexionM6.2.0","FlexionChangeM6.2.0","SpreadM6.2.0","SpreadChangeM6.2.0","ThumbPositionM6.2.0","ThumbContactM6.2.0","SignTypeM6.2.0","MovementM6.2.0","MajorLocationM6.2.0","MinorLocationM6.2.0","SecondMinorLocationM6.2.0","ContactM6.2.0","NonDominantHandshapeM6.2.0","UlnarRotationM6.2.0","bglm_aoa","empirical_aoa","SignType.2.0Frequency","MajorLocation.2.0Frequency","MinorLocation.2.0Frequency","SecondMinorLocation.2.0Frequency","Movement.2.0Frequency","SelectedFingers.2.0Frequency","Flexion.2.0Frequency","FlexionChange.2.0Frequency","RepeatedMovement.2.0Frequency","Contact.2.0Frequency","Spread.2.0Frequency","SpreadChange.2.0Frequency","ThumbContact.2.0Frequency","ThumbPosition.2.0Frequency","UlnarRotation.2.0Frequency","Transparency M","Transparency SD","Transparency Z","H index","SignBankID","Parameter.Neighborhood.Density.2.0","Neighborhood Density 2.0","Parameter.Neighborhood.Density.2.0","Neighborhood Density 2.0","DominantTranslation","SignBankID","SignBankReferenceID","SignBankLemmaID","SignBankAnnotationID","SignBankSemanticField","SignBankEnglishTranslations","Complexity"
"spend_lots_of_money","spend_lots_of_money","E_02_083","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/rJ9zlnF0S90?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","3.645","1.762","-0.349","32","0","3.857","1.834","-0.230","15","0.07","1","1","2.742","2.352","-0.397","31","","","Verb","367.00","1668.00","1301.00","2336.00","","","","","","","","","Arbitrary","0","0","0","1","baby_o","1","i","Bent","1","NA","NA","Open","1","SymmetricalOrAlternating","Curved","Body","BodyAway","BodyAway","0","baby_o","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.345","0.094","0.016","0.045","0.233","0.261","0.099","0.209","0.446","0.378","0.000","0.000","0.316","0.657","0.836","","","","","","106","0","106","0","spend_lots_of_money","","","","","","","2"
"spicy","spicy","J_03_036","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/Us2N1Q14MVo?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","4.310","1.466","0.082","29","0","4.800","1.424","0.315","15","0.00","","","3.087","1.832","0.113","23","","2.230","Adjective","601.00","1668.00","1068.00","2202.00","","","","","","","","","Arbitrary","0","0","0","1","flat_b","1","imrp","Flat","0","0","1","Open","0","OneHanded","Straight","Head","Mouth","HeadAway","1","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.392","0.266","0.046","0.178","0.457","0.449","0.162","0.791","0.446","0.622","0.602","0.122","0.684","0.657","0.836","","","","","SPICYsupstr","361","1","361","1","","SPICYsupstr","2792","SPICY","","Attribute","hot, spicy, spicy food","1"
"spider","spider","D_03_067","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/wyOq6robo_s?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","3.192","1.470","-0.518","26","0","3.063","1.289","-0.619","16","0.00","","","6.040","1.670","0.936","25","","2.713","Noun","667.00","1468.00","801.00","2369.00","5.39","1.33","26","1.17","5.11","1.37","18","1.08","Perceptual","0","0","0","1","curved_5","0","imrp","Curved","0","1","0","Open","0","SymmetricalOrAlternating","Straight","Neutral","Neutral","Neutral","1","curved_5","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","28","28","0.345","0.363","0.363","0.426","0.457","0.449","0.225","0.791","0.446","0.622","0.398","0.878","0.684","0.657","0.836","","","","","SPIDER","512","14","512","14","","SPIDER","787","SPIDER","SPIDER","Animal","animal, arachnid, spider","1"
"spill_1","spill_1","G_01_037","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/WWzeNximyk8?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","4.148","1.680","-0.032","27","0","4.083","1.881","-0.073","12","0.00","","","4.179","1.867","0.354","28","","2.636","Verb","434.00","934.00","501.00","1635.00","","","","","","","","","Perceptual","0","0","0","1","o","0","imrp","Curved","1","0","1","Open","1","SymmetricalOrAlternating","Curved","Neutral","Neutral","Neutral","1","o","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","32","21","0.345","0.363","0.363","0.426","0.233","0.449","0.225","0.209","0.554","0.622","0.602","0.122","0.316","0.657","0.836","","","","","","284","8","284","8","","","","","","","","2"
"spill_2","spill_2","K_01_064","","3.720","1.838","-0.322","27","0","2.900","1.197","-0.493","11","0.09","","","3.920","1.656","0.118","25","SPILL","2.636","Verb","534.00","1535.00","1001.00","2102.00","","","","","","","","","","0","0","0","1","o","0","imrp","Curved","1","0","1","Open","1","AsymmetricalDifferentHandshape","Curved","Hand","FingerRadial","HandAway","1","S","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.175","0.250","0.035","0.155","0.233","0.449","0.225","0.209","0.554","0.622","0.602","0.122","0.316","0.657","0.836","","","","","","192","0","192","0","","","","","","","","3"
"spit_out","spit_out","F_02_030","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/WhO5FgJ9t28?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","3.630","1.713","-0.320","27","0","3.643","1.823","-0.325","14","0.00","","","5.258","1.949","0.317","31","","","Verb","567.00","1235.00","667.00","1768.00","","","","","","","","","NA","0","0","0","1","baby_o","1","i","Bent","1","NA","NA","Open","1","OneHanded","Straight","Head","Mouth","HeadAway","1","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.392","0.266","0.046","0.178","0.457","0.261","0.099","0.209","0.554","0.622","0.000","0.000","0.316","0.657","0.836","","","","","","353","1","353","1","","","","","","","","1"
"splash-ca","splash-ca","K_02_037","","3.143","1.852","-0.815","25","0","2.333","1.414","-0.868","11","0.18","","","4.542","1.641","0.380","24","SPLASH WATER","","Verb","501.00","1001.00","501.00","1668.00","","","","","","","","","","0","0","0","1","5","0","imrp","FullyOpen","0","1","0","Open","0","SymmetricalOrAlternating","Curved","Neutral","Neutral","Neutral","0","5","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.345","0.363","0.363","0.426","0.233","0.449","0.409","0.791","0.554","0.378","0.398","0.878","0.684","0.657","0.164","","","","","","307","5","307","5","","","","","","","","2"
"spontaneous","spontaneous","E_02_024","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/smMR4JYJTVo?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","4.500","1.586","0.160","32","0","4.200","1.424","-0.036","15","0.00","1","1","2.903","2.150","-0.375","31","","2.330","Adjective","534.00","1201.00","667.00","1735.00","","","","","","","","","Arbitrary","0","0","0","1","baby_o","1","i","Bent","1","NA","NA","Open","1","SymmetricalOrAlternating","Curved","Neutral","Neutral","Neutral","0","baby_o","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.345","0.363","0.363","0.426","0.233","0.261","0.099","0.209","0.554","0.378","0.000","0.000","0.316","0.657","0.164","","","","","","290","0","290","0","immediately","","","","","","","2"
"spoon","spoon","A_02_037","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/_b9HKq2eaTg?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","3.440","1.917","-0.184","25","0","4.000","2.280","0.202","11","0.15","","","3.267","2.074","0.039","30","","2.590","Noun","334.00","1401.00","1068.00","1435.00","3.72","1.70","31","0.22","3.57","1.60","19","0.17","Arbitrary","0","0","1","2","h","1","im","FullyOpen","0","0","0","Closed","0","DominanceViolation","None","Hand","FingerFront","NA","1","DominanceConditionViolation","0","h","1","im","FullyOpen","0","0","0","Closed","0","AsymmetricalSameHandshape","None","Head","Mouth","NA","1","h","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","30","22","0.023","0.250","0.015","0.000","0.153","0.140","0.409","0.791","0.554","0.622","0.602","0.878","0.684","0.343","0.836","","","","","SPOON","92","1","92","1","","SPOON","3132","SPOON","SPOON","None","spoon, utensil","1"
"sports","sports","C_03_035","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/ZnFkZgEN7rQ?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","4.333","1.269","-0.016","30","0","4.889","1.023","0.195","18","0.00","","","1.364","2.075","-0.752","33","","3.149","Noun","400.00","968.00","567.00","1935.00","2.30","1.49","30","-0.30","2.52","1.60","21","-0.23","Arbitrary","0","0","0","1","a","0","t","NA","NA","NA","NA","Open","NA","SymmetricalOrAlternating","None","Neutral","Neutral","NA","0","a","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.345","0.363","0.363","0.000","0.153","0.057","0.000","0.000","0.446","0.378","0.000","0.000","0.000","0.657","0.164","4","2","1","-0.18","SPORTS","178","3","178","3","","SPORTS","","","","","","2"
"spot_something","spot_something","G_01_002","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/xaUrpLWcde8?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","3.680","1.520","-0.360","27","0","3.667","1.557","-0.331","12","0.00","","","4.250","1.818","0.355","28","SPOT SOMETHING","","Verb","467.00","1335.00","868.00","1869.00","","","","","","","","","NA","0","0","1","2","1","0","i","FullyOpen","0","NA","NA","Closed","0","OneHanded","None","Head","Eye","NA","1","NA","0","f","1","i","Curved","1","NA","NA","Open","1","OneHanded","Straight","Neutral","Neutral","Neutral","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.392","0.266","0.016","0.000","0.153","0.261","0.409","0.791","0.554","0.622","0.000","0.000","0.684","0.343","0.836","","","","","","290","45","290","45","","","","","","","","0"
"spread_1","spread_1","G_03_012","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/cerXst8sQqw?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","4.889","1.251","0.342","27","0","4.917","1.165","0.372","12","0.00","","","6.250","1.118","1.154","20","","3.203","Verb","501.00","1301.00","801.00","1969.00","","","","","","","","","NA","0","0","0","1","o","0","imrp","Curved","1","0","1","Open","1","SymmetricalOrAlternating","Curved","Neutral","Neutral","Neutral","1","o","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.345","0.363","0.363","0.426","0.233","0.449","0.225","0.209","0.554","0.622","0.602","0.122","0.316","0.657","0.836","","","","","SPREAD","284","8","284","8","","SPREAD","1104","SPREAD","SPREAD","Event","disseminate, expansive, overflow, spill, spread, widespread","2"
"spread_2","spread_2","K_03_080","","4.130","1.687","-0.079","25","0","3.636","1.433","-0.064","11","0.00","1","1","5.192","1.721","0.518","26","SPREAD","3.203","Verb","501.00","1368.00","868.00","2069.00","","","","","","","","","","0","0","0","1","h","1","im","FullyOpen","1","0","0","Closed","0","AsymmetricalDifferentHandshape","Other","Hand","Palm","HandAway","1","B","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.175","0.250","0.077","0.155","0.017","0.140","0.409","0.209","0.446","0.622","0.602","0.878","0.684","0.343","0.164","","","","","","52","0","52","0","spread_2","","","","","","","5"
"spread_3","spread_3","K_01_083","","2.875","1.484","-0.826","27","0","2.250","1.282","-1.139","11","0.27","1","1","5.040","1.719","0.644","25","SPREAD","3.203","Verb","501.00","1635.00","1134.00","2236.00","","","","","","","","","","0","0","0","1","open_b","1","imrp","FullyOpen","0","0","0","Open","0","AsymmetricalSameHandshape","Z-shaped","Hand","FingerFront","Palm","1","open_b","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.059","0.250","0.015","0.025","0.034","0.449","0.409","0.791","0.554","0.622","0.602","0.878","0.684","0.657","0.836","","","","","","104","2","104","2","spread_3","","","","","","","3"
"spring","spring","E_03_074","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/zG7seehjAi4?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","4.400","1.545","0.100","30","0","4.143","1.916","-0.074","14","0.00","","","3.735","2.428","-0.053","34","SPRING (SEASON)","3.204","Noun","601.00","1468.00","868.00","2035.00","","","","","","","","","Arbitrary","0","0","0","1","o","0","imrp","Curved","1","0","1","Open","1","AsymmetricalDifferentHandshape","Straight","Hand","Palm","HandAway","1","C","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.175","0.250","0.077","0.155","0.457","0.449","0.225","0.209","0.446","0.622","0.602","0.122","0.316","0.657","0.836","","","","","SPRING","386","1","386","1","","SPRING","1105","SPRING","SPRING","None","season, spring, time of year","2"
"square","square","J_01_060","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/ZK8glHFoLM4?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","4.100","1.863","-0.022","30","0","4.133","1.767","-0.034","15","0.00","","","6.667","1.049","1.634","24","","3.210","Noun","534.00","1535.00","1001.00","2069.00","","","","","","","","","Perceptual","0","0","0","1","1","0","i","FullyOpen","1","NA","NA","Closed","0","SymmetricalOrAlternating","Other","Neutral","Neutral","Neutral","1","1","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.345","0.363","0.363","0.426","0.017","0.261","0.409","0.209","0.554","0.622","0.000","0.000","0.684","0.343","0.836","","","","","SQUARE","111","0","111","0","","SQUARE","1106","SQUARE","SQUARE","None","rectangle, shape, square","3"
"square_idiot","square_idiot","J_01_062","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/gyZPRRAcMYo?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","5.100","1.729","0.557","30","0","5.267","1.870","0.582","15","0.00","0","1","1.542","1.250","-0.775","24","idiot","","Adjective","434.00","1201.00","767.00","1702.00","","","","","","","","","Arbitrary","0","0","0","1","g","0","i","Flat","0","NA","NA","Open","0","OneHanded","None","Neutral","Neutral","NA","0","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.392","0.363","0.363","0.000","0.153","0.261","0.162","0.791","0.554","0.378","0.000","0.000","0.684","0.657","0.164","","","","","","141","3","141","3","stupid","","","","","","","1"
"squeeze","squeeze","H_03_019","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/xgKGB1CHWmQ?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","2.000","1.581","-1.322","28","0","1.417","0.669","-1.716","14","0.14","","","3.792","1.956","0.220","24","","2.886","Verb","567.00","1635.00","1068.00","2102.00","","","","","","","","","Arbitrary","0","0","0","1","curved_5","0","imrp","Curved","1","1","1","Open","0","OneHanded","Straight","Neutral","Neutral","Neutral","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","0.392","0.363","0.363","0.426","0.457","0.449","0.225","0.209","0.554","0.378","0.398","0.122","0.684","0.657","0.836","","","","","","512","4","512","4","","","","","","","","1"
"squirrel","squirrel","C_03_020","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/oesJKtxEtxY?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","2.800","1.400","-0.915","30","0","3.111","1.568","-0.858","18","0.00","1","1","2.917","2.075","-0.024","36","","2.447","Noun","634.00","1235.00","601.00","2202.00","3.50","1.53","30","0.34","3.71","1.62","21","0.42","Arbitrary","0","0","0","1","bent_v","1","im","Bent","0","1","0","Closed","0","DominanceViolation","Straight","Hand","FingerTip","NA","1","DominanceConditionViolation","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","31","28","0.023","0.250","0.023","0.000","0.457","0.140","0.099","0.791","0.446","0.622","0.398","0.878","0.684","0.343","0.836","3","2","-1","-0.16","SQUIRREL","358","1","358","1","squirrel","SQUIRREL","739","SQUIRREL","SQUIRREL","Animal","animal, rodent, squirrel","2"
