Code,EntryID,SignFrequency(M),Iconicity(M),LexicalClass,NeighborhoodDensity
C_01_049,past,4.276,3.567,Minor,2
B_01_060,patient_1,3.625,1.185,Noun,0
B_01_085,patient_2,5.5600000000000005,1.423,Adjective,12
D_02_056,patient_3,4.889,1.733,Adjective,12
F_01_082,pay,5.038,2.645,Verb,15
F_03_036,pay_off_bills,3.333,2.625,Verb,10
B_01_089,peace,3.6,2.481,Noun,25
A_01_070,peach,3.581,2.189,Noun,2
K_02_087,peach_2,2.75,1.167,Noun,4
G_02_088,peacock,2.417,4.226,Noun,10
E_02_077,peanut_butter,4.438,1.935,Noun,12
F_02_006,pear,2.4,1.194,Noun,11
F_01_017,peas_1,1.15,2.0,Noun,7
F_02_052,peas_2,2.6,2.903,Noun,9
K_03_010,peck,3.5,5.115,Verb,1
E_02_026,peekaboo,2.548,6.9030000000000005,Noun,6
H_03_052,peel_1,2.76,3.958,Verb,14
K_01_052,peel_2,3.885,4.12,Verb,12
K_02_103,peel_3,2.706,3.417,Verb,1
D_02_006,peg,1.192,3.3,Verb,1
K_03_083,peg_2,2.95,4.0,Noun,4
K_01_103,peg_3,3.458,4.2,Noun,0
E_02_097,pen,5.5,5.806,Noun,2
A_02_053,pencil,4.296,3.967,Noun,8
F_01_088,penguin,2.8890000000000002,6.226,Noun,12
F_03_095,penis,3.963,1.8130000000000002,Noun,9
D_01_049,penny,2.808,1.162,Noun,4
C_01_009,people,6.0,2.1,Noun,4
A_02_085,pepper,3.0,3.167,Noun,22
C_01_021,pepsi,2.5,1.433,Name,1
J_02_063,perceive,3.9,3.16,Verb,3
C_02_082,percent,3.483,2.407,Noun,3
D_01_008,perfect,3.654,2.1,Adjective,1
A_02_073,perfume,2.556,2.533,Noun,2
F_01_046,perfume_2,3.222,6.742,Verb,6
J_02_107,period,3.833,3.48,Noun,8
G_03_093,permission,4.769,1.9,Noun,5
E_01_078,persistent,5.2,3.08,Adjective,19
B_01_066,person,4.84,1.37,Noun,5
H_01_006,perspective,4.821,2.3,Noun,0
G_01_091,persuade,3.423,1.679,Noun,16
F_01_063,pet,3.63,4.968,Verb,5
K_02_085,pet_2,6.167,5.458,Verb,12
E_01_051,pharmacist,2.061,1.52,Noun,10
H_02_023,philadelphia,3.37,1.2610000000000001,Name,0
H_03_095,philosophy,3.316,1.833,Noun,5
J_01_038,photography,4.667,4.917,Noun ,1
E_03_014,physics,3.067,2.2,Noun,10
A_03_029,piano,2.16,6.381,Noun,13
K_03_071,pick_2,5.48,5.038,Verb,0
H_03_098,pickle,3.786,1.542,Noun,4
E_03_040,picnic,2.923,1.7810000000000001,Noun,12
A_02_042,picture,6.259,2.167,Noun,6
A_01_074,pie,3.581,4.514,Noun,5
A_02_032,pig,3.885,1.467,Noun,8
B_02_077,pile,3.417,5.2,Noun,17
B_01_050,pill,3.88,3.37,Noun,8
A_02_019,pillow,2.593,5.0,Noun,8
K_01_097,pillow_2,4.923,3.48,Noun,2
K_02_049,pillow_3,4.458,5.958,Noun,15
G_02_096,pin_on,2.667,5.742,Verb,0
H_01_095,pinch_1,2.893,5.85,Verb,0
K_03_112,pinch_2,4.348,5.36,Verb,19
C_02_088,pineapple,2.0,,Noun,0
K_01_056,pineapple_2,4.538,1.2,Noun,4
K_02_011,pineapple_3,3.2,1.292,Noun,14
K_03_076,pineapple_4,2.792,1.2690000000000001,Noun,8
K_01_084,pineapple_5,1.333,1.44,Noun,13
C_01_074,pink,4.467,1.233,Adjective,9
B_03_027,pipe,1.909,3.92,Noun,9
K_02_018,pipe_2,3.13,4.708,Noun,4
K_03_113,pipe_3,2.75,4.04,Noun,0
K_01_011,pipe_4,1.917,4.8,Noun,12
A_03_058,pirate,2.7199999999999998,5.333,Noun,15
H_03_056,pissed_off,5.286,3.542,Adjective,9
G_01_028,pitcher,2.185,2.5,Noun,6
C_03_022,pity,4.133,1.472,Noun,3
G_01_013,pizza_1,4.25,1.679,Noun,1
E_02_085,pizza_2,5.188,1.968,Noun,5
E_02_084,pizza_cutter,1.875,4.968,Noun,2
E_03_102,pjs,3.5,2.0,Noun,5
G_01_029,place,5.7780000000000005,2.25,Noun,5
E_03_079,plain,3.9,3.206,Adjective,62
E_03_034,plan,5.633,2.438,Verb,41
F_01_019,planet,4.222,1.452,Noun,4
E_01_029,plant,4.829,8.0,Noun,3
F_02_060,plate,4.889,2.774,Noun,3
E_03_070,platform,3.933,5.912,Noun,8
C_01_066,play,5.967,2.4,Verb,6
G_03_062,players,4.731,2.35,Noun,6
A_02_029,playground,3.778,1.6,Noun,6
B_02_007,please,6.16,2.667,Adverb,2
E_01_014,plenty,4.371,2.52,Adjective,13
D_01_032,pliers,3.04,4.486,Noun,10
H_02_058,plow_1,2.52,4.435,Verb,33
K_02_089,plow_2,2.133,2.125,Verb,3
E_01_022,plug_1,4.485,7.64,Noun,1
K_01_063,plug_2,4.92,4.04,Verb,1
G_03_028,plummet,3.808,5.6,Verb,15
A_01_087,plunger,2.727,5.75,Noun,38
J_03_045,plus,4.517,6.609,Noun,30
D_01_075,point,3.577,4.486,Noun,0
K_02_083,point_index,6.083,6.875,Verb,0
H_02_014,pole,2.577,5.435,Noun,22
A_01_052,policeman,4.258,4.211,Noun,4
K_03_104,policeman_2,5.88,2.92,Noun,7
J_03_063,policy,4.0,1.217,Noun,2
J_01_086,polish,5.733,5.042,Verb,24
H_01_043,ponder,4.25,4.1,Verb,7
D_02_010,pool,2.038,5.194,Noun,16
H_03_072,poop,5.286,3.833,Verb,24
C_02_011,poor,3.833,1.704,Adjective,0
D_03_023,pop,1.6960000000000002,4.125,Verb,1
K_01_049,pop_2,4.385,6.0,Verb,4
K_02_115,pop_3,3.042,6.417,Verb,3
K_03_031,pop_4,5.08,4.6,Verb,4
A_02_080,popcorn,3.778,3.0,Noun,22
G_02_077,pope,2.0,4.968,Noun,0
J_01_016,popular,5.2,1.417,Adjective,13
G_01_033,porcupine,1.444,3.143,Noun,0
J_02_050,positive,5.233,4.92,Adjective,30
B_02_005,possible,4.792,1.7000000000000002,Adjective,38
H_03_079,possum,3.536,2.125,Noun,8
H_01_012,postpone,5.107,2.45,Verb,11
A_03_050,potato,4.8,1.143,Noun,6
F_02_063,pour,3.333,6.5809999999999995,Verb,6
K_01_094,pour_2,5.889,6.5600000000000005,Verb,12
H_01_026,powder,3.536,6.05,Noun,0
C_03_069,power,3.966,2.1390000000000002,Noun,0
F_03_002,practice,5.519,2.313,Verb,1
C_03_090,prayer,3.5,6.833,Noun,41
D_01_019,preacher,2.63,1.147,Noun,22
H_02_071,precious,5.071,1.542,Adjective,17
F_01_058,predict,4.963,1.774,Verb,3
B_01_078,prefer,3.52,1.577,Verb,7
H_01_031,pregnant,3.821,5.5,Noun,3
D_02_016,president,4.462,1.355,Noun,16
H_03_006,press,3.417,5.417,Verb,4
E_02_082,press_in_mind,4.844,3.774,Verb,13
D_03_062,pretend,3.192,1.667,Verb,31
C_01_022,pretty,5.533,3.933,Adverb,11
C_02_004,price,4.033,2.037,Noun,14
A_01_081,pride,5.419,2.571,Noun,13
D_03_026,priest,2.5380000000000003,2.391,Noun,2
E_01_003,prince,1.741,2.32,Noun,1
H_01_030,principal,4.214,1.7000000000000002,Noun,0
B_01_045,print,4.92,2.815,Noun,5
J_01_074,priority,4.867,1.625,Adjective,10
A_01_090,prison,3.5,3.324,Noun,7
C_03_010,problem_1,5.033,1.75,Noun,1
B_03_047,problem_2,5.542,2.033,Noun,10
E_03_055,process,4.267,4.25,Verb,3
J_03_051,produce_sign,4.37,1.87,Verb,10
H_02_016,profoundly_deaf,4.357,4.542,Adjective,9
G_02_084,program,5.259,,Noun,2
J_01_054,project,4.7,1.292,Noun,2
A_01_071,promise,4.839,3.5949999999999998,Verb,62
D_01_061,promote,3.462,3.694,Verb,10
E_02_019,proof,4.719,3.355,Noun,2
F_01_038,propeller_1,2.292,3.161,Noun,3
H_02_026,propose,4.929,4.542,Verb,25
C_03_037,protection,3.533,3.5,Noun,8
H_03_026,protest,3.857,3.542,Verb,21
H_01_045,provide,5.071,3.6,Verb,5
J_01_106,proximalization,1.417,2.0,Noun,0
A_03_010,psychologist,3.8,1.286,Noun,28
F_02_074,psychology,4.63,1.516,Noun,8
H_02_029,public,4.607,2.875,Noun,25
D_02_062,pull,3.778,6.645,Verb,16
G_03_069,pull_convince,4.077,2.0,Verb,16
H_02_056,pumpkin,2.9290000000000003,1.125,Noun,30
J_01_051,punch_face,2.724,6.708,Verb,15
C_02_041,punish,3.8,2.667,Verb,2
B_02_067,purple,4.92,1.033,Adjective,0
D_02_077,push,3.556,7.0,Verb,21
F_03_046,put,5.074,4.156,Verb,7
G_02_007,put_aside,4.519,6.452,Verb,41
E_01_076,put_in_back_mind,5.257,5.92,Verb,7
B_01_012,puzzled,4.92,3.593,Adjective,62
F_03_074,Q_tip,3.074,5.719,Noun,8
J_02_011,qm,4.867,2.2,Noun,11
J_02_095,quality,4.233,1.6800000000000002,Noun,0
H_02_049,quarter,1.9,1.292,Noun,6
A_03_055,queen,3.44,2.667,Noun,0
C_01_037,quiet,5.3,3.067,Adjective,1
F_01_079,quit,4.7780000000000005,2.161,Verb,12
C_02_024,rabbit,2.724,4.296,Noun,4
K_03_119,rabbit_2,4.52,3.04,Noun,1
F_02_075,race,5.296,3.0,Verb,10
K_02_121,racecar_track,4.083,3.083,Noun,38
A_01_075,radio,2.581,3.5949999999999998,Noun,7
A_03_061,rain,5.76,5.429,Noun,2
F_03_001,rainbow,4.037,5.625,Noun,1
E_03_019,raisin,1.895,1.7650000000000001,Noun,3
D_03_021,rake,2.231,5.88,Verb,5
H_01_101,range,2.667,2.6,Noun,11
D_02_081,rat,2.63,1.5,Noun,3
A_01_089,razor,3.833,5.588,Noun,9
K_03_103,razor_2,3.542,4.192,Noun,0
K_01_107,reach,4.08,4.5600000000000005,Verb,33
H_03_065,react,4.036,1.833,Verb,2
A_01_022,read,6.3870000000000005,4.571,Verb,14
F_03_042,ready,6.37,1.9380000000000002,Adjective,2
G_01_071,real_sick,4.741,1.607,Verb,8
B_02_021,really,5.8,2.067,Adverb,11
H_02_079,really_into,4.036,1.542,Adjective,1
C_01_076,reason,5.433,2.867,Noun,1
H_03_090,recent_1,5.357,1.667,Adjective,2
J_02_056,recent_2,4.893,1.4,Adjective,9
J_02_078,recite,3.852,3.04,Verb,19
G_01_024,record,3.0,3.464,Verb,4
B_03_089,recording,2.84,2.267,Verb,4
C_02_090,red,5.069,1.037,Adjective,62
F_03_030,red_faced,3.8890000000000002,2.094,Adjective,31
E_01_042,reduce,4.914,5.24,Verb,12
E_03_036,reflect,5.3,3.531,Verb,0
G_01_001,refrigerator,1.913,3.464,Noun,13
H_01_062,refuse,5.75,3.1,Verb,13
F_01_021,register,5.222,2.0,Verb,2
J_01_067,regular,5.2,1.417,Adverb,15
B_01_023,relationship,4.96,3.259,Noun,7
D_03_081,relax,4.885,3.48,Verb,12
K_02_032,relax_2,5.375,2.042,Verb,14
E_03_059,"release, rescue",4.567,3.7,Verb,21
H_01_063,relief,5.5,3.75,Adjective,2
B_03_029,religion,4.333,1.267,Noun,1
C_02_014,remember,5.7,1.37,Verb,13
H_03_038,remember_2,4.0,5.083,Verb,12
J_02_103,remind,4.9,2.04,Verb,12
B_03_004,remote_control,4.84,6.0,Noun,10
J_02_092,remove,4.467,4.08,Verb,0
J_03_007,replace,4.207,3.0,Verb,11
E_01_024,request,4.714,4.16,Verb,25
C_01_078,requirement,4.966,1.667,Noun,14
H_02_067,rescue,4.571,1.75,Verb,21
B_03_084,research,4.16,2.31,Noun,2
J_03_039,resent,5.241,1.957,Verb,9
J_01_084,resign,4.0,2.917,Verb,1
G_03_030,resist,5.111,4.15,Verb,38
J_01_029,respect,5.5,2.375,Adjective,2
B_01_018,responsibility,5.72,3.548,Noun,7
B_01_031,rest,5.375,3.963,Verb,12
J_03_043,rest_all_day,1.857,1.565,Verb,17
D_02_045,restaurant,5.889,1.29,Noun,1
E_03_003,restless,4.4,2.371,Adjective,2
J_01_039,result,4.517,1.458,Noun,0
J_03_084,retire,3.815,1.2610000000000001,Adjective,0
H_02_028,retrieve,3.786,3.583,Verb,8
D_03_088,revenge,2.56,1.792,Noun,8
D_03_016,rhino,1.917,4.783,Noun,6
K_03_116,rhino_2,3.333,3.423,Noun,2
K_01_088,rhino_3,3.1,2.7199999999999998,Noun,7
K_01_122,ribbon_award,2.6,3.52,Noun,0
F_03_103,rich,4.231,2.938,Adjective,17
F_03_023,ride_1,4.963,3.719,Verb,1
J_03_026,ride_2,3.724,4.391,Verb,4
C_01_065,right_1,6.0,2.567,Adjective,37
C_01_070,right_2,4.862,3.533,Minor,2
J_03_095,right_3,5.276,1.609,Noun,19
A_03_053,ring,3.174,6.857,Noun,8
F_02_026,risk,4.636,2.194,Verb,37
A_03_035,river,3.2,4.476,Noun,4
F_02_066,river_2,3.154,3.742,Noun,4
F_02_083,road,5.0,4.323,Noun,8
J_03_062,roar,2.429,3.348,Verb,6
K_02_094,roar_2,2.909,4.458,Verb,12
J_02_038,roast,1.667,5.24,Verb,19
G_02_093,rob,2.808,4.452,Verb,0
F_01_034,robot,2.926,6.419,Noun,41
A_01_030,rock,3.7,4.289,Noun,24
E_01_016,rocket_1,1.8860000000000001,4.04,Noun,2
E_02_088,rocket_2,2.063,5.258,Verb,2
E_03_024,rocking_chair_1,1.9260000000000002,3.441,Noun,3
G_01_010,rocking_chair_2,2.52,2.536,Noun,4
H_03_036,role,4.071,2.667,Noun,0
E_03_011,roll,3.4,6.8,Verb,19
H_03_034,roll_up_sleeves,4.036,6.625,Verb,0
D_02_033,rollerblading,2.111,3.9,Noun,8
A_02_074,rollerskating,2.074,1.933,Noun,3
F_01_039,roof,2.769,6.6129999999999995,Noun,19
A_01_024,room,5.742,4.154,Noun,41
H_03_073,roommate,3.857,1.625,Noun,33
A_03_051,rooster,2.667,4.381,Noun,1
D_03_012,rope,2.083,3.68,Noun,0
G_03_024,rose,3.63,1.85,Noun,2
F_01_028,rough,4.185,2.645,Adjective,5
G_03_047,row,2.5,8.9,Verb,8
B_01_026,rude,3.75,1.444,Adjective,10
G_02_060,ruin,4.7780000000000005,2.226,Verb,14
F_02_091,rule,4.889,1.774,Noun,2
G_02_086,ruler,4.111,2.613,Noun,10
B_03_015,run,5.2,1.667,Verb,5
J_01_100,run_2,3.533,6.333,Verb,38
K_03_096,run_faucet,4.88,1.6800000000000002,Verb,7
G_01_077,run_out_of,5.667,2.25,Verb,6
E_03_054,rush,4.4,3.909,Verb,1
D_02_091,russia_2,3.111,1.613,Name,1
B_02_053,sad,5.24,5.8,Adjective,10
G_01_085,safe,5.037,2.0,Adjective,21
D_01_074,sail,1.6520000000000001,3.064,Verb,19
K_01_048,sail_2,2.84,2.68,Verb,19
F_02_094,sailboat,2.615,2.903,Noun,12
A_02_061,salad,4.704,3.667,Noun,17
B_01_069,salt,4.92,1.037,Noun,1
E_02_100,salt_shaker,4.688,6.5809999999999995,Noun,33
B_02_009,same_1,5.84,3.621,Minor,10
B_02_013,same_2,3.4,1.767,Minor,37
J_02_081,same_same,4.833,1.92,Minor,10
H_02_021,same_time,4.607,1.875,Minor,10
A_02_004,sandals,4.667,2.133,Noun,14
A_01_015,sandwich,3.677,2.5380000000000003,Noun,8
K_02_086,sandwich_2,3.409,2.958,Noun,41
K_03_072,sandwich_3,4.24,5.64,Noun,8
K_01_015,sandwich_4,3.04,5.16,Noun,41
F_03_019,santa  ,3.333,3.531,Noun,6
E_01_005,sarcastic,4.571,1.8,Adjective,0
D_01_028,saturday,5.889,1.0,Name,8
F_01_054,sauce,4.259,4.452,Noun,3
F_03_088,sausage,3.2800000000000002,4.063,Noun,19
G_03_061,save,5.154,2.05,Verb,14
G_02_074,save_money,5.333,2.903,Verb,8
D_03_060,saw,1.5710000000000002,5.875,Verb,38
K_02_007,saw_2,5.2,3.958,Verb,4
G_03_015,saxophone,1.963,5.9,Noun,1
C_03_039,scan,4.433,4.032,Noun,14
F_03_089,scar_memory,4.148,4.5,Verb,9
B_02_014,scarcely,4.96,1.5,Adverb,5
B_03_079,scared,4.4,4.967,Adjective,9
A_03_013,scarf,2.24,5.905,Noun,0
K_03_085,scarf_2,3.261,4.077,Noun,3
K_01_086,scarf_3,4.167,3.24,Noun,2
K_02_120,scarf_4,2.182,3.375,Noun,0
A_03_001,schedule,5.92,2.857,Noun,1
C_03_089,school,6.4,1.194,Noun,13
A_02_011,science,4.852,1.333,Noun,5
A_01_020,scientist,3.516,1.4100000000000001,Noun,5
A_01_038,scissors,4.548,6.947,Noun,4
H_01_008,scold,4.25,6.85,Verb,37
J_03_044,scoop,2.481,6.565,Verb,1
H_01_060,score,4.536,3.1,Verb,7
H_02_099,scout,1.524,2.917,Noun,4
H_02_084,scratch,3.37,5.292,Verb,14
E_03_027,scream,3.833,5.147,Verb,17
D_02_023,screwdriver,2.923,5.567,Noun,2
K_03_041,screwdriver_2,4.583,5.92,Noun,4
K_01_014,screwdriver_3,2.875,5.2,Noun,30
H_03_081,script,3.2800000000000002,3.25,Noun,17
C_03_084,scroll_down,3.423,5.389,Noun,8
E_02_086,scrub,4.258,6.032,Verb,24
J_01_028,sculpt,3.6,2.917,Verb,12
E_03_045,sculpture,3.767,2.313,Noun,12
G_01_057,seal,2.375,4.714,Noun,41
C_03_076,secret,4.2,2.306,Noun,12
A_03_059,secretary,4.24,1.667,Noun,4
C_02_030,see,6.333,4.63,Verb,9
J_03_004,see_see,5.69,4.13,Verb,9
F_01_043,seem,5.148,1.968,Verb,2
D_03_087,select,5.038,4.24,Verb,11
H_01_015,self,3.964,3.95,Minor,7
J_03_024,sell,4.966,1.6520000000000001,Verb,7
G_03_099,senate,3.846,1.9,Noun,3
E_02_009,send,3.844,4.129,Verb,19
H_03_097,senior_citizen,4.357,1.5,Noun,15
J_02_091,sensitive,5.0,1.8,Adjective,1
H_01_025,sentence,4.571,2.9,Noun,22
E_02_008,sequence,4.161,4.065,Noun,4
B_01_071,serious,5.125,3.154,Adjective,62
E_02_004,serve_1,4.531,3.032,Verb,41
K_02_061,serve_2,2.818,3.167,Verb,41
B_03_021,set_up,4.16,3.065,Verb,3
F_03_087,seven,5.296,2.75,Number,0
J_01_099,several,4.393,2.042,Adjective,0
B_02_073,sew,2.48,5.867,Verb,4
G_01_062,shake_1,1.667,5.036,Verb,13
F_03_048,shake_2,2.76,5.719,Verb,38
J_03_105,shakespeare,2.25,1.87,Noun,38
D_03_008,shame,2.231,2.217,Noun,6
H_01_066,shame_on_you,3.357,5.45,Minor,15
D_01_035,shampoo,4.481,4.861,Noun,17
F_01_005,shape,3.444,4.645,Noun,0
E_02_101,share,5.688,2.774,Verb,5
E_03_023,shark_1,3.103,5.559,Noun,8
E_02_071,shark_2,2.323,4.806,Noun,8
G_01_055,sharp_1,3.815,3.0,Adjective,4
H_01_105,sharp_2,3.76,2.1,Adjective,2
H_03_060,sharpen_1,2.5,5.25,Verb,9
K_03_097,sharpen_2,4.0,4.4,Verb,17
K_01_109,sharpen_3,3.32,4.36,Verb,0
B_03_017,shave,2.5,6.129,Verb,15
J_02_018,shave_2,2.208,5.32,Verb,10
H_03_018,shave_3,3.667,6.042,Verb,9
K_02_043,shave_4,2.8,3.292,Verb,5
K_03_114,shave_5,2.167,1.6800000000000002,Verb,1
A_02_010,sheep,3.222,1.767,Noun,0
E_02_060,shelf,3.875,4.742,Noun,19
E_01_050,shield,4.571,4.28,Noun,38
D_01_091,shiny,3.259,2.3529999999999998,Adjective,10
A_01_028,shirt,2.867,5.923,Noun,7
K_01_108,shirt_2,4.923,4.04,Noun,7
D_01_023,shocked,4.037,4.833,Adjective,62
A_02_057,shoes,6.074,1.533,Noun,38
J_01_024,shoot_1,3.133,6.625,Verb,4
K_02_114,shoot_2,4.091,4.458,Verb,11
F_01_049,shooting,3.593,6.645,Verb,0
C_03_075,shop_1,5.067,2.314,Verb,1
D_03_058,shop_2,6.231,1.5,Noun,5
H_01_049,short_distance,5.036,2.75,Noun,2
H_02_092,short_person,3.821,4.875,Noun,19
J_02_087,short_word,2.263,4.52,Noun,2
A_01_037,shorts,4.1,3.686,Noun,3
E_01_013,shot,3.743,4.88,Verb,2
G_02_079,should,6.111,2.065,Verb,8
A_02_055,shoulder,3.7039999999999997,6.7,Noun,7
K_03_006,shoulder_2,3.92,6.6,Noun,2
K_01_078,shoulder_3,4.4,6.24,Noun,9
J_03_005,shout_1,4.034,4.87,Verb,17
K_02_084,shout_2,3.9,2.917,Verb,1
A_01_088,shovel,3.167,6.314,Noun,21
K_03_008,shovel_2,2.609,4.88,Noun,7
C_01_050,show,5.333,2.5,Verb,30
A_02_001,shower,5.593,5.367,Noun,9
A_01_065,shrimp,3.357,2.351,Noun,37
G_03_026,shut_out,5.148,4.85,Verb,8
B_01_040,shy,3.88,2.111,Adjective,6
B_01_072,sick,5.32,3.692,Adjective,5
J_03_055,side,4.0,4.8260000000000005,Adjective,12
F_01_087,sideburns,1.542,5.71,Noun,12
E_03_050,sign,5.9,2.75,Noun,19
D_02_031,sign_language,5.222,2.4,Noun,19
H_03_094,sign_paper,4.714,2.333,Verb,12
F_01_069,signature,5.481,2.355,Noun,12
F_03_069,signing_fluently,5.556,2.063,Verb,5
B_01_090,silly,5.4,2.741,Adjective,9
D_03_091,silver,2.077,1.167,Noun,9
D_03_014,since,5.115,1.458,Minor,0
D_03_075,sing,3.0,2.56,Verb,3
H_01_018,single,4.607,2.6,Adjective,0
J_01_061,single_out,5.1,1.375,Verb,8
E_02_042,sink,2.406,3.645,Verb,4
G_03_065,siren,1.7890000000000001,5.75,Noun,19
D_03_050,sister,5.385,1.208,Noun,5
D_03_034,sit,5.615,3.56,Verb,0
H_03_066,situation,4.857,1.333,Noun,10
G_03_034,six,5.074,2.75,Number,1
C_01_090,skate,2.8,2.433,Verb,6
C_02_052,skateboarding,1.893,4.63,Verb,0
K_01_079,skateboarding_2,4.407,1.2,Verb,4
K_02_110,skateboarding_3,3.476,2.625,Verb,5
D_02_027,ski,3.148,1.161,Noun,8
K_03_033,ski-ca,3.292,4.04,Verb,21
G_02_038,skill,5.704,1.903,Adjective,7
F_01_091,skin,4.923,4.29,Noun,0
A_01_046,skirt,3.567,5.256,Noun,9
G_01_032,skunk,3.2800000000000002,2.286,Noun,0
E_03_094,slave,2.833,3.412,Noun,21
F_01_010,sled_1,2.056,2.581,Noun,12
G_02_027,sled_2,2.0,2.194,Verb,6
B_03_037,sleep,6.6,4.833,Verb,10
J_01_035,slice_1,3.346,5.542,Verb,8
K_01_028,slice_2,5.08,5.24,Verb,28
K_02_057,slice_3,5.792,5.667,Verb,19
K_03_067,slice_4,4.042,4.923,Verb,17
F_01_100,slide,3.192,6.065,Verb,4
K_01_058,slide_2,2.84,5.24,Verb,0
F_02_069,slingshot,1.714,4.226,Noun,1
J_02_030,slip_1,3.276,4.5600000000000005,Verb,19
K_02_033,slip_2,5.16,5.208,Verb,2
E_01_062,slipper,3.057,3.68,Noun,9
B_02_041,slow,4.64,2.033,Adjective,13
D_01_030,small,5.0,4.083,Adjective,15
D_02_075,smart,5.222,3.903,Adjective,1
E_02_049,smell,5.406,5.258,Noun,14
F_03_026,smell_money,2.731,5.375,Verb,14
D_01_031,smile,4.074,6.636,Noun,1
K_03_023,smile_2,5.5600000000000005,6.654,Verb,3
H_01_046,smoke,3.111,3.9,Noun,0
C_03_087,smoking,3.433,6.806,Verb,0
H_02_101,smooth,4.75,2.25,Adjective,0
G_01_067,snail,1.7650000000000001,4.429,Noun,10
A_01_043,snake,3.4,4.526,Noun,0
F_02_017,snap,4.692,6.645,Verb,19
K_01_080,snap_stick,4.37,4.24,Verb,19
F_01_057,sneak_adventure,4.704,3.581,Verb,3
C_03_066,sneeze,2.533,6.806,Verb,15
K_02_023,sneeze_2,5.5600000000000005,6.875,Verb,2
B_03_042,snob,3.92,3.967,Noun,1
E_01_102,snorkel,3.03,4.76,Noun,6
A_01_057,snow,3.097,4.053,Noun,4
K_03_081,snow_2,5.36,2.846,Verb,21
K_01_025,snowboard,3.96,1.56,Verb,19
G_03_073,snowman,2.692,1.7000000000000002,Noun,1
E_03_005,snowsuit,2.0,2.829,Noun,1
G_01_069,so,5.63,2.571,Minor,38
A_01_084,soap,5.097,2.457,Noun,5
E_03_078,soap_2,2.048,4.588,Verb,0
A_03_004,soccer,3.8,1.762,Noun,11
F_03_032,soccer_2,4.346,3.594,Verb,1
H_03_030,social,5.286,2.542,Noun,5
H_01_021,socialize,3.348,3.65,Verb,3
H_01_002,society,3.63,2.25,Noun,21
A_03_033,socks,5.12,1.524,Noun,37
C_03_030,soda,4.533,2.3609999999999998,Noun,2
G_03_006,sofa,3.963,2.25,Noun,10
E_03_013,soft,4.467,3.257,Adjective,1
G_01_030,softball,4.741,4.357,Noun,33
B_01_020,some,5.625,2.259,Minor,28
J_02_012,somersault_1,3.034,5.52,Noun,19
K_02_118,somersault_2,2.05,3.25,Verb,0
K_03_064,somersault_3,2.8890000000000002,2.76,Verb,4
G_01_009,something,6.0,2.143,Minor,19
E_02_038,sometimes,5.813,2.355,Minor,15
B_02_086,son,4.88,2.2,Noun,1
G_01_004,soon_1,6.259,1.8210000000000002,Adjective,14
H_03_023,soon_3,3.963,1.458,Adjective,14
G_02_083,sophisticated,4.37,2.484,Adjective,1
J_01_107,sophomore,3.241,1.292,Adjective,30
C_01_020,sorry,5.633,3.633,Adjective,5
H_02_096,sound,4.679,5.625,Noun,31
A_01_039,soup,4.548,5.333,Noun,1
F_03_060,sour,3.926,3.344,Adjective,62
C_02_029,south,4.0,1.222,Noun,38
H_01_075,sow,3.7039999999999997,2.5,Verb,3
H_03_093,space,4.741,1.417,Noun,4
J_03_074,spaceship,1.25,1.174,Noun,4
A_01_042,spaghetti,3.935,2.718,Noun,0
G_01_094,spain,3.333,1.714,Name,1
B_01_076,speakers,2.25,4.654,Noun,19
H_01_068,special_1,3.5,2.0,Adjective,10
J_02_020,special_2,5.1,2.24,Adjective,8
H_01_038,specialist,4.25,1.9500000000000002,Noun,30
E_02_091,specific,4.406,2.71,Adjective,1
E_01_017,spend,3.371,1.6,Verb,3
E_02_083,spend_lots_of_money,3.645,2.742,Verb,3
J_03_036,spicy,4.31,3.087,Adjective,8
D_03_067,spider,3.192,6.04,Noun,33
G_01_037,spill_1,4.148,4.179,Verb,7
K_01_064,spill_2,3.7199999999999998,3.92,Verb,3
F_02_030,spit_out,3.63,5.258,Verb,17
K_02_037,splash-ca,3.143,4.542,Verb,13
E_02_024,spontaneous,4.5,2.903,Adjective,11
A_02_037,spoon,3.44,3.267,Noun,2
C_03_035,sports,4.333,1.3639999999999999,Noun,10
G_01_002,spot_something,3.68,4.25,Verb,62
G_03_012,spread_1,4.889,6.25,Verb,7
K_03_080,spread_2,4.13,5.192,Verb,0
K_01_083,spread_3,2.875,5.04,Verb,4
E_03_074,spring,4.4,3.735,Noun,8
J_01_060,square,4.1,6.667,Noun,1
J_01_062,square_idiot,5.1,1.542,Adjective,4
H_03_019,squeeze,2.0,3.792,Verb,33
C_03_020,squirrel,2.8,2.917,Noun,6
E_02_016,sshh,4.438,6.774,Minor,31
J_01_096,stack_1,2.476,5.667,Verb,6
K_02_102,stack_2,4.273,6.292,Verb,2
K_03_069,stack_3,4.5600000000000005,6.5600000000000005,Verb,1
K_01_019,stack_4,2.783,5.6,Verb,1
G_01_086,stadium,3.852,2.0,Noun,13
C_01_071,staff,3.967,1.333,Noun,5
A_03_048,stairs,5.4,3.81,Noun,10
C_03_063,stamp,2.762,3.086,Noun,4
G_02_098,stamp_1,5.259,6.452,Verb,1
F_03_093,stamp_2,4.963,2.813,Noun,10
E_02_011,stand_1,5.219,5.097,Verb,14
