"EntryID","LemmaID","Code","YouTube Video","Vimeo Video","SignFrequency(M)","SignFrequency(SD)","SignFrequency(Z)","SignFrequency(N)","PercentUnknown","SignFrequency(M-Native)","SignFrequency(SD-Native)","SignFreq(Z-native)","SignFrequency(N-Native)","PercentUnknown(Native)","PercentGlossAgreement","PercentGlossAgreement(Native)","Iconicity(M)","Iconicity(SD)","Iconicity(Z)","Iconicity(N)","Iconicity_ID","SubtLexUSLog10WF","LexicalClass","SignOnset(ms)","SignOffset(ms)","SignLength(ms)","ClipLength(ms)","D.Iconicity(M) all","D.Iconicity(SD) all","D.Iconicity(N) all","D.Iconicity(Z) all","D.Iconicity(M) native","D.Iconicity(SD) native","D.Iconicity(N) native","D.Iconicity(Z) native","IconicityType","Initialized.2.0","FingerspelledLoanSign.2.0","Compound.2.0","NumberOfMorphemes.2.0","Handshape.2.0","MarkedHandshape.2.0","SelectedFingers.2.0","Flexion.2.0","FlexionChange.2.0","Spread.2.0","SpreadChange.2.0","ThumbPosition.2.0","ThumbContact.2.0","SignType.2.0","Movement.2.0","MajorLocation.2.0","MinorLocation.2.0","SecondMinorLocation.2.0","Contact.2.0","NonDominantHandshape.2.0","UlnarRotation.2.0","HandshapeM2.2.0","MarkedHandshapeM2.2.0","SelectedFingersM2.2.0","FlexionM2.2.0","FlexionChangeM2.2.0","SpreadM2.2.0","SpreadChangeM2.2.0","ThumbPositionM2.2.0","ThumbContactM2.2.0","SignTypeM2.2.0","MovementM2.2.0","MajorLocationM2.2.0","MinorLocationM2.2.0","SecondMinorLocationM2.2.0","ContactM2.2.0","NonDominantHandshapeM2.2.0","UlnarRotationM2.2.0","HandshapeM3.2.0","MarkedHandshapeM3.2.0","SelectedFingersM3.2.0","FlexionM3.2.0","FlexionChangeM3.2.0","SpreadM3.2.0","SpreadChangeM3.2.0","ThumbPositionM3.2.0","ThumbContactM3.2.0","SignTypeM3.2.0","MovementM3.2.0","MajorLocationM3.2.0","MinorLocationM3.2.0","SecondMinorLocationM3.2.0","ContactM3.2.0","NonDominantHandshapeM3.2.0","UlnarRotationM3.2.0","HandshapeM4.2.0","MarkedHandshapeM4.2.0","SelectedFingersM4.2.0","FlexionM4.2.0","FlexionChangeM4.2.0","SpreadM4.2.0","SpreadChangeM4.2.0","ThumbPositionM4.2.0","ThumbContactM4.2.0","SignTypeM4.2.0","MovementM4.2.0","MajorLocationM4.2.0","MinorLocationM4.2.0","SecondMinorLocationM4.2.0","ContactM4.2.0","NonDominantHandshapeM4.2.0","UlnarRotationM4.2.0","HandshapeM5.2.0","MarkedHandshapeM5.2.0","SelectedFingersM5.2.0","FlexionM5.2.0","FlexionChangeM5.2.0","SpreadM5.2.0","SpreadChangeM5.2.0","ThumbPositionM5.2.0","ThumbContactM5.2.0","SignTypeM5.2.0","MovementM5.2.0","MajorLocationM5.2.0","MinorLocationM5.2.0","SecondMinorLocationM5.2.0","ContactM5.2.0","NonDominantHandshapeM5.2.0","UlnarRotationM5.2.0","HandshapeM6.2.0","MarkedHandshapeM6.2.0","SelectedFingersM6.2.0","FlexionM6.2.0","FlexionChangeM6.2.0","SpreadM6.2.0","SpreadChangeM6.2.0","ThumbPositionM6.2.0","ThumbContactM6.2.0","SignTypeM6.2.0","MovementM6.2.0","MajorLocationM6.2.0","MinorLocationM6.2.0","SecondMinorLocationM6.2.0","ContactM6.2.0","NonDominantHandshapeM6.2.0","UlnarRotationM6.2.0","bglm_aoa","empirical_aoa","SignType.2.0Frequency","MajorLocation.2.0Frequency","MinorLocation.2.0Frequency","SecondMinorLocation.2.0Frequency","Movement.2.0Frequency","SelectedFingers.2.0Frequency","Flexion.2.0Frequency","FlexionChange.2.0Frequency","RepeatedMovement.2.0Frequency","Contact.2.0Frequency","Spread.2.0Frequency","SpreadChange.2.0Frequency","ThumbContact.2.0Frequency","ThumbPosition.2.0Frequency","UlnarRotation.2.0Frequency","Transparency M","Transparency SD","Transparency Z","H index","SignBankID","Parameter.Neighborhood.Density.2.0","Neighborhood Density 2.0","Parameter.Neighborhood.Density.2.0","Neighborhood Density 2.0","DominantTranslation","SignBankID"
"straw","straw","G_01_092","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/ohX2yNskFOQ?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","","3.462","1.860","-0.426","27","0","3.636","1.912","-0.373","12","0.08","","","5.429","1.526","0.947","28","","2.504","Noun","467.00","1201.00","734.00","1802.00","","","","","","","","","NA","0","0","0","1","f","1","i","Curved","0","NA","NA","Open","1","DominanceViolation","Straight","Head","Mouth","HeadAway","1","DominanceConditionViolation","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","63","725","126","342","1245","712","579","2010","1509","1694","0","0","812","1790","2276","","","","","","14","0","14","0","",""
"strawberry","strawberry","A_01_068","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/LyMcQMndvuw?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=""https://player.vimeo.com/video/344218823"" width=""280"" height=""160"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","2.524","1.632","-0.840","21","0","2.167","1.267","-0.970","12","0.33","","","1.595","2.048","-0.764","37","","2.452","Noun","801.00","1568.00","767.00","2269.00","1.46","0.81","31","-0.99","1.25","0.45","19","-1.04","Arbitrary","0","0","0","1","f","1","i","Curved","0","NA","NA","Open","1","OneHanded","Straight","Head","Mouth","HeadAway","1","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","29","23","1068","725","126","342","1245","712","579","2010","1215","1694","0","0","812","1790","2276","","","","","STRAWBERRYdown","14","8","14","8","","STRAWBERRYdown"
"strawberry_2","strawberry_2","K_02_017","","<iframe src=""https://player.vimeo.com/video/342124740"" width=""280"" height=""158"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","5.667","1.736","0.703","25","0","5.091","2.023","0.834","11","0.00","","","1.292","0.624","-1.169","24","STRAWBERRY","2.452","Noun","601.00","1502.00","901.00","2035.00","","","","","","","","","","0","0","0","1","f","1","i","Curved","0","NA","NA","Open","1","OneHanded","Curved","Head","Mouth","HeadAway","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","1068","725","126","342","634","712","579","2010","1215","1694","0","0","812","1790","448","","","","","","2","2","2","2","",""
"strawberry_3","strawberry_3","K_03_100","","<iframe src=""https://player.vimeo.com/video/342185831"" width=""280"" height=""158"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","2.947","1.985","-1.103","25","0","2.429","1.988","-1.242","11","0.36","1","1","1.538","1.334","-1.168","26","STRAWBERRY","2.452","Noun","601.00","1869.00","1268.00","2436.00","","","","","","","","","","0","0","0","1","curved_v","1","im","Curved","0","1","0","Closed","0","OneHanded","Circular","Head","CheekNose","CheekNose","1","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","1068","725","96","16","208","381","579","2010","1215","1694","554","1391","1756","934","2276","","","","","","0","0","0","0","strawberry_3",""
"strawberry_4","strawberry_4","K_01_009","","<iframe src=""https://player.vimeo.com/video/341888194"" width=""280"" height=""158"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","2.885","2.104","-0.694","27","0","2.100","1.370","-0.865","11","0.09","1","1","1.360","0.860","-1.133","25","STRAWBERRY","2.452","Noun","601.00","1335.00","734.00","2002.00","","","","","","","","","","0","0","0","1","curved_5","0","imrp","Curved","0","1","0","Open","0","OneHanded","None","Head","HeadAway","NA","0","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","1068","725","179","0","416","1222","579","2010","1215","1030","554","1391","1756","1790","448","","","","","","7","4","7","4","strawberry_4",""
"street","street","A_01_062","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/MsSrpBQlHTc?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=""https://player.vimeo.com/video/344218666"" width=""280"" height=""160"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","5.290","1.465","0.682","31","0","5.333","1.328","0.717","18","0.00","","","4.368","2.048","0.586","38","","3.878","Noun","300.00","1235.00","934.00","1668.00","3.77","1.84","31","0.21","3.58","2.01","19","0.15","Perceptual","0","0","0","1","open_b","1","imrp","FullyOpen","0","0","0","Open","0","SymmetricalOrAlternating","Straight","Neutral","Neutral","Neutral","0","open_b","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","40","35","939","989","990","818","1245","1222","1051","2010","1509","1030","839","1391","1756","1790","2276","","","","","STREET","41","24","41","24","","STREET"
"stress","stress","B_02_075","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/7X5M35ofd2M?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=""https://player.vimeo.com/video/345540519"" width=""280"" height=""160"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","5.125","1.296","0.291","24","0","4.846","1.281","0.096","13","0.00","","","1.600","2.045","-0.561","30","","2.901","Noun","434.00","934.00","501.00","1602.00","2.42","1.57","31","-0.25","2.14","1.46","22","-0.36","Arbitrary","0","0","0","1","5","0","imrp","FullyOpen","0","1","0","Open","0","SymmetryViolation","Straight","Hand","FingerRadial","NA","1","S","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","16","682","94","0","1245","1222","1051","2010","1215","1694","554","1391","1756","1790","2276","4","1","0","-0.19","PRESSURE","13","1","13","1","","PRESSURE"
"stretch-ca","stretch-ca","K_03_078","","<iframe src=""https://player.vimeo.com/video/342151073"" width=""280"" height=""158"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","4.360","2.215","0.121","25","0","3.818","2.401","0.014","11","0.00","","","6.760","0.723","1.230","25","STRETCH BODY","","Verb","601.00","1902.00","1301.00","2703.00","","","","","","","","","","0","0","0","1","s","0","imrp","FullyClosed","0","NA","NA","Closed","1","SymmetricalOrAlternating","Other","Body","BodyAway","BodyAway","0","s","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","939","256","44","86","45","1222","173","2010","1509","1030","0","0","812","934","2276","","","","","","0","0","0","0","",""
"stretch_1","stretch_1","K_02_108","","<iframe src=""https://player.vimeo.com/video/342144198"" width=""280"" height=""158"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","5.200","1.443","0.495","25","0","5.364","1.433","0.918","11","0.00","","","3.875","1.484","0.077","24","STRETCH","","Verb","701.00","1668.00","968.00","2569.00","","","","","","","","","","0","0","0","1","s","0","imrp","FullyClosed","0","NA","NA","Closed","1","AsymmetricalSameHandshape","Straight","Hand","FingerUlnar","HandAway","1","s","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","162","682","18","298","1245","1222","173","2010","1215","1694","0","0","812","934","2276","","","","","","17","1","17","1","",""
"stretch_2","stretch_2","K_03_126","","<iframe src=""https://player.vimeo.com/video/342307954"" width=""280"" height=""158"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","2.708","1.654","-0.836","25","0","2.400","1.506","-0.841","11","0.09","","","4.400","1.732","0.137","25","STRETCH","","Verb","634.00","1768.00","1134.00","2436.00","","","","","","","","","","0","0","0","1","c","0","imrp","Curved","1","0","0","Open","0","SymmetricalOrAlternating","Straight","Neutral","Neutral","Neutral","1","c","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","939","989","990","818","1245","1222","579","532","1509","1694","839","1391","1756","1790","2276","","","","","","15","6","15","6","",""
"strict","strict","C_01_047","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/hImfvGeEJ1A?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=""https://player.vimeo.com/video/345578287"" width=""280"" height=""160"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","3.800","1.627","-0.303","30","0","3.778","1.665","-0.419","18","0.00","","","1.800","1.921","-0.541","30","","2.555","Adjective","334.00","868.00","534.00","1435.00","1.53","0.94","30","-0.72","1.62","1.02","21","-0.73","Arbitrary","0","0","0","1","bent_v","1","im","Bent","0","1","0","Closed","0","OneHanded","Straight","Head","CheekNose","NA","1","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","1068","725","96","0","1245","381","253","2010","1509","1694","554","1391","1756","934","2276","4","2","0","-0.19","STRICT","1","1","1","1","","STRICT"
"string","string","F_03_054","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/gNzYiWa9tvg?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","","4.259","1.483","0.022","27","0","4.143","1.562","-0.044","14","0.00","","","5.031","1.858","0.190","32","","2.811","Noun","467.00","1368.00","901.00","2135.00","","","","","","","","","NA","0","0","0","1","i","1","p","FullyOpen","0","NA","NA","Closed","0","SymmetricalOrAlternating","Straight","Neutral","Neutral","Neutral","1","i","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","939","989","990","818","1245","90","1051","2010","1509","1694","0","0","1756","934","2276","","","","","LINE","4","2","4","2","","LINE"
"stripe","stripe","H_01_085","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/_F3mZ9moTEI?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>
","","3.429","1.687","-0.422","28","0","3.429","1.651","-0.453","14","0.00","1","1","4.500","1.732","0.472","20","","1.875","Noun","501.00","1535.00","1034.00","1935.00","","","","","","","","","Perceptual","0","0","0","1","4","1","imrp","FullyOpen","0","1","0","Closed","0","OneHanded","Straight","Body","TorsoTop","TorsoTop","1","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","1068","256","87","21","1245","1222","1051","2010","1509","1694","554","1391","1756","934","2276","","","","","STRIPE","0","2","0","2","stripe","STRIPE"
"strong","strong","G_03_027","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/0kbLiCAafMs?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","","4.926","1.685","0.376","27","0","5.000","1.477","0.395","12","0.00","","","6.650","1.089","1.319","20","","3.647","Adjective","567.00","1134.00","567.00","1735.00","","","","","","","","","NA","1","0","0","1","s","0","imrp","FullyClosed","0","NA","0","Closed","1","SymmetricalOrAlternating","Straight","Body","BodyAway","NA","0","s","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","939","256","44","0","1245","1222","173","2010","1215","1030","0","1391","812","934","2276","","","","","STRONG","5","9","5","9","","STRONG"
"structure","structure","H_01_035","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/wFHKInjVGCA?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","","4.250","1.531","0.087","28","0","4.429","1.399","0.192","14","0.00","","","1.850","1.387","-0.817","20","","2.716","Noun","434.00","1602.00","1168.00","2135.00","","","","","","","","","Arbitrary","1","0","0","1","s","0","imrp","FullyClosed","0","NA","0","Closed","1","SymmetricalOrAlternating","Other","Neutral","Neutral","Neutral","1","s","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","939","989","990","818","45","1222","173","2010","1509","1694","0","1391","812","934","2276","","","","","STRUCTURE","0","6","0","6","","STRUCTURE"
"struggle","struggle","H_03_102","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/l31giZsN8FU?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","","5.000","1.305","0.540","28","0","5.071","1.269","0.584","14","0.00","","","2.250","1.452","-0.449","24","","2.834","Verb","467.00","1635.00","1168.00","2135.00","","","","","","","","","Arbitrary","0","0","0","1","1","0","i","FullyOpen","0","NA","NA","Closed","0","SymmetricalOrAlternating","Circular","Neutral","Neutral","Neutral","0","1","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","939","989","990","818","208","712","1051","2010","1215","1030","0","0","1756","934","2276","","","","","STRUGGLE","19","13","19","13","","STRUGGLE"
"stubborn","stubborn","B_03_086","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/ivNGyG_jHxs?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=""https://player.vimeo.com/video/344362076"" width=""280"" height=""160"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","4.640","1.524","0.028","25","0","4.500","1.225","-0.082","14","0.00","","","2.367","1.948","-0.234","30","","2.744","Adjective","667.00","1034.00","367.00","1969.00","2.00","1.26","31","-0.47","1.96","1.29","22","-0.46","Arbitrary","0","0","0","1","open_b","1","imrp","FullyOpen","1","0","0","Open","0","OneHanded","None","Head","Forehead","NA","1","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","1068","725","107","0","416","1222","1051","532","1509","1694","839","1391","1756","1790","2276","3","2","0","-0.18","STUBBORN","8","0","8","0","","STUBBORN"
"stuck","stuck","E_01_019","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/PKKkkcCJgWA?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=""https://player.vimeo.com/video/346015033"" width=""280"" height=""160"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","5.543","1.462","0.689","35","0","5.867","1.302","0.882","15","0.00","","","3.000","1.871","-0.304","25","","3.531","Adjective","334.00","1001.00","667.00","1502.00","","","","","","","","","Arbitrary","0","0","0","1","v","1","im","FullyOpen","0","1","0","Closed","0","OneHanded","Straight","Body","Neck","NA","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","30","16","1068","256","16","0","1245","381","1051","2010","1509","1030","554","1391","1756","934","2276","","","","","STUCK","0","1","0","1","","STUCK"
"student","student","A_02_012","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/PoErJrpLuPA?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=""https://player.vimeo.com/video/344220657"" width=""280"" height=""160"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","4.704","2.091","0.444","27","0","4.692","1.932","0.449","13","0.00","1","1","1.900","2.074","-0.553","30","","3.342","Noun","267.00","1134.00","868.00","1335.00","2.42","1.41","31","-0.44","2.05","1.35","19","-0.57","Arbitrary","0","0","1","3","flatspread_5","1","imrp","Flat","1","1","1","Open","1","AsymmetricalDifferentHandshape","None","Hand","Palm","NA","1","B","0","flat_o","0","imrp","Flat","0","0","0","Open","1","OneHanded","None","Head","HeadAway","NA","0","NA","0","open_b","1","imrp","FullyOpen","0","0","0","Open","0","SymmetricalOrAlternating","Straight","Neutral","Neutral","Neutral","0","open_b","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","476","682","210","0","416","1222","415","532","1509","1694","554","194","812","1790","2276","","","","","STUDENT","3","1","3","1","student","STUDENT"
