"EntryID","LemmaID","Code","YouTube Video","Vimeo Video","SignFrequency(M)","SignFrequency(SD)","SignFrequency(Z)","SignFrequency(N)","PercentUnknown","SignFrequency(M-Native)","SignFrequency(SD-Native)","SignFreq(Z-native)","SignFrequency(N-Native)","PercentUnknown(Native)","PercentGlossAgreement","PercentGlossAgreement(Native)","Iconicity(M)","Iconicity(SD)","Iconicity(Z)","Iconicity(N)","Iconicity_ID","SubtLexUSLog10WF","LexicalClass","SignOnset(ms)","SignOffset(ms)","SignLength(ms)","ClipLength(ms)","D.Iconicity(M) all","D.Iconicity(SD) all","D.Iconicity(N) all","D.Iconicity(Z) all","D.Iconicity(M) native","D.Iconicity(SD) native","D.Iconicity(N) native","D.Iconicity(Z) native","IconicityType","Initialized.2.0","FingerspelledLoanSign.2.0","Compound.2.0","NumberOfMorphemes.2.0","Handshape.2.0","MarkedHandshape.2.0","SelectedFingers.2.0","Flexion.2.0","FlexionChange.2.0","Spread.2.0","SpreadChange.2.0","ThumbPosition.2.0","ThumbContact.2.0","SignType.2.0","Movement.2.0","MajorLocation.2.0","MinorLocation.2.0","SecondMinorLocation.2.0","Contact.2.0","NonDominantHandshape.2.0","UlnarRotation.2.0","HandshapeM2.2.0","MarkedHandshapeM2.2.0","SelectedFingersM2.2.0","FlexionM2.2.0","FlexionChangeM2.2.0","SpreadM2.2.0","SpreadChangeM2.2.0","ThumbPositionM2.2.0","ThumbContactM2.2.0","SignTypeM2.2.0","MovementM2.2.0","MajorLocationM2.2.0","MinorLocationM2.2.0","SecondMinorLocationM2.2.0","ContactM2.2.0","NonDominantHandshapeM2.2.0","UlnarRotationM2.2.0","HandshapeM3.2.0","MarkedHandshapeM3.2.0","SelectedFingersM3.2.0","FlexionM3.2.0","FlexionChangeM3.2.0","SpreadM3.2.0","SpreadChangeM3.2.0","ThumbPositionM3.2.0","ThumbContactM3.2.0","SignTypeM3.2.0","MovementM3.2.0","MajorLocationM3.2.0","MinorLocationM3.2.0","SecondMinorLocationM3.2.0","ContactM3.2.0","NonDominantHandshapeM3.2.0","UlnarRotationM3.2.0","HandshapeM4.2.0","MarkedHandshapeM4.2.0","SelectedFingersM4.2.0","FlexionM4.2.0","FlexionChangeM4.2.0","SpreadM4.2.0","SpreadChangeM4.2.0","ThumbPositionM4.2.0","ThumbContactM4.2.0","SignTypeM4.2.0","MovementM4.2.0","MajorLocationM4.2.0","MinorLocationM4.2.0","SecondMinorLocationM4.2.0","ContactM4.2.0","NonDominantHandshapeM4.2.0","UlnarRotationM4.2.0","HandshapeM5.2.0","MarkedHandshapeM5.2.0","SelectedFingersM5.2.0","FlexionM5.2.0","FlexionChangeM5.2.0","SpreadM5.2.0","SpreadChangeM5.2.0","ThumbPositionM5.2.0","ThumbContactM5.2.0","SignTypeM5.2.0","MovementM5.2.0","MajorLocationM5.2.0","MinorLocationM5.2.0","SecondMinorLocationM5.2.0","ContactM5.2.0","NonDominantHandshapeM5.2.0","UlnarRotationM5.2.0","HandshapeM6.2.0","MarkedHandshapeM6.2.0","SelectedFingersM6.2.0","FlexionM6.2.0","FlexionChangeM6.2.0","SpreadM6.2.0","SpreadChangeM6.2.0","ThumbPositionM6.2.0","ThumbContactM6.2.0","SignTypeM6.2.0","MovementM6.2.0","MajorLocationM6.2.0","MinorLocationM6.2.0","SecondMinorLocationM6.2.0","ContactM6.2.0","NonDominantHandshapeM6.2.0","UlnarRotationM6.2.0","bglm_aoa","empirical_aoa","SignType.2.0Frequency","MajorLocation.2.0Frequency","MinorLocation.2.0Frequency","SecondMinorLocation.2.0Frequency","Movement.2.0Frequency","SelectedFingers.2.0Frequency","Flexion.2.0Frequency","FlexionChange.2.0Frequency","RepeatedMovement.2.0Frequency","Contact.2.0Frequency","Spread.2.0Frequency","SpreadChange.2.0Frequency","ThumbContact.2.0Frequency","ThumbPosition.2.0Frequency","UlnarRotation.2.0Frequency","Transparency M","Transparency SD","Transparency Z","H index","SignBankID","Parameter.Neighborhood.Density.2.0","Neighborhood Density 2.0","Parameter.Neighborhood.Density.2.0","Neighborhood Density 2.0","DominantTranslation","SignBankID"
"mainstream","mainstream","J_03_037","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/1Y7oJbhiZww?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","","4.310","1.417","0.102","29","0","4.600","1.404","0.196","15","0.00","","","2.217","1.242","-0.280","23","mainstream (education)","1.806","Adjective","400.00","1468.00","1068.00","1969.00","","","","","","","","","Arbitrary","0","0","0","1","5","0","imrp","FullyOpen","0","1","0","Open","0","SymmetricalOrAlternating","Curved","Neutral","Neutral","Neutral","1","5","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","939","989","990","818","634","1222","1051","2010","1509","1694","554","1391","1756","1790","448","","","","","MAINSTREAM","13","5","13","5","","MAINSTREAM"
"major","major","J_01_057","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/mJnfRKdbQUU?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","","3.900","1.768","-0.152","30","0","4.267","1.792","-0.014","15","0.00","","","1.167","0.482","-0.957","24","","3.728","Noun","601.00","1568.00","968.00","2069.00","","","","","","","","","Arbitrary","0","0","0","1","closed_b","0","imrp","FullyOpen","0","0","0","Closed","0","AsymmetricalSameHandshape","Straight","Hand","FingerRadial","HandAway","1","closed_b","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","162","682","94","298","1245","1222","1051","2010","1215","1694","839","1391","1756","934","2276","","","","","MAJOR","8","2","8","2","","MAJOR"
"make","make","C_01_032","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/RfWoqpLNb5Q?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=""https://player.vimeo.com/video/345577643"" width=""280"" height=""160"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","5.567","1.165","0.704","30","0","5.778","1.166","0.723","18","0.00","","","2.867","1.921","-0.012","30","","4.850","Verb","367.00","901.00","534.00","1602.00","1.93","1.41","30","-0.48","1.95","1.40","21","-0.52","Arbitrary","0","0","0","1","s","0","imrp","FullyClosed","0","NA","0","Closed","1","SymmetricalOrAlternating","Curved","Neutral","Neutral","Neutral","1","s","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","36","28","939","989","990","818","634","1222","173","2010","1509","1694","0","1391","812","934","2276","4","2","0","-0.18","MAKEstr","21","14","21","14","","MAKEstr"
"make_believe","make_believe","J_02_097","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/FJa3lyGPBmI?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","","5.300","1.685","0.686","30","0","5.667","1.175","0.793","15","0.00","","","2.720","1.514","-0.238","25","make believe","","Verb","601.00","1368.00","767.00","1869.00","","","","","","","","","Arbitrary","0","0","0","1","4","1","imrp","FullyOpen","0","1","0","Closed","0","OneHanded","Straight","Head","Forehead","HeadAway","1","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","1068","725","107","342","1245","1222","1051","2010","1509","1694","554","1391","1756","934","2276","","","","","MAKE-BELIEVE	","5","7","5","7","","MAKE-BELIEVE	"
"man","man","C_01_040","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/FADNnXSzguQ?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=""https://player.vimeo.com/video/345578006"" width=""280"" height=""160"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","5.750","1.430","0.777","28","0","6.000","1.061","0.829","17","0.00","","","1.833","1.921","-0.524","30","","4.974","Noun","501.00","1068.00","567.00","1568.00","1.60","0.97","30","-0.69","1.71","1.06","21","-0.68","Arbitrary","0","0","1","2","5","0","imrp","FullyOpen","0","1","0","Open","0","OneHanded","None","Head","Forehead","NA","1","NA","0","5","0","imrp","FullyOpen","0","1","0","Open","0","OneHanded","None","Body","TorsoTop","NA","1","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","31","23","1068","725","107","0","416","1222","1051","2010","1509","1694","554","1391","1756","1790","2276","3","2","-1","-0.17","MAN5","11","3","11","3","","MAN5"
"manage","manage","J_01_023","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/7KCgcH5poUc?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","","3.679","1.765","-0.306","30","0","3.600","1.595","-0.404","15","0.00","","","1.833","1.129","-0.630","24","","3.040","Verb","534.00","1468.00","934.00","1935.00","","","","","","","","","Arbitrary","0","0","0","1","baby_o","1","i","Bent","0","NA","NA","Open","1","SymmetricalOrAlternating","Straight","Neutral","Neutral","Neutral","0","baby_o","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","939","989","990","818","1245","712","253","2010","1215","1030","0","0","812","1790","2276","","","","","MANAGE","16","9","16","9","","MANAGE"
"many","many","D_03_065","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/KqZHlvDv62Y?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=""https://player.vimeo.com/video/345985837"" width=""280"" height=""160"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","5.423","1.172","0.706","26","0","5.750","1.065","0.834","16","0.00","","","3.783","2.009","0.366","23","","4.263","Minor","767.00","1535.00","767.00","2202.00","2.73","1.43","26","-0.16","2.61","1.50","18","-0.18","Arbitrary","0","0","0","1","s","0","imrp","FullyClosed","1","NA","1","Closed","1","SymmetricalOrAlternating","None","Neutral","Neutral","NA","0","s","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","35","28","939","989","990","0","416","1222","173","532","1215","1030","0","194","812","934","2276","","","","","MANY","5","5","5","5","","MANY"
"maple","maple","H_03_064","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/CyEfqt4TTjc?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","","1.833","1.115","-1.480","28","1","2.200","1.095","-1.593","14","0.64","","","1.250","0.737","-0.965","24","","2.220","Noun","501.00","1401.00","901.00","2035.00","","","","","","","","","Arbitrary","0","0","0","1","1","0","m","Curved","1","NA","NA","Open","1","OneHanded","None","Neutral","Neutral","NA","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","1068","989","990","0","416","123","579","532","1215","1030","0","0","812","1790","2276","","","","","MAPLE-SYRUP	","11","1","11","1","","MAPLE-SYRUP	"
"march","march","J_01_013","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/uxCm5cVFNjc?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","","2.828","1.733","-0.805","30","0","2.571","1.697","-1.020","15","0.07","","","2.208","1.215","-0.435","24","to march","","Name","534.00","1435.00","901.00","2002.00","","","","","","","","","Arbitrary","0","0","0","1","flat_b","1","imrp","Flat","1","0","1","Open","0","SymmetricalOrAlternating","Straight","Neutral","Neutral","Neutral","0","flat_b","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","939","989","990","818","1245","1222","415","532","1215","1030","839","194","1756","1790","2276","","","","","PARADE","19","1","19","1","","PARADE"
"marionette","marionette","F_03_073","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/zb8lpuhTyEo?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","","1.913","1.083","-1.372","27","0","2.250","1.138","-1.210","14","0.14","1","1","5.875","1.680","0.394","32","","0.903","Noun","501.00","1568.00","1068.00","2002.00","","","","","","","","","NA","0","0","0","1","1","0","m","Curved","0","NA","NA","Open","1","SymmetricalOrAlternating","Straight","Neutral","Neutral","Neutral","0","1","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","939","989","990","818","1245","123","579","2010","1215","1030","0","0","812","1790","2276","","","","","MARIONETTE","37","5","37","5","puppet","MARIONETTE"
"marry","marry","F_02_007","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/q3VGw5amJqs?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","","3.333","1.404","-0.564","27","0","3.385","1.446","-0.563","14","0.07","","","4.258","1.807","0.098","31","","3.726","Verb","334.00","1235.00","901.00","1735.00","","","","","","","","","NA","0","0","0","1","spread_open_e","1","imrp","Bent","1","1","1","Open","0","SymmetricalOrAlternating","Curved","Neutral","Neutral","Neutral","1","spread_open_e","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","939","989","990","818","634","1222","253","532","1509","1694","554","194","1756","1790","2276","","","","","MARRY","0","0","0","0","","MARRY"
"mascara","mascara","D_01_071","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/s4DIefg0kA0?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=""https://player.vimeo.com/video/345806038"" width=""280"" height=""160"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","2.769","1.681","-0.734","26","0","2.750","1.949","-0.775","16","0.00","1","1","5.667","2.025","1.342","36","","1.813","Noun","601.00","1668.00","1068.00","2135.00","6.50","0.71","26","1.74","6.39","0.78","18","1.72","NA","0","0","0","1","1","0","i","FullyOpen","0","NA","NA","Closed","0","OneHanded","None","Head","Eye","HeadAway","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","1068","725","43","342","416","712","1051","2010","1215","1030","0","0","1756","934","2276","","","","","MASCARA","62","0","62","0","mascara","MASCARA"
"massage","massage","H_01_100","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/j4noTE89aKw?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","","3.185","1.665","-0.610","28","0","3.286","1.939","-0.518","14","0.00","","","5.350","1.631","0.888","20","","2.753","Verb","400.00","1702.00","1301.00","2269.00","","","","","","","","","Pantomimic","0","0","0","1","curved_5","0","imrp","Curved","1","1","1","Open","0","SymmetricalOrAlternating","Curved","Neutral","Neutral","Neutral","0","curved_5","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","939","989","990","818","634","1222","579","532","1215","1030","554","194","1756","1790","2276","","","","","","17","0","17","0","",""
"match","match","D_01_050","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/gBtT8K8CVsI?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen=""""></iframe>","<iframe src=""https://player.vimeo.com/video/345804994"" width=""280"" height=""160"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","4.111","1.368","-0.033","27","0","4.375","1.455","0.090","16","0.00","","","3.571","2.025","0.282","35","","3.402","Verb","534.00","1468.00","934.00","2035.00","2.77","1.42","26","-0.15","2.50","1.43","18","-0.25","Arbitrary","0","0","0","1","spread_open_e","1","imrp","Bent","0","1","0","Open","0","SymmetricalOrAlternating","Straight","Neutral","Neutral","Neutral","1","spread_open_e","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","40","35","939","989","990","818","1245","1222","253","2010","1509","1694","554","1391","1756","1790","2276","","","","","MATCH","2","1","2","1","","MATCH"
"math","math","A_03_027","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/l5IEh3Lx2KI?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=""https://player.vimeo.com/video/344226346"" width=""280"" height=""160"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","5.320","1.749","0.696","25","0","5.267","1.710","0.693","15","0.00","","","1.476","2.153","-0.966","21","","2.923","Noun","300.00","834.00","534.00","1068.00","1.19","0.40","31","-1.10","1.21","0.42","19","-1.03","Arbitrary","1","0","0","1","flat_m","1","imrp","Flat","0","0","0","Closed","1","SymmetricalOrAlternating","Straight","Neutral","Neutral","Neutral","1","flat_m","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","939","989","990","818","1245","1222","415","2010","1215","1694","839","1391","812","934","2276","","","","","MATH","0","0","0","0","","MATH"
"maybe","maybe","B_03_022","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/CixmbHxfug8?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=""https://player.vimeo.com/video/345562873"" width=""280"" height=""160"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","6.040","1.274","0.843","25","0","6.357","1.008","0.984","14","0.00","","","5.867","1.948","1.550","30","","4.674","Adverb","501.00","934.00","434.00","1802.00","3.26","1.57","31","0.19","3.23","1.48","22","0.22","NA","0","0","0","1","open_b","1","imrp","FullyOpen","0","0","0","Open","0","SymmetricalOrAlternating","Straight","Neutral","Neutral","Neutral","0","open_b","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","939","989","990","818","1245","1222","1051","2010","1215","1030","839","1391","1756","1790","2276","5","2","1","-0.21","MAYBE","41","37","41","37","","MAYBE"
"mcdonalds_2","mcdonalds","C_01_035","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/uXFbI9VTpgw?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=""https://player.vimeo.com/video/345577802"" width=""280"" height=""160"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","2.259","1.534","-1.223","27","0","2.688","1.740","-1.078","16","0.11","","","5.267","1.921","1.220","30","","","Name","300.00","1235.00","934.00","1969.00","3.36","1.59","30","0.26","3.26","1.59","21","0.14","NA","1","0","0","1","flat_m","1","imrp","Flat","0","0","0","Closed","1","OneHanded","Z-shaped","Neutral","Neutral","Neutral","0","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","","","1068","989","990","818","93","1222","415","2010","1509","1030","839","1391","812","934","2276","4","1","0","-0.21","MCDONALDS","0","0","0","0","","MCDONALDS"
"me","me","B_01_068","<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/EfGOBIh6p24?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>","<iframe src=""https://player.vimeo.com/video/344400170"" width=""280"" height=""160"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>","6.760","0.597","1.302","25","0","6.929","0.267","1.335","14","0.00","","","7.000","2.016","2.123","27","","5.673","Minor","334.00","667.00","334.00","1335.00","6.10","1.78","31","1.75","6.00","1.95","22","1.73","Pantomimic","0","0","0","1","1","0","i","FullyOpen","0","NA","NA","Closed","0","OneHanded","Straight","Body","TorsoTop","NA","1","NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","27","15","1068","256","87","0","1245","712","1051","2010","1509","1694","0","0","1756","934","2276","","","","","","0","9","0","9","",""
