,Code,EntryID,SignFrequency(M),Iconicity(M),Neighborhood Density 2.0,SignType,LexicalClass
1507,C_01_042,money,6.033,3.233,4,1,5
1508,K_01_104,money_2,6.593,6.707999999999998,1,4,5
1509,A_01_016,monkey,2.619,6.0139999999999985,0,5,5
1510,F_03_014,monster,2.773,6.545,13,5,5
1511,A_01_073,month,6.097,1.378,4,0,5
1512,A_01_036,moon,4.323,2.833,0,4,5
1513,G_02_100,moose,3.346,5.581,4,5,5
1514,A_02_090,mop,3.615,4.64,9,5,5
1515,K_02_064,mop_2,4.217,3.292,16,5,7
1516,B_03_032,more,6.457999999999998,1.767,4,5,3
1517,C_02_012,morning,6.1,2.444,23,4,5
1518,H_03_053,mosquito,2.25,4.0,3,1,5
1519,E_01_085,most,5.657,1.923,5,0,3
1520,B_02_008,mother,6.6,1.2,8,4,5
1521,E_02_047,motivation_1,4.813,2.3,24,5,5
1522,G_03_037,motivation_2,5.037,2.75,24,5,7
1523,D_01_011,motorcycle,3.704,5.472,0,0,5
1524,A_01_055,mountain,4.226,2.526,3,0,5
1525,K_03_108,mountain_2,3.087,4.5,9,5,5
1526,A_03_009,mouse,3.36,2.952,15,4,5
1527,C_02_087,mouth,3.233,6.37,9,4,5
1528,D_03_090,move,5.0,5.2170000000000005,4,5,7
1529,G_01_053,move_down,1.733,5.276,4,5,7
1530,D_01_026,movie,5.37,1.543,4,0,5
1531,B_03_077,movies,5.4,1.6669999999999998,4,0,5
1532,B_01_061,much,5.32,4.8889999999999985,12,5,3
1533,G_03_077,mummy,4.154,4.6,7,5,5
1534,F_02_077,murder ,3.846,3.065,12,1,7
1535,G_01_095,muscle,4.148,4.6,3,4,5
1536,C_01_024,museum,2.517,2.065,0,5,5
1537,E_02_089,mushroom,4.125,3.613,1,1,5
1538,A_01_080,music,4.133,1.6569999999999998,3,4,5
1539,F_02_004,must,6.407,3.355,7,4,7
1540,B_01_021,mustache,2.261,6.846,5,5,5
1541,C_01_060,my,6.31,6.132999999999999,7,4,3
1542,D_03_024,myself,5.154,6.5,7,4,3
1543,G_03_010,nail,3.556,6.25,0,1,7
1544,E_01_077,nail_clipper,3.914,6.84,0,1,7
1545,H_01_087,naked,4.643,1.65,1,1,1
1546,D_01_021,name,5.926,1.257,8,3,5
1547,A_03_019,napkin,4.13,4.857,5,4,5
1548,E_03_007,navel,2.0,6.2810000000000015,4,4,5
1549,H_03_049,navy,2.619,1.7919999999999998,0,5,5
1550,G_01_014,near,5.332999999999998,3.567,9,0,3
1551,F_02_081,neck,3.667,6.742000000000001,5,4,5
1552,A_02_072,necklace,3.074,5.6,4,5,5
1553,K_01_071,necklace_2,4.074,4.92,0,5,5
1554,K_02_080,necklace_3,5.774,5.125,2,4,5
1555,K_03_090,necklace_4,3.25,4.885,3,5,5
1556,C_02_034,need,5.4,2.0,3,4,7
1557,H_02_077,needle,2.75,4.609,5,4,5
1558,J_01_008,negative,4.933,2.125,8,1,1
1559,A_01_005,nephew,2.6210000000000004,1.108,0,4,5
1560,G_02_045,nerve,3.926,2.031,1,4,5
1561,G_02_021,net,2.375,2.75,7,5,5
1562,J_02_075,network,4.933,2.6,6,5,5
1563,A_03_021,neutral,4.167,2.571,2,4,1
1564,C_02_079,never,4.8,2.0,4,4,2
1565,B_02_070,new,5.6,1.167,3,1,1
1566,B_01_034,new_york,3.68,1.0,2,1,5
1567,H_01_078,news_to_me,5.04,2.0,4,5,0
1568,D_02_053,newspaper,4.037,1.633,1,1,5
1569,E_03_080,next,4.9,5.6,10,0,3
1570,J_03_101,next_down,2.448,2.13,8,1,3
1571,F_03_008,next_to,4.704,5.3820000000000014,1,0,3
1572,J_03_083,next_year,5.414,1.957,0,1,3
1573,G_03_059,nice,5.692,2.476,17,0,1
1574,E_01_080,niece,1.808,1.04,1,4,5
1575,A_01_003,night,6.032,1.919,5,0,5
1576,E_03_008,nine,5.067,1.719,6,4,4
1577,C_03_041,no,6.433,1.314,0,4,3
1578,H_03_044,no_big_deal,5.107,4.417,8,5,0
1579,E_02_031,noise,4.5310000000000015,3.367,3,5,5
1580,J_02_046,none,3.167,1.92,4,1,3
1581,G_03_071,nonsense,5.231,2.4,3,4,5
1582,G_03_002,noon_1,4.296,2.05,0,4,5
1583,G_02_014,noon_2,5.308,4.188,11,4,5
1584,G_02_076,noose,2.32,6.125,1,4,5
1585,F_02_036,normal,5.556,1.567,1,1,1
1586,C_01_080,north,4.8,1.267,1,4,5
1587,G_03_075,nose,4.154,6.9,15,4,5
1588,K_01_092,nose_bleed,5.037,3.12,2,4,7
1589,E_01_100,not,5.6,2.192,8,4,3
1590,J_02_088,not_a_thing,4.8,2.16,11,4,3
1591,D_03_044,not_care,5.422999999999999,4.4,0,4,3
1592,E_01_082,not_interested,5.941,2.6,46,4,1
1593,G_01_060,not_mind,4.7780000000000005,2.667,46,4,7
1594,G_01_049,not_understand,5.074,3.276,1,5,7
1595,F_03_100,not_used_to,3.519,2.875,11,5,1
1596,D_01_044,not_yet,5.519,1.857,5,4,2
1597,B_01_079,nothing,6.32,3.037,6,5,5
1598,E_02_065,nothing_2,5.7189999999999985,3.033,8,5,3
1599,J_03_032,nothing_at_all,4.393,2.783,2,5,3
1600,C_03_062,now,5.8,1.722,4,5,2
1601,C_02_051,numbers,5.7,1.111,0,5,5
1602,C_03_065,nurse,4.0,2.257,2,4,5
1603,D_02_073,nut,4.259,1.6669999999999998,9,4,5
1604,K_02_066,nut_2,3.294,2.333,0,1,5
1605,J_03_002,obsess,4.448,1.609,46,4,7
1606,E_03_056,obvious,5.0,3.069,7,5,1
1607,G_03_076,ocean,4.346,3.7,2,5,5
1608,F_03_007,octopus,2.72,4.879,0,1,5
1609,E_01_027,off,5.2,3.385,1,4,3
1610,D_01_025,off_the_point,4.8889999999999985,3.25,0,1,2
1611,D_03_039,offend,4.692,2.68,18,4,7
1612,E_01_072,offhand,5.4860000000000015,1.92,46,4,2
1613,A_01_063,office,5.332999999999998,1.676,4,5,5
1614,J_02_106,often,5.132999999999999,2.04,2,1,2
1615,E_01_038,oh_I_see,6.771,3.96,9,4,7
1616,H_02_078,oil_1,1.4580000000000002,2.3480000000000003,0,1,5
1617,K_03_068,oil_2,5.292000000000002,1.28,0,1,5
1618,K_01_077,oil_3,2.714,1.6,1,1,7
1619,F_03_080,ok,6.519,4.29,1,4,3
1620,D_01_007,old,5.038,2.371,0,4,1
1621,H_03_024,oldest,5.0,1.5,2,4,1
1622,E_03_004,on,5.233,3.394,10,0,3
1623,J_02_059,once,5.132999999999999,4.12,2,1,2
1624,F_03_012,one,6.148,6.97,22,4,5
1625,H_03_041,one_more_1,4.964,3.083,0,1,4
1626,J_01_066,one_more_2,4.833,3.542,5,4,4
1627,H_02_043,one_year_ago,4.8210000000000015,2.565,0,1,4
1628,A_03_038,onion,5.28,4.2860000000000005,1,4,5
1629,H_01_001,only_one_2,4.4289999999999985,3.65,1,4,1
1630,H_01_013,ooh,5.2860000000000005,3.45,5,4,3
1631,D_03_056,oops,3.769,5.565,6,4,3
1632,G_03_088,open,5.0,5.818,6,5,7
1633,E_02_022,open_book,4.8439999999999985,6.2,10,5,7
1634,E_03_002,open_wallet,2.862,4.472,12,5,7
1635,G_02_026,operate_machine,4.593,2.219,6,0,7
1636,J_01_108,opinion_1,5.033,2.5,1,4,5
1637,H_03_101,opinion_2,3.652,2.667,7,4,5
1638,J_02_090,opportunity,4.933,1.92,0,5,5
1639,F_01_092,option,5.593,2.636,0,1,5
1640,F_03_081,or,4.185,0.0,0,3,3
1641,C_03_024,oral,4.3,4.4289999999999985,0,4,1
1642,A_02_020,orange,4.962,1.6,1,4,5
1643,E_03_087,orange_eyes,4.8210000000000015,4.438,1,5,1
1644,F_02_039,orange_throat,4.731,2.9330000000000003,1,4,1
1645,C_02_064,order_1,4.6,4.444,14,5,5
1646,C_03_036,order_2,4.467,1.75,0,4,5
1647,J_03_033,organization,4.414,1.696,1,5,5
1648,F_03_098,ostrich,2.053,3.313,1,1,5
1649,B_02_043,other,5.5,2.367,3,4,1
1650,G_02_067,our,5.815,2.188,2,4,3
1651,E_02_066,out,4.813,4.517,4,1,3
1652,E_03_071,outside,5.367000000000001,1.742,2,4,3
1653,F_03_079,over,5.074,0.0,1,0,3
1654,G_01_066,overlook,5.593,3.333,11,4,7
1655,J_01_076,overnight,5.033,2.25,2,0,2
1656,J_02_007,overtake,3.567,2.92,0,1,7
1657,G_03_064,overwhelmed,4.769,4.1,5,5,1
1658,C_01_089,owe,4.6,3.7,4,1,7
1659,D_01_087,owl,2.7310000000000003,4.167,0,5,5
1660,D_03_046,own,4.64,3.917,0,5,7
1661,H_02_060,pack,4.9289999999999985,4.478,1,5,7
1662,G_01_070,page,4.556,2.448,3,1,5
1663,H_02_100,pageant,2.5380000000000003,5.043,3,4,5
1664,C_03_033,pain,4.5,1.429,0,5,5
1665,D_01_048,paint,4.074,5.189,0,0,7
1666,A_02_079,paintbrush,2.963,4.1,0,1,5
1667,H_03_031,pair,4.643,3.958,1,3,5
1668,G_03_068,pancake,4.577,3.85,2,0,5
1669,A_01_058,pants,3.677,4.421,2,5,5
1670,K_02_104,pants_2,5.435,3.0,1,5,5
1671,A_01_026,paper,6.484,3.051,2,0,5
1672,A_03_082,papercutter,2.56,4.857,2,0,5
1673,A_01_021,parachute,1.548,5.829,0,2,7
1674,K_03_005,parachute_2,4.04,4.692,0,1,7
1675,K_01_059,parachute_3,2.92,3.68,0,1,7
1676,B_02_039,parade,2.68,1.7,4,5,5
1677,E_02_090,paragraph,3.484,1.833,3,1,5
1678,H_03_067,parallel,3.607,4.833,1,0,7
1679,J_02_021,paranoid,4.5,3.88,0,5,1
1680,B_03_044,parents,6.56,1.3330000000000002,4,4,5
1681,E_03_028,park,5.2,1.645,6,1,7
1682,F_02_001,party_1,5.332999999999998,2.806,3,5,5
1683,G_02_059,party_2,4.72,4.2810000000000015,4,5,5
1684,H_03_033,pass,3.833,2.542,3,0,7
1685,G_02_002,pass_out,4.7780000000000005,2.063,1,4,7
1686,E_01_103,passport,2.939,2.52,2,1,5
1687,C_01_049,past,4.276,3.567,1,4,3
1688,B_01_060,patient_1,3.625,1.185,0,4,5
1689,B_01_085,patient_2,5.56,1.423,16,4,1
1690,D_02_056,patient_3,4.8889999999999985,1.733,8,4,1
1691,F_01_082,pay,5.038,2.594,7,1,7
1692,F_03_036,pay_off_bills,3.333,2.6060000000000003,7,1,7
1693,B_01_089,peace,3.6,2.481,10,5,5
1694,A_01_070,peach,3.5810000000000004,2.189,0,4,5
1695,K_02_087,peach_2,2.75,1.167,3,4,5
1696,G_02_088,peacock,2.417,4.063,0,1,5
1697,E_02_077,peanut_butter,4.438,1.7,16,4,5
1698,F_02_006,pear,2.4,1.194,0,1,5
1699,F_01_017,peas_1,1.15,1.939,0,1,5
1700,F_02_052,peas_2,2.6,2.903,0,1,5
1701,K_03_010,peck,3.5,5.115,0,1,7
1702,E_02_026,peekaboo,2.548,6.759,1,5,5
1703,H_03_052,peel_1,2.76,3.958,0,1,7
1704,K_01_052,peel_2,3.885,4.12,0,0,7
1705,K_02_103,peel_3,2.7060000000000004,3.417,0,1,7
1706,D_02_006,peg,1.192,3.3,0,2,7
1707,K_03_083,peg_2,2.95,4.0,2,4,5
1708,K_01_103,peg_3,3.458,4.2,0,1,5
1709,E_02_097,pen,5.5,5.806,2,1,5
1710,A_02_053,pencil,4.296,3.967,6,4,5
1711,F_01_088,penguin,2.889,6.242000000000001,10,5,5
1712,F_03_095,penis,3.963,1.3330000000000002,2,4,5
1713,D_01_049,penny,2.8080000000000003,1.162,5,4,5
1714,C_01_009,people,6.0,2.1,4,5,5
1715,A_02_085,pepper,3.0,3.167,13,4,5
1716,C_01_021,pepsi,2.5,1.433,0,4,6
1717,J_02_063,perceive,3.9,3.16,0,5,7
1718,C_02_082,percent,3.483,2.407,3,4,5
1719,D_01_008,perfect,3.654,2.1,7,5,1
1720,A_02_073,perfume,2.556,2.533,2,4,5
1721,F_01_046,perfume_2,3.222,6.667000000000002,0,4,7
1722,J_02_107,period,3.833,3.48,5,4,5
1723,G_03_093,permission,4.769,2.167,4,5,5
1724,E_01_078,persistent,5.2,2.84,16,5,1
1725,B_01_066,person,4.84,1.37,1,5,5
1726,H_01_006,perspective,4.8210000000000015,2.3,0,1,5
1727,G_01_091,persuade,3.423,1.586,9,5,5
1728,F_01_063,pet,3.63,4.909,0,1,7
1729,K_02_085,pet_2,6.167000000000002,5.457999999999998,3,0,7
1730,E_01_051,pharmacist,2.061,1.24,6,1,5
1731,H_02_023,philadelphia,3.37,1.261,2,4,6
1732,H_03_095,philosophy,3.3160000000000003,1.833,1,4,5
1733,J_01_038,photography,4.667,4.917,0,5,5
1734,E_03_014,physics,3.067,1.788,0,5,5
1735,A_03_029,piano,2.16,6.381,12,5,5
1736,K_03_071,pick_2,5.48,5.038,0,4,7
1737,H_03_098,pickle,3.786,1.5419999999999998,2,4,5
1738,E_03_040,picnic,2.923,1.3,5,5,5
1739,A_02_042,picture,6.259,2.167,3,4,5
1740,A_01_074,pie,3.5810000000000004,4.5139999999999985,0,1,5
1741,A_02_032,pig,3.885,1.467,2,4,5
1742,B_02_077,pile,3.417,5.2,12,5,5
1743,B_01_050,pill,3.88,3.37,2,4,5
1744,A_02_019,pillow,2.593,5.0,4,5,5
1745,K_01_097,pillow_2,4.923,3.48,2,5,5
1746,K_02_049,pillow_3,4.458,5.957999999999998,15,5,5
1747,G_02_096,pin_on,2.667,5.581,0,4,7
1748,H_01_095,pinch_1,2.893,5.737,1,4,7
1749,K_03_112,pinch_2,4.348,5.36,4,4,7
1750,C_02_088,pineapple,2.0,0.0,0,1,5
1751,K_01_056,pineapple_2,4.538,1.2,2,4,5
1752,K_02_011,pineapple_3,3.2,1.2919999999999998,6,4,5
1753,K_03_076,pineapple_4,2.792,1.269,3,4,5
1754,K_01_084,pineapple_5,1.3330000000000002,1.44,4,0,5
1755,C_01_074,pink,4.467,1.233,2,4,1
1756,B_03_027,pipe,1.909,4.267,5,4,5
1757,K_02_018,pipe_2,3.13,4.708,6,4,5
1758,K_03_113,pipe_3,2.75,4.04,0,4,5
1759,K_01_011,pipe_4,1.917,4.8,0,3,5
1760,A_03_058,pirate,2.72,5.332999999999998,8,4,5
1761,H_03_056,pissed_off,5.2860000000000005,3.542,0,4,1
1762,G_01_028,pitcher,2.185,2.6210000000000004,4,4,5
1763,C_03_022,pity,4.133,1.472,7,5,5
1764,G_01_013,pizza_1,4.25,1.6669999999999998,2,5,5
1765,E_02_085,pizza_2,5.188,1.733,1,4,5
1766,E_02_084,pizza_cutter,1.875,4.69,0,5,5
1767,E_03_102,pjs,3.5,1.5630000000000002,0,4,5
1768,G_01_029,place,5.778,2.107,4,5,5
1769,E_03_079,plain,3.9,2.645,47,4,1
1770,E_03_034,plan,5.632999999999999,2.0,24,5,7
1771,F_01_019,planet,4.222,1.4240000000000002,1,1,5
1772,E_01_029,plant,4.829,3.0,0,1,5
1773,F_02_060,plate,4.8889999999999985,2.774,1,5,5
1774,E_03_070,platform,3.933,5.7189999999999985,7,5,5
1775,C_01_066,play,5.9670000000000005,2.4,4,5,7
1776,G_03_062,players,4.731,2.095,4,5,5
1777,A_02_029,playground,3.778,1.6,4,5,5
1778,B_02_007,please,6.16,2.667,4,4,2
1779,E_01_014,plenty,4.371,2.577,2,1,1
1780,D_01_032,pliers,3.04,4.4860000000000015,9,4,5
1781,H_02_058,plow_1,2.52,4.435,12,5,7
1782,K_02_089,plow_2,2.133,2.125,0,1,7
1783,E_01_022,plug_1,4.485,2.2,0,1,5
1784,K_01_063,plug_2,4.92,4.04,0,3,7
1785,G_03_028,plummet,3.808,5.35,11,1,7
1786,A_01_087,plunger,2.727,5.75,16,5,5
1787,J_03_045,plus,4.517,6.609,7,0,5
1788,D_01_075,point,3.577,4.4860000000000015,0,1,5
1789,K_02_083,point_index,6.082999999999998,6.875,8,4,7
1790,H_02_014,pole,2.577,5.435,1,3,5
1791,A_01_052,policeman,4.258,4.211,7,4,5
1792,K_03_104,policeman_2,5.88,2.92,3,4,5
1793,J_03_063,policy,4.0,1.217,0,1,5
1794,J_01_086,polish,5.733,5.042,3,1,7
1795,H_01_043,ponder,4.25,4.1,2,5,7
1796,D_02_010,pool,2.0380000000000003,5.194,0,1,5
1797,H_03_072,poop,5.2860000000000005,3.833,3,0,7
1798,C_02_011,poor,3.833,1.704,0,4,1
1799,D_03_023,pop,1.696,4.125,0,1,7
1800,K_01_049,pop_2,4.385,6.0,1,5,7
1801,K_02_115,pop_3,3.042,6.417000000000002,1,5,7
1802,K_03_031,pop_4,5.08,4.6,8,5,7
1803,A_02_080,popcorn,3.778,3.0,6,5,5
1804,G_02_077,pope,2.0,4.882,0,5,5
1805,J_01_016,popular,5.2,1.4169999999999998,0,1,1
1806,G_01_033,porcupine,1.444,2.929,0,1,5
1807,J_02_050,positive,5.233,4.92,4,0,1
1808,B_02_005,possible,4.792,1.7,25,5,1
1809,H_03_079,possum,3.536,2.125,4,5,5
1810,H_01_012,postpone,5.107,2.45,1,3,7
1811,A_03_050,potato,4.8,1.143,0,1,5
1812,F_02_063,pour,3.333,6.5,0,4,7
1813,K_01_094,pour_2,5.8889999999999985,6.56,6,4,7
1814,H_01_026,powder,3.536,6.05,0,4,5
1815,C_03_069,power,3.966,2.139,0,4,5
1816,F_03_002,practice,5.519,2.121,0,1,7
1817,C_03_090,prayer,3.5,6.832999999999998,24,5,5
1818,D_01_019,preacher,2.63,1.147,13,4,5
1819,H_02_071,precious,5.0710000000000015,1.5419999999999998,1,4,1
1820,F_01_058,predict,4.963,1.727,1,1,7
1821,B_01_078,prefer,3.52,1.577,0,4,7
1822,H_01_031,pregnant,3.821,5.5,0,5,5
1823,D_02_016,president,4.462,1.355,1,5,5
1824,H_03_006,press,3.417,5.417000000000002,12,1,7
1825,E_02_082,press_in_mind,4.8439999999999985,3.6,4,4,7
1826,D_03_062,pretend,3.192,1.6669999999999998,15,4,7
1827,C_01_022,pretty,5.533,3.933,1,4,2
1828,C_02_004,price,4.033,2.037,14,1,5
1829,A_01_081,pride,5.419,2.571,8,4,5
1830,D_03_026,priest,2.5380000000000003,2.391,3,4,5
1831,E_01_003,prince,1.741,2.269,3,4,5
1832,H_01_030,principal,4.214,1.7,0,1,5
1833,B_01_045,print,4.92,2.815,1,1,5
1834,J_01_074,priority,4.867,1.625,1,1,1
1835,A_01_090,prison,3.5,3.324,5,5,5
1836,C_03_010,problem_1,5.033,1.75,0,5,5
1837,B_03_047,problem_2,5.542000000000002,2.033,5,5,5
1838,E_03_055,process,4.267,3.933,10,5,7
1839,J_03_051,produce_sign,4.37,1.87,3,5,7
1840,H_02_016,profoundly_deaf,4.357,4.542,0,4,1
1841,G_02_084,program,5.259,0.0,0,1,5
1842,J_01_054,project,4.7,1.2919999999999998,0,1,5
1843,A_01_071,promise,4.839,3.595,47,4,7
1844,D_01_061,promote,3.462,3.694,8,5,7
1845,E_02_019,proof,4.7189999999999985,2.966,13,0,5
1846,F_01_038,propeller_1,2.292,3.091,5,1,5
1847,H_02_026,propose,4.9289999999999985,4.542,21,5,7
1848,C_03_037,protection,3.533,3.5,5,5,5
1849,H_03_026,protest,3.857,3.542,2,4,7
1850,H_01_045,provide,5.0710000000000015,3.6,1,5,7
1851,J_01_106,proximalization,1.4169999999999998,2.0,1,4,5
1852,A_03_010,psychologist,3.8,1.286,2,1,5
1853,F_02_074,psychology,4.63,1.267,2,1,5
1854,H_02_029,public,4.607,2.875,12,5,5
1855,D_02_062,pull,3.778,6.645,10,5,7
1856,G_03_069,pull_convince,4.077,1.65,9,5,7
1857,H_02_056,pumpkin,2.929,1.125,1,1,5
1858,J_01_051,punch_face,2.724,6.707999999999998,4,4,7
1859,C_02_041,punish,3.8,2.667,8,4,7
1860,B_02_067,purple,4.92,1.033,0,4,1
1861,D_02_077,push,3.556,7.0,20,5,7
1862,F_03_046,put,5.074,3.906,4,5,7
1863,G_02_007,put_aside,4.519,6.313,24,5,7
1864,E_01_076,put_in_back_mind,5.2570000000000014,5.84,4,4,7
1865,B_01_012,puzzled,4.92,3.593,3,4,1
1866,F_03_074,Q_tip,3.074,5.7189999999999985,6,4,5
1867,J_02_011,qm,4.867,2.2,5,4,5
1868,J_02_095,quality,4.2330000000000005,1.68,1,4,5
1869,H_02_049,quarter,1.9,1.2919999999999998,4,4,5
1870,A_03_055,queen,3.44,2.667,0,4,5
1871,C_01_037,quiet,5.3,3.067,2,5,1
1872,F_01_079,quit,4.7780000000000005,2.125,2,1,7
1873,C_02_024,rabbit,2.724,4.296,0,5,5
1874,K_03_119,rabbit_2,4.52,3.04,0,5,5
1875,F_02_075,race,5.296,3.0,3,5,7
1876,K_02_121,racecar_track,4.083,3.083,25,5,5
1877,A_01_075,radio,2.5810000000000004,3.595,4,4,5
1878,A_03_061,rain,5.76,5.4289999999999985,1,5,5
1879,F_03_001,rainbow,4.037,5.3439999999999985,3,4,5
1880,E_03_019,raisin,1.895,1.3130000000000002,1,4,5
1881,D_03_021,rake,2.231,5.88,2,1,7
1882,H_01_101,range,2.667,2.6,5,0,5
1883,D_02_081,rat,2.63,1.5,2,4,5
1884,A_01_089,razor,3.833,5.587999999999999,12,4,5
1885,K_03_103,razor_2,3.542,4.192,2,4,5
1886,K_01_107,reach,4.08,4.56,6,4,7
1887,H_03_065,react,4.0360000000000005,1.833,2,5,7
1888,A_01_022,read,6.3870000000000005,4.5710000000000015,3,1,7
1889,F_03_042,ready,6.37,1.939,1,5,1
1890,G_01_071,real_sick,4.7410000000000005,1.586,3,5,7
1891,B_02_021,really,5.8,2.067,11,4,2
1892,H_02_079,really_into,4.0360000000000005,1.5419999999999998,0,4,1
1893,C_01_076,reason,5.433,2.867,1,4,5
1894,H_03_090,recent_1,5.357,1.6669999999999998,5,4,1
1895,J_02_056,recent_2,4.893,1.4,12,4,1
1896,J_02_078,recite,3.852,3.04,1,4,7
1897,G_01_024,record,3.0,3.25,6,5,7
1898,B_03_089,recording,2.84,2.267,6,5,7
1899,C_02_090,red,5.069,1.037,2,4,1
1900,F_03_030,red_faced,3.889,2.091,16,4,1
1901,E_01_042,reduce,4.914,5.0,0,0,7
1902,E_03_036,reflect,5.3,3.167,4,4,7
1903,G_01_001,refrigerator,1.913,3.4,3,5,5
1904,H_01_062,refuse,5.75,3.1,4,4,7
1905,F_01_021,register,5.222,1.969,1,1,7
1906,J_01_067,regular,5.2,1.4169999999999998,4,0,2
1907,B_01_023,relationship,4.96,3.259,2,5,5
1908,D_03_081,relax,4.885,3.48,16,5,7
1909,K_02_032,relax_2,5.375,2.042,4,1,7
1910,E_03_059,"release, rescue",4.567,3.7,10,5,7
1911,H_01_063,relief,5.5,3.75,3,5,1
1912,B_03_029,religion,4.333,1.267,3,4,5
1913,C_02_014,remember,5.7,1.37,12,4,7
1914,H_03_038,remember_2,4.0,5.083,10,4,7
1915,J_02_103,remind,4.9,2.04,0,1,7
1916,B_03_004,remote_control,4.84,6.0,9,4,5
1917,J_02_092,remove,4.467,4.08,0,1,7
1918,J_03_007,replace,4.207,3.0,5,5,7
1919,E_01_024,request,4.714,4.077,12,5,7
1920,C_01_078,requirement,4.966,1.6669999999999998,4,2,5
1921,H_02_067,rescue,4.5710000000000015,1.75,10,5,7
1922,B_03_084,research,4.16,2.31,3,1,5
1923,J_03_039,resent,5.2410000000000005,1.957,0,4,7
1924,J_01_084,resign,4.0,2.917,3,1,7
1925,G_03_030,resist,5.1110000000000015,3.8,10,4,7
1926,J_01_029,respect,5.5,2.375,2,5,1
1927,B_01_018,responsibility,5.72,3.548,4,5,5
1928,B_01_031,rest,5.375,3.963,7,5,7
1929,J_03_043,rest_all_day,1.857,1.565,5,4,7
1930,D_02_045,restaurant,5.8889999999999985,1.29,1,4,5
1931,E_03_003,restless,4.4,2.176,0,1,1
1932,J_01_039,result,4.517,1.4580000000000002,0,1,5
1933,J_03_084,retire,3.815,1.261,0,5,1
1934,H_02_028,retrieve,3.786,3.583,3,5,7
1935,D_03_088,revenge,2.56,1.7919999999999998,5,4,5
1936,D_03_016,rhino,1.917,4.783,7,4,5
1937,K_03_116,rhino_2,3.333,3.423,2,4,5
1938,K_01_088,rhino_3,3.1,2.72,1,4,5
1939,K_01_122,ribbon_award,2.6,3.52,0,4,5
1940,F_03_103,rich,4.231,2.938,0,1,1
1941,F_03_023,ride_1,4.963,3.636,1,1,7
1942,J_03_026,ride_2,3.724,4.391,3,1,7
1943,C_01_065,right_1,6.0,2.567,16,5,1
1944,C_01_070,right_2,4.862,3.533,2,4,3
1945,J_03_095,right_3,5.276,1.609,21,0,5
1946,A_03_053,ring,3.174,6.857,0,1,5
1947,F_02_026,risk,4.636,1.967,3,5,7
1948,A_03_035,river,3.2,4.476,1,4,5
1949,F_02_066,river_2,3.154,3.567,8,5,5
1950,F_02_083,road,5.0,4.323,2,5,5
1951,J_03_062,roar,2.4290000000000003,3.3480000000000003,4,4,7
1952,K_02_094,roar_2,2.909,4.458,0,1,7
1953,J_02_038,roast,1.6669999999999998,5.24,12,5,7
1954,G_02_093,rob,2.8080000000000003,4.333,0,5,7
1955,F_01_034,robot,2.926,6.424,36,5,5
1956,A_01_030,rock,3.7,4.289,0,0,5
1957,E_01_016,rocket_1,1.886,4.038,4,1,5
1958,E_02_088,rocket_2,2.063,5.257999999999999,5,1,7
1959,E_03_024,rocking_chair_1,1.926,2.7,1,5,5
1960,G_01_010,rocking_chair_2,2.52,2.5,2,5,5
1961,H_03_036,role,4.0710000000000015,2.667,1,1,5
1962,E_03_011,roll,3.4,6.5939999999999985,11,5,7
1963,H_03_034,roll_up_sleeves,4.0360000000000005,6.625,0,5,7
1964,D_02_033,rollerblading,2.111,3.9,2,5,5
1965,A_02_074,rollerskating,2.074,1.933,3,5,5
1966,F_01_039,roof,2.769,6.606,9,5,5
1967,A_01_024,room,5.742000000000001,4.154,24,5,5
1968,H_03_073,roommate,3.857,1.625,14,5,5
1969,A_03_051,rooster,2.667,4.381,1,4,5
1970,D_03_012,rope,2.083,3.68,0,3,5
1971,G_03_024,rose,3.63,1.4,0,4,5
1972,F_01_028,rough,4.185,2.636,4,1,1
1973,G_03_047,row,2.5,0.0,14,5,7
1974,B_01_026,rude,3.75,1.444,7,1,1
1975,G_02_060,ruin,4.7780000000000005,2.0,4,3,7
1976,F_02_091,rule,4.8889999999999985,1.774,1,1,5
1977,G_02_086,ruler,4.1110000000000015,2.258,4,5,5
1978,B_03_015,run,5.2,1.6669999999999998,0,2,7
1979,J_01_100,run_2,3.533,6.332999999999998,25,5,7
1980,K_03_096,run_faucet,4.88,1.68,5,4,7
1981,G_01_077,run_out_of,5.667000000000002,2.2,2,1,7
1982,E_03_054,rush,4.4,3.4,1,5,7
1983,D_02_091,russia_2,3.111,1.6130000000000002,16,4,6
1984,B_02_053,sad,5.24,5.8,2,5,1
1985,G_01_085,safe,5.037,2.0,10,5,1
1986,D_01_074,sail,1.652,2.303,5,4,7
1987,K_01_048,sail_2,2.84,2.68,0,1,7
1988,F_02_094,sailboat,2.615,2.903,0,1,5
1989,A_02_061,salad,4.704,3.667,13,5,5
1990,B_01_069,salt,4.92,1.037,1,3,5
1991,E_02_100,salt_shaker,4.688,6.5,7,4,5
1992,B_02_009,same_1,5.84,3.621,9,4,3
1993,B_02_013,same_2,3.4,1.767,10,5,3
1994,J_02_081,same_same,4.833,1.92,7,5,3
1995,H_02_021,same_time,4.607,1.875,3,5,3
1996,A_02_004,sandals,4.667,2.133,1,1,5
1997,A_01_015,sandwich,3.677,2.5380000000000003,0,1,5
1998,K_02_086,sandwich_2,3.409,2.958,24,5,5
1999,K_03_072,sandwich_3,4.24,5.64,3,5,5
