EntryID,LemmaID,Code,YouTube Video,Vimeo Video,SignFrequency(M),SignFrequency(SD),SignFrequency(Z),SignFrequency(N),PercentUnknown,SignFrequency(M-Native),SignFrequency(SD-Native),SignFreq(Z-native),SignFrequency(N-Native),PercentUnknown(Native),PercentGlossAgreement,PercentGlossAgreement(Native),Iconicity(M),Iconicity(SD),Iconicity(Z),Iconicity(N),Iconicity_ID,SubtLexUSLog10WF,LexicalClass,SignOnset(ms),SignOffset(ms),SignLength(ms),ClipLength(ms),MinimalNeighborhoodDensity,MaximalNeighborhoodDensity,Parameter-BasedNeighborhoodDensity,D.Iconicity(M) all,D.Iconicity(SD) all,D.Iconicity(N) all,D.Iconicity(Z) all,D.Iconicity(M) native,D.Iconicity(SD) native,D.Iconicity(N) native,D.Iconicity(Z) native,Complexity,RightWristX,RightWristcentroidY,DistanceRightWristCentroid2Nose,IconicityType,Initialized.2.0,FingerspelledLoanSign.2.0,Compound.2.0,NumberOfMorphemes.2.0,Handshape.2.0,MarkedHandshape.2.0,SelectedFingers.2.0,Flexion.2.0,FlexionChange.2.0,Spread.2.0,SpreadChange.2.0,ThumbPosition.2.0,ThumbContact.2.0,SignType.2.0,Movement.2.0,MajorLocation.2.0,MinorLocation.2.0,SecondMinorLocation.2.0,Contact.2.0,NonDominantHandshape.2.0,UlnarRotation.2.0,HandshapeM2.2.0,MarkedHandshapeM2.2.0,SelectedFingersM2.2.0,FlexionM2.2.0,FlexionChangeM2.2.0,SpreadM2.2.0,SpreadChangeM2.2.0,ThumbPositionM2.2.0,ThumbContactM2.2.0,SignTypeM2.2.0,MovementM2.2.0,MajorLocationM2.2.0,MinorLocationM2.2.0,SecondMinorLocationM2.2.0,ContactM2.2.0,NonDominantHandshapeM2.2.0,UlnarRotationM2.2.0,HandshapeM3.2.0,MarkedHandshapeM3.2.0,SelectedFingersM3.2.0,FlexionM3.2.0,FlexionChangeM3.2.0,SpreadM3.2.0,SpreadChangeM3.2.0,ThumbPositionM3.2.0,ThumbContactM3.2.0,SignTypeM3.2.0,MovementM3.2.0,MajorLocationM3.2.0,MinorLocationM3.2.0,SecondMinorLocationM3.2.0,ContactM3.2.0,NonDominantHandshapeM3.2.0,UlnarRotationM3.2.0,HandshapeM4.2.0,MarkedHandshapeM4.2.0,SelectedFingersM4.2.0,FlexionM4.2.0,FlexionChangeM4.2.0,SpreadM4.2.0,SpreadChangeM4.2.0,ThumbPositionM4.2.0,ThumbContactM4.2.0,SignTypeM4.2.0,MovementM4.2.0,MajorLocationM4.2.0,MinorLocationM4.2.0,SecondMinorLocationM4.2.0,ContactM4.2.0,NonDominantHandshapeM4.2.0,UlnarRotationM4.2.0,HandshapeM5.2.0,MarkedHandshapeM5.2.0,SelectedFingersM5.2.0,FlexionM5.2.0,FlexionChangeM5.2.0,SpreadM5.2.0,SpreadChangeM5.2.0,ThumbPositionM5.2.0,ThumbContactM5.2.0,SignTypeM5.2.0,MovementM5.2.0,MajorLocationM5.2.0,MinorLocationM5.2.0,SecondMinorLocationM5.2.0,ContactM5.2.0,NonDominantHandshapeM5.2.0,UlnarRotationM5.2.0,HandshapeM6.2.0,MarkedHandshapeM6.2.0,SelectedFingersM6.2.0,FlexionM6.2.0,FlexionChangeM6.2.0,SpreadM6.2.0,SpreadChangeM6.2.0,ThumbPositionM6.2.0,ThumbContactM6.2.0,SignTypeM6.2.0,MovementM6.2.0,MajorLocationM6.2.0,MinorLocationM6.2.0,SecondMinorLocationM6.2.0,ContactM6.2.0,NonDominantHandshapeM6.2.0,UlnarRotationM6.2.0,Batch,Item,List
problem_2,problem_2,B_03_047,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/YbNjezK4uo8?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,5.542,1.103,0.555,24,0,5.538,1.127,0.52,13,0,,,2.033,1.948,-0.368,30,,4.226,Noun,433.77,1167.84,734.07,1735.07,719,21,4,1,1,31,-1,1,1,22,-1,2,1585,792,1772,Arbitrary,0,0,0,1,bent_v,1,im,2,0,1,0,Closed,NoContact,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B,47,3
process,,E_03_55,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/C4GO2rJ2_PY?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,4.267,,0.002,,,,,,,,,,3.933,2.018,0.304,30,,3.155,Verb,,,,,,,,,,,,,,,,1,971,1019,1408,Arbitrary,,0,0,1,open_b,1,imrp,1,0,0,0,Open,NoContact,SymmetricalOrAlternating,Circular,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,55,3
produce_sign,,J_03_051,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/wUUfav-G4Kw?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,4.37,,0.108,,,,,,,,,,1.909,1.231,-0.442,22,to use sign language,,NA,,,,,,,,,,,,,,,,0,976,1091,1464,Arbitrary,,0,0,1,curved_5,1,imrp,5,1,1,0,Open,Contact,SymmetricalOrAlternating,None,Neutral,Neutral,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,51,3
profoundly_deaf,,H_02_16,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/c6u90XqbyQQ?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,4.357,,0.089,,,,,,,,,,4.542,1.615,0.683,24,profoundly deaf,,NA,,,,,,,,,,,,,,,,2,976,1091,1464,Pantomimic,,0,0,1,s,0,imrp,7,1,0,0,Open,Contact,OneHanded,None,Head,Other,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,16,2
program,,G_02_84,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/aPsbhbRxX9A?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,5.259,,0.567,,,,,,,,,,,,,,,3.338,Noun,,,,,,,,,,,,,,,,6,960,676,1174,NA,1,0,0,1,p,1,im,Stacked,0,NA,0,Open,Contact,AsymmetricalDifferentHandshape,BackAndForth,Hand,HandAway,HandAway,0,B,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G,84,2
project,,J_01_054,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/AWd7odbypEg?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,4.7,,0.328,,,,,,,,,,1.4,0.866,-0.833,25,,,NA,,,,,,,,,,,,,,,,6,964,905,1322,Arbitrary,,1,0,2,p,1,im,Stacked,NA,NA,NA,Open,Contact,AsymmetricalDifferentHandshape,BackAndForth,Hand,FingerFront,FingerBack,1,B,0,i,1,p,1,NA,NA,NA,Closed,NoContact,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,54,1
promise,promise,A_01_071,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/Ur8AU0XqoJg?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,4.839,1.416,0.435,31,0,5.111,1.079,0.617,18,0,,,3.595,2.048,0.203,37,,3.893,Verb,467.13,1534.87,1067.73,2135.47,805,27,22,1,1,31,-1,1,1,19,-1,0,1670,774,1841,Arbitrary,0,0,1,2,1,0,i,1,0,NA,NA,Closed,NoContact,OneHanded,None,Head,Mouth,NA,1,NA,0,5,0,imrp,1,0,1,0,Open,NoContact,AsymmetricalDifferentHandshape,Straight,Hand,FingerRadial,NA,1,S,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,71,1
promote,promote,D_01_061,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/t-hzILdQapM?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,3.462,1.581,-0.355,26,4,3.25,1.483,-0.507,16,0,,,3.694,2.025,0.336,36,,2.354,Verb,467.13,1334.67,867.53,2369.04,709,21,3,3,1,26,0,3,1,18,0,2,1721,814,1904,Arbitrary,0,0,0,1,flat_b,1,imrp,4,0,0,0,Open,NoContact,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,61,1
proof,,E_02_19,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/DbQOBLcQsDk?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,4.719,,0.254,,,,,,,,,,2.966,2.052,-0.324,29,,3.244,Noun,,,,,,,,,,,,,,,,2,957,308,1005,Arbitrary,,0,0,1,open_b,1,imrp,1,0,0,0,Open,NoContact,AsymmetricalSameHandshape,BackAndForth,Hand,Palm,HandAway,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,19,2
propeller_1,,F_01_38,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/Da624Mkt71o?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,2.292,,-1.13,,,,,,,,,,3.091,1.968,-0.155,33,,1.898,Noun,,,,,,,,,,,,,,,,2,960,788,1242,Arbitrary,,0,0,1,3,1,im,1,0,1,0,Open,NoContact,AsymmetricalDifferentHandshape,None,Hand,FingerTip,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F,38,1
propeller_2,,E_01_23,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/t86tuB6LNG8?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,2.13,,-1.221,,,,,,,,,,2.654,2.198,-0.303,26,,1.898,Noun,,,,,,,,,,,,,,,,1,962,640,1156,Arbitrary,,0,0,1,3,1,im,1,0,1,0,Open,NoContact,SymmetricalOrAlternating,None,Neutral,Neutral,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,23,1
"propose(proposal,offer,submit,suggest)",,H_02_26,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/ltNyIxZ5OGY?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen=""""></iframe>",,4.929,,0.514,,,,,,,,,,4.542,1.719,0.668,24,,,NA,,,,,,,,,,,,,,,,1,962,640,1156,Pantomimic,,0,0,1,open_b,1,imrp,1,0,0,0,Open,NoContact,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,26,2
protection,protection,C_03_037,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/Ys1mcJEJMIo?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,3.533,1.332,-0.476,30,0,3.611,1.378,-0.514,18,0,,,3.5,2.075,0.269,36,,3.078,Noun,567.23,967.63,400.4,1901.9,908,118,32,4,2,30,1,5,2,21,1,0,1620,780,1798,Arbitrary,0,0,0,1,closed_b,0,imrp,1,0,0,0,Closed,NoContact,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,37,3
protest,,H_03_26,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/1KXRiuVoKoQ?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,3.857,,-0.135,,,,,,,,,,3.542,1.474,0.216,24,,,NA,,,,,,,,,,,,,,,,3,966,945,1351,Arbitrary,,0,0,1,s,0,imrp,7,0,0,0,Closed,Contact,OneHanded,Curved,Neutral,Neutral,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,26,3
provide,,H_01_45,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/G4almQuv_yg?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,5.071,,0.597,,,,,,,,,,3.5,1.445,-0.344,24,,,NA,,,,,,,,,,,,,,,,4,952,324,1005,Arbitrary,,0,0,1,flat_o,0,imrp,4,1,0,0,Open,Contact,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,45,1
proximalization,,J_01_106,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/KnuGN6mZOvU?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,1.417,,-1.546,,,,,,,,,,2.12,1.201,-0.497,25,to use a joint closer to the body,,NA,,,,,,,,,,,,,,,,4,959,749,1217,Arbitrary,,0,0,1,bent_v,1,im,2,0,1,0,Closed,NoContact,OneHanded,Curved,Arm,ArmAway,ArmAway,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,106,1
psychologist,psychologist,A_03_010,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/SfBAT_5CEso?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,3.8,1.958,-0.085,25,0,3.667,2.024,-0.115,15,0,88,93,1.286,2.153,-1.061,21,,2.265,Noun,367.03,1101.1,734.07,1368.04,885,64,18,,,,-2,,,,-2,1,1430,731,1606,Arbitrary,0,0,1,2,open_b,1,imrp,1,0,0,0,Open,NoContact,AsymmetricalDifferentHandshape,Straight,Hand,FingerRadial,NA,1,B,0,open_b,1,imrp,1,0,0,0,Open,NoContact,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A,10,3
psychology,,F_02_74,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/yEOg9pl2GU4?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,4.63,,0.209,,,,,,,,,,1.267,2.218,-0.927,30,,2.447,Noun,,,,,,,,,,,,,,,,1,959,713,1195,Arbitrary,,0,0,1,closed_b,0,imrp,1,0,0,0,Closed,NoContact,AsymmetricalDifferentHandshape,Straight,Hand,FingerRadial,NA,1,B,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F,74,2
public,,H_02_29,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/ZHiuZh40ELo?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,4.607,,0.298,,,,,,,,,,2.875,1.393,-0.158,24,,,NA,,,,,,,,,,,,,,,,1,960,522,1092,Arbitrary,,0,0,1,open_b,1,imrp,1,0,0,0,Open,NoContact,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,29,2
pull,pull,D_02_062,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/cCwC1s60YDo?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,3.778,1.695,-0.182,27,0,3.353,1.222,-0.468,17,0,,,6.645,2.166,1.723,31,,3.873,Verb,700.7,1134.47,433.77,1768.44,725,48,7,5,1,26,1,5,1,18,1,1,1693,777,1863,Pantomimic,0,0,0,1,bent_1,1,i,2,0,NA,NA,Open,Contact,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,62,2
pull_convince,,G_03_69,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/QNhejcjwf5s?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,4.077,,-0.054,,,,,,,,,,1.65,2.021,-0.73,20,CONVINCE,,Verb,,,,,,,,,,,,,,,,1,959,749,1217,Arbitrary,,0,0,1,bent_1,1,i,2,0,NA,NA,Open,Contact,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G,69,3
pumpkin,,H_02_56,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/1JqqY0Ep1fw?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,2.929,,-0.699,,,,,,,,,,1.125,0.448,-1.04,24,,,NA,,,,,,,,,,,,,,,,3,960,522,1092,Arbitrary,,0,0,1,8,1,m,5,1,NA,NA,Open,Contact,AsymmetricalDifferentHandshape,Straight,Hand,PalmBack,HandAway,1,C,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,56,2
punch_face,,J_01_051,"<iframe width=""280"" height=""158"" src=""https://www.youtube.com/embed/L4SVBvrstWs?rel=0&amp;controls=0&amp;showinfo=0"" frameborder=""0"" allowfullscreen></iframe>",,2.724,,-0.837,,,,,,,,,,6.6,0.913,1.664,25,punch in the face,,NA,,,,,,,,,,,,,,,,1,963,285,1004,Pantomimic,,0,0,1,s,0,imrp,7,0,0,0,Closed,Contact,OneHanded,Straight,Head,CheekNose,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,51,1
